Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	LITTERFALL			
2	7	6.033735	1.291500	4.980650	-3.225160	2.036777	-9999	0.000000	-9999	-9999	-9999	-9999	6.706058014	0.136587471	6.569470543
2	8	6.158350	-0.597938	3.301200	-4.723170	0.619759	-9999	0.000000	-9999	-9999	-9999	-9999	5.846892464	0.036236637	5.810655827
2	9	6.506084	-1.127020	3.384640	-6.120050	1.758326	-9999	0.000000	-9999	-9999	-9999	-9999	5.624466188	0.098896465	5.525569723
2	10	6.633135	-0.068794	5.336300	-4.164400	2.309216	-9999	0.000000	-9999	-9999	-9999	-9999	6.077090889	0.140333127	5.936757762
2	11	6.765491	-0.673774	3.999080	-5.077210	2.124348	-9999	0.000000	-9999	-9999	-9999	-9999	5.814540828	0.1235211	5.691019728
2	12	6.885198	-2.702000	2.800260	-7.352140	0.934805	-9999	0.000000	-9999	-9999	-9999	-9999	5.005998528	0.046796332	4.959202197
2	13	3.754607	-4.768500	-1.266300	-8.208130	0.372561	-9999	0.921861	-9999	-9999	-9999	-9999	4.286198705	0.015968691	4.270230014
2	14	7.305353	-2.461220	3.421870	-8.577120	1.036728	-9999	0.000000	-9999	-9999	-9999	-9999	5.096462741	0.052836433	5.043626308
2	15	7.366905	-1.742770	3.250090	-7.597810	1.420155	-9999	0.000000	-9999	-9999	-9999	-9999	5.375057185	0.076334122	5.298723063
2	16	7.527556	0.372063	4.766530	-3.141540	1.803424	-9999	0.000000	-9999	-9999	-9999	-9999	6.274963073	0.113164214	6.161798859
2	17	7.674584	0.251244	4.709950	-2.883300	2.509717	-9999	0.000000	-9999	-9999	-9999	-9999	6.220176636	0.156108822	6.064067814
2	18	7.864586	0.982079	7.016350	-3.507320	2.917037	-9999	0.000000	-9999	-9999	-9999	-9999	6.558146637	0.19130359	6.366843047
2	19	7.790982	2.086910	5.575890	-0.709227	2.743173	-9999	0.000000	-9999	-9999	-9999	-9999	7.09989748	0.194762484	6.905134996
2	20	6.537093	4.440760	7.834160	0.464418	2.699097	-9999	0.031109	-9999	-9999	-9999	-9999	8.387681644	0.226391684	8.16128996
2	21	7.895906	2.875180	5.216420	-0.478850	0.993714	-9999	0.000000	-9999	-9999	-9999	-9999	7.510215665	0.074630078	7.435585586
2	22	5.225127	-0.546821	2.994010	-3.457120	0.283862	-9999	4.717160	-9999	-9999	-9999	-9999	5.8687887	0.016659236	5.852129464
2	23	4.357982	-2.382580	0.873163	-4.477050	0.342971	-9999	1.888160	-9999	-9999	-9999	-9999	5.126320783	0.017581812	5.108738971
2	24	6.338891	-2.037510	2.647910	-5.487940	0.659033	-9999	0.078477	-9999	-9999	-9999	-9999	5.259175751	0.034659681	5.22451607
2	25	8.316657	-3.401770	1.747890	-7.368010	0.661734	-9999	0.200264	-9999	-9999	-9999	-9999	4.751103691	0.031439655	4.719664036
2	26	8.893670	-2.249950	3.520140	-6.912540	0.643976	-9999	0.007864	-9999	-9999	-9999	-9999	5.177028734	0.033338811	5.143689922
2	27	9.018432	-1.544810	3.197200	-5.537290	0.672415	-9999	0.031209	-9999	-9999	-9999	-9999	5.454151208	0.036674533	5.417476675
2	28	7.304437	-0.255501	3.538510	-4.316130	0.639075	-9999	0.067707	-9999	-9999	-9999	-9999	5.9949672	0.038312366	5.956654834
3	1	8.417390	3.294590	5.872980	0.216776	0.736944	-9999	0.208424	-9999	-9999	-9999	-9999	7.736949757	0.057017023	7.679932734
3	2	8.205123	4.602270	6.182820	2.027230	0.651769	-9999	0.055567	-9999	-9999	-9999	-9999	8.483153743	0.055290582	8.427863161
3	3	9.793613	5.018710	9.551960	2.585890	1.470660	-9999	0.011505	-9999	-9999	-9999	-9999	8.733756017	0.128443831	8.605312187
3	4	8.401553	4.757970	9.225300	2.103130	1.255163	-9999	1.306150	-9999	-9999	-9999	-9999	8.576097427	0.107644029	8.468453398
3	5	8.393777	4.925170	9.208330	1.923230	1.129065	-9999	0.102718	-9999	-9999	-9999	-9999	8.676904797	0.097967885	8.578936912
3	6	9.194774	4.233010	9.365070	-0.289541	1.679144	-9999	0.084053	-9999	-9999	-9999	-9999	8.266270318	0.138802584	8.127467734
3	7	11.122877	2.715460	8.941820	-1.654440	2.340910	-9999	0.000000	-9999	-9999	-9999	-9999	7.42542538	0.173822518	7.251602862
3	8	11.629441	3.206210	8.770830	-1.740840	2.256050	-9999	0.000000	-9999	-9999	-9999	-9999	7.688675219	0.173460321	7.515214898
3	9	6.469779	-1.439720	3.395740	-6.629380	0.962436	-9999	0.759905	-9999	-9999	-9999	-9999	5.49655652	0.052900842	5.443655679
3	10	11.804140	-5.067410	0.487418	-9.461140	1.114969	-9999	0.000001	-9999	-9999	-9999	-9999	4.190069251	0.046717975	4.143351276
3	11	11.890713	-3.015710	4.040210	-8.018240	1.585493	-9999	0.000224	-9999	-9999	-9999	-9999	4.89026814	0.077534878	4.812733261
3	12	12.453610	-1.892820	5.462240	-7.336390	1.697978	-9999	0.000000	-9999	-9999	-9999	-9999	5.315783464	0.090260844	5.22552262
3	13	12.371616	2.714540	9.835170	-5.248340	3.123850	-9999	0.000000	-9999	-9999	-9999	-9999	7.424939439	0.231943987	7.192995452
3	14	12.614313	2.085120	8.485890	-2.449640	1.742191	-9999	0.026429	-9999	-9999	-9999	-9999	7.098988729	0.123677958	6.975310771
