# i valori originali di aboveGroundBiomass_kgha, foliageBiomass_kgha, branchesBiomass_kgha, stemBiomass_kgha, rootBiomass_kgha, stumpCoarseRootBiomass_kgha
# per confrontarli con i risultati del modello solo stati divisi per 1000 e quindi divisi per 2 ottenendo le tDM / ha
"record_id","site","site_id","year","species","species_id","age","dbhArith_cm","dbhBA_cm","dbhDQ_cm","heightArith_m","heightBA_m","ba_m2ha","density_treeha","aboveGroundBiomass_kgha","foliageBiomass_kgha","branchesBiomass_kgha","stemBiomass_kgha","rootBiomass_kgha","stumpCoarseRootBiomass_kgha","lai"
"208","soro",21,2009,"Fagus sylvatica","fasy",NA,28.6398611111111,38.4718986851919,31.7501834421647,23.1279513888889,28.0946360617312,NA,288,NA,NA,NA,NA,NA,NA,4.2
"#209","soro",21,2009,"Fagus sylvatica","fasy",NA,28.6398611111111,38.4718986851919,31.7501834421647,23.1279513888889,28.0946360617312,NA,288,NA,NA,NA,NA,NA,NA,4.8
"210","soro",21,2010,"Fagus sylvatica","fasy",NA,28.9540625,38.7904389228191,32.057241343719,23.28625,28.2325701546337,NA,288,NA,NA,NA,NA,NA,NA,NA
"211","soro",21,2011,"Fagus sylvatica","fasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9
"212","soro",21,2012,"Fagus sylvatica","fasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8
"213","soro",21,2013,"Fagus sylvatica","fasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"#214","soro",21,2013,"Fagus sylvatica","fasy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9
"215","collelongo",5,1992,"Fagus sylvatica","fasy",NA,18.7795580110497,27.9539006879767,21.3014706518987,16.5135359116022,22.0268059544696,NA,905,NA,NA,NA,NA,NA,NA,NA
"216","collelongo",5,1997,"Fagus sylvatica","fasy",NA,20.2011111111111,29.4868668971524,22.7717051525694,17.3197222222222,22.6314082244204,NA,900,NA,NA,NA,NA,NA,NA,NA
"217","collelongo",5,2002,"Fagus sylvatica","fasy",NA,22.0692771084337,31.2012464713953,24.5536675541852,18.5386144578313,23.2559137561101,NA,830,NA,NA,NA,NA,NA,NA,NA
"218","collelongo",5,2007,"Fagus sylvatica","fasy",NA,22.6323170731707,31.7802591671986,25.1073196498551,18.8779268292683,23.4556595588145,NA,820,NA,NA,NA,NA,NA,NA,NA
"219","collelongo",5,2012,"Fagus sylvatica","fasy",NA,25.3385135135135,33.6502047639052,27.4389161889026,20.6647297297297,24.0768498549696,NA,740,NA,NA,NA,NA,NA,NA,NA
"220","kroof",13,1997,"Picea abies","piab",NA,26.1140625,30.9581886618026,27.4310655894918,24.111328125,25.733849026702,NA,512,NA,NA,NA,NA,NA,NA,NA
"221","kroof",13,1997,"Pinus silvestrys","pisy",NA,27.6666666666667,28.2563758851807,27.8182194493705,25.2166666666667,25.3778467926739,NA,12,NA,NA,NA,NA,NA,NA,NA
"222","kroof",13,1997,"Larix decidua","lade",NA,23.8,23.8,23.8,24.1,24.1,NA,2,NA,NA,NA,NA,NA,NA,NA
"223","kroof",13,1997,"Fagus sylvatica","fasy",NA,20.591975308642,26.4972685761234,22.1090549016003,23.0271604938272,24.0677284619106,NA,324,NA,NA,NA,NA,NA,NA,NA
"224","kroof",13,1997,"Quercus robur","quro",NA,23.24,23.6692085296233,23.3476337130768,23.92,23.9769588634996,NA,10,NA,NA,NA,NA,NA,NA,NA
"225","kroof",13,1997,"Acer platanoides","acpl",NA,16.2,16.2,16.2,22.7,22.7,NA,2,NA,NA,NA,NA,NA,NA,NA
"226","kroof",13,1999,"Picea abies","piab",NA,27.1019920318725,32.0772756021012,28.4554184058746,NA,NA,NA,502,NA,NA,NA,NA,NA,NA,NA
"227","kroof",13,1999,"Pinus silvestrys","pisy",NA,28.1333333333333,28.7664786445758,28.2972319023139,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"228","kroof",13,1999,"Larix decidua","lade",NA,24,24,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"229","kroof",13,1999,"Fagus sylvatica","fasy",NA,21.9602739726027,27.498738041695,23.3844902352316,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA
"230","kroof",13,1999,"Quercus robur","quro",NA,23.66,24.1770173473318,23.7900399327113,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"231","kroof",13,1999,"Acer platanoides","acpl",NA,17.1,17.1,17.1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"232","kroof",13,2001,"Picea abies","piab",NA,28.3372950819672,33.3050232148249,29.6816393266065,NA,NA,NA,488,NA,NA,NA,NA,NA,NA,NA
"233","kroof",13,2001,"Pinus silvestrys","pisy",NA,28.6333333333333,29.3425039433918,28.8184547353486,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"234","kroof",13,2001,"Larix decidua","lade",NA,24.4,24.4,24.4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"235","kroof",13,2001,"Fagus sylvatica","fasy",NA,23.0214814814815,28.433412734026,24.4081816883875,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA
"236","kroof",13,2001,"Quercus robur","quro",NA,24.24,24.8723300188121,24.4,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"237","kroof",13,2001,"Acer platanoides","acpl",NA,18,18,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"238","kroof",13,2003,"Picea abies","piab",NA,29.3599156118143,34.2361219194773,30.6709190319039,NA,NA,NA,474,NA,NA,NA,NA,NA,NA,NA
"239","kroof",13,2003,"Pinus silvestrys","pisy",NA,29.0666666666667,29.8409631007221,29.2702351658928,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"240","kroof",13,2003,"Larix decidua","lade",NA,24.7,24.7,24.7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"241","kroof",13,2003,"Fagus sylvatica","fasy",NA,23.7523076923077,29.1393566801689,25.1296300747207,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA
"242","kroof",13,2003,"Quercus robur","quro",NA,25.925,26.3341605807092,26.0278216529928,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"243","kroof",13,2003,"Acer platanoides","acpl",NA,18.5,18.5,18.5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"244","kroof",13,2005,"Picea abies","piab",NA,30.6178571428571,35.1584756873439,31.8192846399789,NA,NA,NA,448,NA,NA,NA,NA,NA,NA,NA
"245","kroof",13,2005,"Pinus silvestrys","pisy",NA,29.4666666666667,30.3049202213154,29.6883254271215,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
"246","kroof",13,2005,"Larix decidua","lade",NA,24.9,24.9,24.9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"247","kroof",13,2005,"Fagus sylvatica","fasy",NA,24.3775,29.904567819897,25.7765542693355,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA
"248","kroof",13,2005,"Quercus robur","quro",NA,26.35,26.8285370744343,26.470455228424,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"249","kroof",13,2005,"Acer platanoides","acpl",NA,18.9,18.9,18.9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"250","kroof",13,2007,"Picea abies","piab",NA,31.6547945205479,36.0463788786027,32.8002951317605,NA,NA,NA,438,NA,NA,NA,NA,NA,NA,NA
"251","kroof",13,2007,"Pinus silvestrys","pisy",NA,31,31.4072424526781,31.1067195313167,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"252","kroof",13,2007,"Larix decidua","lade",NA,25.2,25.2,25.2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"253","kroof",13,2007,"Fagus sylvatica","fasy",NA,25.2964912280702,30.7090335780752,26.6583254498379,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA
"254","kroof",13,2007,"Quercus robur","quro",NA,26.925,27.4558433576558,27.0587786124947,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"255","kroof",13,2007,"Acer platanoides","acpl",NA,19.2,19.2,19.2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"256","kroof",13,2009,"Picea abies","piab",NA,32.4082949308756,36.9060943339603,33.5770343393076,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,NA
"257","kroof",13,2009,"Pinus silvestrys","pisy",NA,31.22,31.6627605253992,31.3362090878906,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"258","kroof",13,2009,"Larix decidua","lade",NA,25.4,25.4,25.4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"259","kroof",13,2009,"Fagus sylvatica","fasy",NA,25.6578947368421,31.275132424099,27.0701525281026,NA,NA,NA,228,NA,NA,NA,NA,NA,NA,NA
"260","kroof",13,2009,"Quercus robur","quro",NA,27.35,27.9325767946302,27.4968179977248,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"261","kroof",13,2009,"Acer platanoides","acpl",NA,19.6,19.6,19.6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"262","kroof",13,2010,"Picea abies","piab",NA,32.9225806451613,37.4914081603249,34.1115829618899,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,NA
"263","kroof",13,2010,"Pinus silvestrys","pisy",NA,31.325,31.9041819002995,31.4772536921505,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"264","kroof",13,2010,"Larix decidua","lade",NA,25.7,25.7,25.7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"265","kroof",13,2010,"Fagus sylvatica","fasy",NA,26.3190909090909,31.6402734280244,27.6432615494429,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA
"266","kroof",13,2010,"Quercus robur","quro",NA,28.5333333333333,28.9787568638919,28.648211113436,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
"267","kroof",13,2010,"Acer platanoides","acpl",NA,19.8,19.8,19.8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
