daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 46.15, Long  = 8.45


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(0) GPP(tot)   NPP(0) NPP(tot)    ET(0)  ET(tot)   LAI(0)    CC(0) DEADTREE(0) DEADTREE(tot)
-1995       11        5    0.716    0.716  0.00344  0.00344   0.0549   0.0549    0.373       76        0        0 
-1995       11        6     0.97     0.97  0.00466  0.00466   0.0546   0.0546    0.373       76        0        0 
-1995       11        7     1.27     1.27  0.00608  0.00608   0.0546   0.0546    0.373       76        0        0 
-1995       11        8     0.83     0.83  0.00398  0.00398   0.0473   0.0473    0.374       76        0        0 
-1995       11        9    0.551    0.551  0.00265  0.00265   0.0404   0.0404    0.374       76        0        0 
-1995       11       10   0.0854   0.0854  0.00041  0.00041  0.00671  0.00671    0.374       76        0        0 
-1995       11       11   0.0905   0.0905 0.000434 0.000434  0.00665  0.00665    0.373       76        0        0 
-1995       11       12    0.109    0.109 0.000523 0.000523  0.00661  0.00661    0.373       76        0        0 
-1995       11       13    0.104    0.104 0.000498 0.000498  0.00659  0.00659    0.373       76        0        0 
-1995       11       14    0.975    0.975  0.00468  0.00468   0.0463   0.0463    0.373       76        0        0 
-1995       11       15    0.205    0.205 0.000982 0.000982   0.0133   0.0133    0.373       76        0        0 
-1995       11       16    0.098    0.098 0.000471 0.000471   0.0066   0.0066    0.373       76        0        0 
-1995       11       17    0.721    0.721  0.00346  0.00346   0.0399   0.0399    0.373       76        0        0 
-1995       11       18    0.463    0.463  0.00223  0.00223   0.0412   0.0412    0.373       76        0        0 
-1995       11       19    0.476    0.476  0.00229  0.00229   0.0412   0.0412    0.374       76        0        0 
-1995       11       20    0.873    0.873  0.00419  0.00419   0.0478   0.0478    0.374       76        0        0 
-1995       11       21    0.113    0.113 0.000541 0.000541   0.0205   0.0205    0.374       76        0        0 
-1995       11       22    0.193    0.193 0.000928 0.000928   0.0341   0.0341    0.374       76        0        0 
-1995       11       23    0.349    0.349  0.00168  0.00168   0.0409   0.0409    0.374       76        0        0 
-1995       11       24    0.461    0.461  0.00222  0.00222   0.0409   0.0409    0.374       76        0        0 
-1995       11       25   0.0746   0.0746 0.000358 0.000358   0.0136   0.0136    0.374       76        0        0 
-1995       11       26    0.043    0.043 0.000207 0.000207  0.00674  0.00674    0.374       76        0        0 
-1995       11       27  0.00342  0.00342 1.64e-05 1.64e-05 0.000675 0.000675    0.374       76        0        0 
-1995       11       28    0.274    0.274  0.00132  0.00132   0.0268   0.0268    0.374       76        0        0 
-1995       11       29    0.461    0.461  0.00221  0.00221   0.0404   0.0404    0.374       76        0        0 
-1995       11       30    0.408    0.408  0.00196  0.00196   0.0406   0.0406    0.374       76        0        0 
-1995       12        1    0.136    0.136 0.000653 0.000653   0.0339   0.0339    0.374       76        0        0 
-1995       12        2    0.252    0.252  0.00121  0.00121    0.034    0.034    0.374       76        0        0 
-1995       12        3    0.154    0.154 0.000737 0.000737    0.034    0.034    0.374       76        0        0 
-1995       12        4        0        0        0        0   0.0136   0.0136    0.374       76        0        0 
-1995       12        5   0.0323   0.0323 0.000155 0.000155   0.0273   0.0273    0.374       76        0        0 
-1995       12        6   0.0215   0.0215 0.000103 0.000103   0.0272   0.0272    0.374       76        0        0 
-1995       12        7  0.00248  0.00248 1.19e-05 1.19e-05  0.00678  0.00678    0.374       76        0        0 
-1995       12        8    0.089    0.089 0.000427 0.000427   0.0135   0.0135    0.374       76        0        0 
-1995       12        9    0.276    0.276  0.00132  0.00132   0.0271   0.0271    0.374       76        0        0 
-1995       12       10     0.47     0.47  0.00226  0.00226    0.034    0.034    0.374       76        0        0 
-1995       12       11    0.481    0.481  0.00231  0.00231    0.034    0.034    0.375       76        0        0 
-1995       12       12    0.247    0.247  0.00118  0.00118   0.0273   0.0273    0.375       76        0        0 
-1995       12       13  0.00377  0.00377 1.81e-05 1.81e-05   0.0206   0.0206    0.375       76        0        0 
-1995       12       14        0        0        0        0  0.00681  0.00681    0.375       76        0        0 
-1995       12       15 8.28e-05 8.28e-05 3.98e-07 3.98e-07  0.00068  0.00068    0.375       76        0        0 
-1995       12       16   0.0359   0.0359 0.000173 0.000173  0.00675  0.00675    0.374       76        0        0 
-1995       12       17    0.162    0.162 0.000779 0.000779   0.0134   0.0134    0.374       76        0        0 
-1995       12       18    0.186    0.186 0.000893 0.000893   0.0135   0.0135    0.374       76        0        0 
-1995       12       19     0.46     0.46  0.00221  0.00221   0.0339   0.0339    0.374       76        0        0 
-1995       12       20    0.346    0.346  0.00166  0.00166   0.0272   0.0272    0.374       76        0        0 
-1995       12       21    0.116    0.116 0.000557 0.000557   0.0135   0.0135    0.374       76        0        0 
-1995       12       22   0.0574   0.0574 0.000276 0.000276  0.00672  0.00672    0.374       76        0        0 
-1995       12       23    0.343    0.343  0.00165  0.00165   0.0268   0.0268    0.374       76        0        0 
-1995       12       24    0.363    0.363  0.00174  0.00174   0.0268   0.0268    0.374       76        0        0 
-1995       12       25    0.651    0.651  0.00313  0.00313   0.0401   0.0401    0.375       76        0        0 
-1995       12       26   0.0741   0.0741 0.000356 0.000356  0.00671  0.00671    0.374       76        0        0 
-1995       12       27    0.335    0.335  0.00161  0.00161   0.0342   0.0342    0.374       76        0        0 
-1995       12       28        0        0        0        0   0.0274   0.0274    0.374       76        0        0 
-1995       12       29        0        0        0        0   0.0274   0.0274    0.374       76        0        0 
-1995       12       30        0        0        0        0  0.00683  0.00683    0.374       76        0        0 
-1995       12       31        0        0        0        0  0.00679  0.00679    0.374       76        0        0 
