Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	WS_f
11	5	1.99	9.48	11.05	8.02	1.93	11.38	0.69	-9999	0	-9999	-9999
11	6	4.56	8.19	10.47	6.98	1.65	11.04	5.48	-9999	0	-9999	-9999
11	7	0.96	9.52	11.94	7.67	2.29	10.83	0.27	-9999	0	-9999	-9999
11	8	2.29	9.85	11.59	6.51	1.56	11.02	6.17	-9999	0	-9999	-9999
11	9	4.29	4.9	7.2	2.85	1.39	9.54	17.26	-9999	0	-9999	-9999
11	10	2.51	8.56	10.91	5.5	1.69	9.83	7.4	-9999	0	-9999	-9999
11	11	4.07	9.06	11.28	4.51	2.09	10.49	4.38	-9999	0	-9999	-9999
11	12	5.56	5.33	8.79	3.18	2.07	9.39	1.92	-9999	0	-9999	-9999
11	13	1.06	4.49	6.22	2.99	0.6	9.07	10.27	-9999	0	-9999	-9999
11	14	6.38	3.39	5.31	0.89	1.55	8.85	0.14	-9999	0	-9999	-9999
11	15	6.72	2.23	4.34	-0.75	1.96	8.19	0	-9999	0	-9999	-9999
11	16	4.37	3.58	6.43	1.19	2.05	7.76	0	-9999	0	-9999	-9999
11	17	5.65	3.35	7.69	0.5	1.91	7.65	0	-9999	0	-9999	-9999
11	18	5.84	2.24	6.38	-1.55	1.39	7.29	0	-9999	0	-9999	-9999
11	19	2.12	3.39	5.76	1.06	1.09	7.27	3.42	-9999	0	-9999	-9999
11	20	2.36	7.29	10.8	5.18	1.52	8.23	3.15	-9999	0	-9999	-9999
11	21	1.47	9.53	11.54	7.34	2.13	9.05	1.51	-9999	0	-9999	-9999
11	22	5.38	8.37	12.79	5.24	1.72	8.76	0	-9999	0	-9999	-9999
11	23	2.18	6.17	8.2	3.12	1.47	8.8	0.41	-9999	0	-9999	-9999
11	24	3.6	4.82	7.54	2.76	2.02	7.89	0	-9999	0	-9999	-9999
11	25	2.29	6.54	8.52	4.81	1.47	8.4	4.8	-9999	0	-9999	-9999
11	26	2.97	4.83	6.89	3.44	1.63	8.16	1.23	-9999	0	-9999	-9999
11	27	1.69	5.52	6.8	4.44	0.84	8.22	0.27	-9999	0	-9999	-9999
11	28	0.88	5.23	6.32	3.92	1.86	8.34	0	-9999	0	-9999	-9999
11	29	0.73	5.26	6.75	4.12	1.04	8.27	3.42	-9999	0	-9999	-9999
11	30	0.82	6.42	8.6	3.91	1.07	8.14	5.89	-9999	0	-9999	-9999
12	1	4.42	8.66	10.16	7.33	2.25	8.69	9.73	-9999	0	-9999	-9999
12	2	0.39	8.64	11.3	6.72	1.98	8.73	6.03	-9999	0	-9999	-9999
12	3	3.4	7.1	9.02	4.76	2.26	8.8	10	-9999	0	-9999	-9999
12	4	1.62	6.67	9.16	4.9	1.07	8.25	4.38	-9999	0	-9999	-9999
12	5	0.98	11.26	12.14	9.35	2.52	9.25	0.27	-9999	0	-9999	-9999
12	6	0.38	9.94	12.16	8.4	1.51	9.46	11.23	-9999	0	-9999	-9999
12	7	2.05	10.17	13.41	6.05	2.52	10.07	7.95	-9999	0	-9999	-9999
12	8	2.02	5.84	7.79	3.25	1.84	9	8.22	-9999	0	-9999	-9999
12	9	2.89	7.5	9.29	5.38	1.7	8.72	2.74	-9999	0	-9999	-9999
12	10	2.22	6.91	8.29	6.17	1.05	8.83	2.19	-9999	0	-9999	-9999
12	11	3.96	5.58	7.38	3.04	2.04	8.51	0.96	-9999	0	-9999	-9999
12	12	1.7	3.24	4.07	1.78	0.81	7.36	0	-9999	0	-9999	-9999
12	13	1.23	1.61	4.05	-0.81	0.36	7.19	0	-9999	0	-9999	-9999
12	14	1.62	0.52	2.42	-1.72	0.55	6.9	0	-9999	0	-9999	-9999
12	15	3.97	0.69	2.65	-1.33	1.32	6.47	0	-9999	0	-9999	-9999
12	16	4.23	-0.74	2.42	-2.97	1.46	6.08	0	-9999	0	-9999	-9999
12	17	2.18	-1.69	0.49	-3.07	0.97	5.58	0	-9999	0	-9999	-9999
12	18	4.05	-2	-0.01	-4.09	0.68	5.27	0	-9999	0	-9999	-9999
12	19	4.07	-1.46	2.69	-3.83	0.83	5	0	-9999	0	-9999	-9999
12	20	1.08	-4.69	-2.51	-5.38	0.2	4.8	0	-9999	0	-9999	-9999
12	21	1.44	-4.87	-3.83	-5.86	0.18	4.62	0	-9999	0	-9999	-9999
12	22	4.71	-2.25	3.02	-6.61	0.74	4.34	0	-9999	0	-9999	-9999
12	23	3.38	2.26	4.77	0.84	1.35	4.22	0	-9999	0	-9999	-9999
12	24	2.96	2.42	6.31	-0.06	0.73	4.44	0	-9999	0	-9999	-9999
12	25	1.7	3.09	5.52	0.81	2.37	4.78	0	-9999	0	-9999	-9999
12	26	1.85	3.26	4.49	2.11	0.44	5.6	0.55	-9999	0	-9999	-9999
12	27	0.87	3.87	6.24	2.34	0.45	6.02	0.14	-9999	0	-9999	-9999
12	28	3.83	6.42	8.13	5.2	1.43	6.62	0	-9999	0	-9999	-9999
12	29	2.65	5.89	8.31	3.33	1.41	6.72	2.19	-9999	0	-9999	-9999
12	30	2.26	5.94	6.96	4.66	1.33	6.87	1.37	-9999	0	-9999	-9999
12	31	1.05	5.02	6.18	3.94	0.66	6.68	0	-9999	0	-9999	-9999

