daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(0) GPP(tot)   NPP(0) NPP(tot)    ET(0)  ET(tot)   LAI(0)    CC(0) DEADTREE(0) DEADTREE(tot)
-2001        3       21     0.61     0.61  0.00586  0.00586   0.0803   0.0803     3.75     58.8        0        0 
-2001        3       22    0.961    0.961  0.00923  0.00923    0.129    0.129     3.74     58.8        0        0 
-2001        3       23     1.07     1.07   0.0102   0.0102    0.102    0.102     3.74     58.8        0        0 
-2001        3       24     1.61     1.61   0.0155   0.0155    0.162    0.162     3.74     58.8        0        0 
-2001        3       25    0.376    0.376  0.00361  0.00361   0.0677   0.0677     3.74     58.8        0        0 
-2001        3       26     1.18     1.18   0.0113   0.0113    0.192    0.192     3.74     58.8        0        0 
-2001        3       27     2.79     2.79   0.0267   0.0267    0.355    0.355     3.74     58.8        0        0 
-2001        3       28     2.54     2.54   0.0244   0.0244    0.259    0.259     3.74     58.8        0        0 
-2001        3       29     2.05     2.05   0.0196   0.0196    0.225    0.225     3.73     58.8        0        0 
-2001        3       30     3.59     3.59   0.0345   0.0345    0.381    0.381     3.73     58.8        0        0 
-2001        3       31     3.21     3.21   0.0308   0.0308    0.308    0.308     3.73     58.8        0        0 
-2001        4        1     4.57     4.57   0.0438   0.0438    0.411    0.411     3.73     58.8        0        0 
-2001        4        2     5.04     5.04   0.0484   0.0484    0.514    0.514     3.73     58.9        0        0 
-2001        4        3      4.2      4.2   0.0403   0.0403    0.383    0.383     3.73     58.9        0        0 
-2001        4        4     2.52     2.52   0.0242   0.0242     0.25     0.25     3.73     58.9        0        0 
-2001        4        5     3.63     3.63   0.0349   0.0349    0.381    0.381     3.72     58.9        0        0 
-2001        4        6     2.93     2.93   0.0281   0.0281    0.269    0.269     3.72     58.9        0        0 
-2001        4        7      5.3      5.3   0.0508   0.0508     0.52     0.52     3.72     58.9        0        0 
-2001        4        8      3.3      3.3   0.0317   0.0317    0.358    0.358     3.72     58.9        0        0 
-2001        4        9     1.59     1.59   0.0153   0.0153    0.157    0.157     3.72     58.9        0        0 
-2001        4       10     3.68     3.68   0.0353   0.0353    0.363    0.363     3.72     58.9        0        0 
-2001        4       11        3        3   0.0288   0.0288    0.301    0.301     3.72     58.9        0        0 
-2001        4       12     2.85     2.85   0.0273   0.0273    0.342    0.342     3.72     58.9        0        0 
-2001        4       13     2.28     2.28   0.0218   0.0218    0.324    0.324     3.72     58.9        0        0 
-2001        4       14     2.64     2.64   0.0254   0.0254    0.393    0.393     3.72     58.9        0        0 
-2001        4       15     3.94     3.94   0.0378   0.0378    0.415    0.415     3.72     58.9        0        0 
-2001        4       16     3.38     3.38   0.0325   0.0325    0.387    0.387     3.72     58.9        0        0 
-2001        4       17     2.64     2.64   0.0253   0.0253    0.317    0.317     3.72     58.9        0        0 
-2001        4       18     4.42     4.42   0.0424   0.0424    0.553    0.553     3.72     58.9        0        0 
-2001        4       19     3.51     3.51   0.0337   0.0337    0.528    0.528     3.72     58.9        0        0 
-2001        4       20     2.81     2.81    0.027    0.027    0.388    0.388     3.72     58.9        0        0 
-2001        4       21     5.68     5.68   0.0545   0.0545    0.645    0.645     3.72     58.9        0        0 
-2001        4       22     3.91     3.91   0.0375   0.0375    0.414    0.414     3.72     58.9        0        0 
-2001        4       23     3.12     3.12     0.03     0.03    0.308    0.308     3.71     58.9        0        0 
-2001        4       24     3.67     3.67   0.0353   0.0353    0.344    0.344     3.71     58.9        0        0 
-2001        4       25        5        5    0.048    0.048    0.457    0.457     3.71     58.9        0        0 
-2001        4       26     5.02     5.02   0.0482   0.0482    0.466    0.466     3.71     58.9        0        0 
-2001        4       27     2.52     2.52   0.0242   0.0242    0.241    0.241     3.71     58.9        0        0 
-2001        4       28        5        5    0.048    0.048    0.462    0.462     3.71     58.9        0        0 
-2001        4       29     6.71     6.71   0.0645   0.0645    0.614    0.614     3.71     58.9        0        0 
-2001        4       30     3.94     3.94   0.0378   0.0378    0.352    0.352     3.71     58.9        0        0 
-2001        5        1     2.12     2.12   0.0203   0.0203    0.192    0.192     3.71     58.9        0        0 
-2001        5        2     4.33     4.33   0.0416   0.0416    0.401    0.401      3.7       59        0        0 
-2001        5        3     4.84     4.84   0.0465   0.0465    0.433    0.433      3.7       59        0        0 
-2001        5        4      1.8      1.8   0.0173   0.0173    0.189    0.189      3.7       59        0        0 
-2001        5        5     7.53     7.53   0.0723   0.0723    0.769    0.769      3.7       59        0        0 
-2001        5        6      6.7      6.7   0.0643   0.0643    0.629    0.629      3.7       59        0        0 
-2001        5        7     6.93     6.93   0.0665   0.0665    0.634    0.634      3.7       59        0        0 
-2001        5        8      7.2      7.2   0.0692   0.0692     0.66     0.66      3.7       59        0        0 
-2001        5        9     6.02     6.02   0.0578   0.0578    0.643    0.643      3.7       59        0        0 
-2001        5       10     3.98     3.98   0.0382   0.0382    0.604    0.604      3.7       59        0        0 
-2001        5       11     4.03     4.03   0.0387   0.0387    0.624    0.624     3.71       59        0        0 
-2001        5       12     5.02     5.02   0.0482   0.0482    0.649    0.649     3.71       59        0        0 
-2001        5       13     4.13     4.13   0.0397   0.0397    0.582    0.582     3.71       59        0        0 
-2001        5       14     4.18     4.18   0.0402   0.0402     0.37     0.37     3.71       59        0        0 
-2001        5       15     7.34     7.34   0.0705   0.0705    0.662    0.662     3.71       59        0        0 
-2001        5       16     4.61     4.61   0.0442   0.0442    0.412    0.412     3.71       59        0        0 
-2001        5       17     6.77     6.77   0.0649   0.0649    0.613    0.613     3.71       59        0        0 
-2001        5       18     1.62     1.62   0.0156   0.0156    0.152    0.152      3.7       59        0        0 
-2001        5       19     8.32     8.32   0.0799   0.0799    0.755    0.755     3.71       59        0        0 
-2001        5       20     7.16     7.16   0.0687   0.0687    0.647    0.647     3.71       59        0        0 
-2001        5       21       10       10   0.0961   0.0961    0.904    0.904     3.71       59        0        0 
-2001        5       22     9.46     9.46   0.0908   0.0908    0.873    0.873     3.71       59        0        0 
-2001        5       23     7.31     7.31   0.0702   0.0702    0.772    0.772     3.71       59        0        0 
-2001        5       24     7.74     7.74   0.0743   0.0743    0.826    0.826     3.72       59        0        0 
-2001        5       25     7.84     7.84   0.0752   0.0752    0.799    0.799     3.72       59        0        0 
-2001        5       26     5.43     5.43   0.0521   0.0521    0.588    0.588     3.72       59        0        0 
-2001        5       27     5.04     5.04   0.0484   0.0484    0.474    0.474     3.72       59        0        0 
-2001        5       28     4.02     4.02   0.0386   0.0386     0.48     0.48     3.72       59        0        0 
-2001        5       29     8.51     8.51   0.0817   0.0817    0.825    0.825     3.72       59        0        0 
-2001        5       30     5.08     5.08   0.0488   0.0488    0.527    0.527     3.72       59        0        0 
-2001        5       31        9        9   0.0864   0.0864    0.813    0.813     3.72       59        0        0 
-2001        6        1     4.08     4.08   0.0391   0.0391    0.369    0.369     3.72       59        0        0 
-2001        6        2     3.08     3.08   0.0296   0.0296    0.282    0.282     3.71     59.2        0        0 
-2001        6        3     6.34     6.34   0.0609   0.0609    0.626    0.626     3.71     59.2        0        0 
-2001        6        4     5.73     5.73    0.055    0.055    0.522    0.522     3.71     59.2        0        0 
-2001        6        5     7.67     7.67   0.0736   0.0736    0.736    0.736     3.71     59.2        0        0 
-2001        6        6     5.75     5.75   0.0552   0.0552    0.528    0.528     3.71     59.2        0        0 
-2001        6        7     3.06     3.06   0.0293   0.0293    0.276    0.276     3.71     59.2        0        0 
-2001        6        8     8.02     8.02    0.077    0.077    0.727    0.727     3.71     59.2        0        0 
-2001        6        9     6.54     6.54   0.0628   0.0628    0.595    0.595     3.71     59.2        0        0 
-2001        6       10      6.9      6.9   0.0662   0.0662    0.622    0.622     3.71     59.2        0        0 
-2001        6       11     9.72     9.72   0.0933   0.0933    0.878    0.878     3.71     59.2        0        0 
-2001        6       12     7.11     7.11   0.0682   0.0682    0.638    0.638     3.72     59.2        0        0 
-2001        6       13     6.36     6.36   0.0611   0.0611    0.578    0.578     3.72     59.2        0        0 
-2001        6       14     7.54     7.54   0.0724   0.0724    0.745    0.745     3.72     59.2        0        0 
-2001        6       15     5.52     5.52    0.053    0.053    0.564    0.564     3.72     59.2        0        0 
-2001        6       16     6.36     6.36    0.061    0.061    0.571    0.571     3.72     59.2        0        0 
-2001        6       17     4.44     4.44   0.0426   0.0426    0.386    0.386     3.72     59.2        0        0 
-2001        6       18     3.14     3.14   0.0301   0.0301    0.283    0.283     3.72     59.2        0        0 
-2001        6       19     8.99     8.99   0.0863   0.0863    0.822    0.822     3.72     59.2        0        0 
-2001        6       20     6.89     6.89   0.0662   0.0662    0.725    0.725     3.72     59.2        0        0 
-2001        6       21     8.41     8.41   0.0807   0.0807    0.762    0.762     3.72     59.2        0        0 
-2001        6       22     5.98     5.98   0.0574   0.0574    0.535    0.535     3.72     59.2        0        0 
-2001        6       23     7.29     7.29     0.07     0.07    0.694    0.694     3.72     59.2        0        0 
-2001        6       24     3.69     3.69   0.0354   0.0354    0.534    0.534     3.72     59.2        0        0 
-2001        6       25     4.76     4.76   0.0457   0.0457    0.724    0.724     3.72     59.2        0        0 
-2001        6       26        0        0        0        0    0.644    0.644     3.72     59.2        0        0 
-2001        6       27     2.81     2.81   0.0269   0.0269    0.323    0.323     3.72     59.2        0        0 
-2001        6       28     6.45     6.45   0.0619   0.0619    0.659    0.659     3.72     59.2        0        0 
-2001        6       29     4.69     4.69    0.045    0.045    0.557    0.557     3.72     59.2        0        0 
-2001        6       30     5.27     5.27   0.0506   0.0506    0.593    0.593     3.72     59.2        0        0 
-2001        7        1     7.65     7.65   0.0734   0.0734    0.787    0.787     3.73     59.2        0        0 
-2001        7        2     3.47     3.47   0.0333   0.0333    0.368    0.368     3.71     59.3        0        0 
-2001        7        3     4.07     4.07   0.0391   0.0391    0.773    0.773     3.72     59.3        0        0 
-2001        7        4        0        0        0        0    0.639    0.639     3.72     59.3        0        0 
-2001        7        5        0        0        0        0    0.542    0.542     3.72     59.3        0        0 
-2001        7        6     1.37     1.37   0.0132   0.0132    0.506    0.506     3.72     59.3        0        0 
-2001        7        7     4.48     4.48    0.043    0.043    0.481    0.481     3.72     59.3        0        0 
-2001        7        8     1.09     1.09   0.0105   0.0105   0.0961   0.0961     3.71     59.3        0        0 
-2001        7        9        4        4   0.0384   0.0384    0.374    0.374     3.71     59.3        0        0 
-2001        7       10      4.6      4.6   0.0442   0.0442    0.458    0.458     3.71     59.3        0        0 
-2001        7       11      6.3      6.3   0.0604   0.0604    0.586    0.586     3.71     59.3        0        0 
-2001        7       12     5.34     5.34   0.0513   0.0513    0.479    0.479     3.71     59.3        0        0 
-2001        7       13     6.66     6.66   0.0639   0.0639    0.615    0.615     3.71     59.3        0        0 
-2001        7       14     2.71     2.71    0.026    0.026    0.237    0.237     3.71     59.3        0        0 
-2001        7       15     6.14     6.14   0.0589   0.0589    0.547    0.547     3.71     59.3        0        0 
-2001        7       16     6.45     6.45   0.0619   0.0619    0.608    0.608     3.71     59.3        0        0 
-2001        7       17     6.84     6.84   0.0656   0.0656    0.684    0.684     3.71     59.3        0        0 
-2001        7       18     4.65     4.65   0.0447   0.0447    0.405    0.405     3.71     59.3        0        0 
-2001        7       19     5.24     5.24   0.0503   0.0503    0.459    0.459     3.71     59.3        0        0 
-2001        7       20      4.6      4.6   0.0441   0.0441    0.405    0.405     3.71     59.3        0        0 
-2001        7       21     2.92     2.92    0.028    0.028    0.257    0.257     3.71     59.3        0        0 
-2001        7       22     5.23     5.23   0.0502   0.0502    0.616    0.616     3.71     59.3        0        0 
-2001        7       23     4.79     4.79    0.046    0.046    0.497    0.497     3.71     59.3        0        0 
-2001        7       24     6.39     6.39   0.0614   0.0614    0.801    0.801     3.71     59.3        0        0 
-2001        7       25     5.11     5.11   0.0491   0.0491    0.738    0.738     3.71     59.3        0        0 
-2001        7       26     2.04     2.04   0.0196   0.0196     0.63     0.63     3.71     59.3        0        0 
-2001        7       27     1.46     1.46    0.014    0.014    0.605    0.605     3.71     59.3        0        0 
-2001        7       28     4.99     4.99   0.0479   0.0479    0.751    0.751     3.71     59.3        0        0 
-2001        7       29      4.1      4.1   0.0393   0.0393    0.681    0.681     3.72     59.3        0        0 
-2001        7       30      1.2      1.2   0.0115   0.0115    0.589    0.589     3.72     59.3        0        0 
-2001        7       31     5.42     5.42   0.0521   0.0521    0.634    0.634     3.72     59.3        0        0 
-2001        8        1     6.62     6.62   0.0636   0.0636    0.665    0.665     3.72     59.3        0        0 
-2001        8        2     3.64     3.64    0.035    0.035    0.488    0.488     3.71     59.5        0        0 
-2001        8        3     4.18     4.18   0.0401   0.0401    0.438    0.438     3.71     59.5        0        0 
-2001        8        4     5.41     5.41   0.0519   0.0519    0.509    0.509     3.71     59.5        0        0 
-2001        8        5     6.38     6.38   0.0612   0.0612    0.587    0.587     3.71     59.5        0        0 
-2001        8        6     3.37     3.37   0.0323   0.0323    0.318    0.318     3.71     59.5        0        0 
-2001        8        7     3.17     3.17   0.0304   0.0304    0.292    0.292     3.71     59.5        0        0 
-2001        8        8     6.18     6.18   0.0593   0.0593    0.576    0.576     3.71     59.5        0        0 
-2001        8        9     4.88     4.88   0.0469   0.0469    0.433    0.433     3.71     59.5        0        0 
-2001        8       10     5.76     5.76   0.0553   0.0553    0.509    0.509     3.71     59.5        0        0 
-2001        8       11     6.88     6.88    0.066    0.066    0.648    0.648     3.71     59.5        0        0 
-2001        8       12     2.86     2.86   0.0274   0.0274    0.296    0.296     3.71     59.5        0        0 
-2001        8       13     2.75     2.75   0.0264   0.0264    0.324    0.324     3.71     59.5        0        0 
-2001        8       14        0        0        0        0    0.586    0.586     3.71     59.5        0        0 
-2001        8       15        0        0        0        0    0.495    0.495     3.71     59.5        0        0 
-2001        8       16     3.22     3.22   0.0309   0.0309    0.404    0.404     3.71     59.5        0        0 
-2001        8       17     5.49     5.49   0.0527   0.0527    0.582    0.582     3.71     59.5        0        0 
-2001        8       18     4.08     4.08   0.0391   0.0391    0.608    0.608     3.71     59.5        0        0 
-2001        8       19     4.58     4.58   0.0439   0.0439    0.485    0.485     3.71     59.5        0        0 
-2001        8       20     4.12     4.12   0.0396   0.0396    0.415    0.415     3.71     59.5        0        0 
-2001        8       21      4.5      4.5   0.0432   0.0432    0.588    0.588     3.71     59.5        0        0 
-2001        8       22     2.92     2.92   0.0281   0.0281    0.581    0.581     3.71     59.5        0        0 
-2001        8       23        0        0        0        0    0.436    0.436     3.71     59.5        0        0 
-2001        8       24        0        0        0        0     0.45     0.45     3.71     59.5        0        0 
-2001        8       25        0        0        0        0     0.44     0.44     3.71     59.5        0        0 
-2001        8       26        0        0        0        0    0.395    0.395     3.71     59.5        0        0 
-2001        8       27     6.38     6.38   0.0612   0.0612    0.603    0.603     3.71     59.5        0        0 
-2001        8       28     6.45     6.45   0.0619   0.0619    0.601    0.601     3.71     59.5        0        0 
-2001        8       29     6.39     6.39   0.0613   0.0613    0.605    0.605     3.71     59.5        0        0 
-2001        8       30     2.32     2.32   0.0223   0.0223    0.203    0.203     3.71     59.5        0        0 
-2001        8       31     4.78     4.78   0.0459   0.0459    0.418    0.418     3.71     59.5        0        0 
-2001        9        1     5.83     5.83    0.056    0.056    0.528    0.528     3.71     59.5        0        0 
-2001        9        2     1.64     1.64   0.0158   0.0158    0.142    0.142      3.7     59.6        0        0 
-2001        9        3     2.44     2.44   0.0234   0.0234    0.214    0.214     3.69     59.6        0        0 
-2001        9        4     4.96     4.96   0.0476   0.0476    0.432    0.432     3.69     59.6        0        0 
-2001        9        5     3.71     3.71   0.0356   0.0356    0.329    0.329     3.69     59.6        0        0 
-2001        9        6     4.85     4.85   0.0465   0.0465     0.43     0.43     3.69     59.6        0        0 
-2001        9        7     2.36     2.36   0.0227   0.0227     0.21     0.21     3.69     59.6        0        0 
-2001        9        8     4.16     4.16     0.04     0.04    0.371    0.371     3.69     59.6        0        0 
-2001        9        9     2.46     2.46   0.0236   0.0236    0.226    0.226     3.69     59.6        0        0 
-2001        9       10     5.17     5.17   0.0496   0.0496    0.461    0.461     3.69     59.6        0        0 
-2001        9       11     3.55     3.55    0.034    0.034    0.313    0.313     3.69     59.6        0        0 
-2001        9       12     2.41     2.41   0.0231   0.0231    0.212    0.212     3.69     59.6        0        0 
-2001        9       13     3.92     3.92   0.0376   0.0376    0.345    0.345     3.68     59.6        0        0 
-2001        9       14     4.94     4.94   0.0474   0.0474    0.435    0.435     3.68     59.6        0        0 
-2001        9       15     3.53     3.53   0.0339   0.0339    0.313    0.313     3.68     59.6        0        0 
-2001        9       16     3.84     3.84   0.0369   0.0369    0.356    0.356     3.68     59.6        0        0 
-2001        9       17      4.6      4.6   0.0441   0.0441    0.412    0.412     3.68     59.6        0        0 
-2001        9       18     4.05     4.05   0.0388   0.0388    0.363    0.363     3.68     59.6        0        0 
-2001        9       19    0.545    0.545  0.00523  0.00523   0.0497   0.0497     3.68     59.6        0        0 
-2001        9       20     4.17     4.17     0.04     0.04    0.364    0.364     3.68     59.6        0        0 
-2001        9       21     5.26     5.26   0.0505   0.0505    0.462    0.462     3.68     59.6        0        0 
-2001        9       22     4.75     4.75   0.0456   0.0456    0.421    0.421     3.68     59.6        0        0 
-2001        9       23     2.72     2.72   0.0261   0.0261     0.24     0.24     3.68     59.6        0        0 
-2001        9       24     4.37     4.37    0.042    0.042    0.383    0.383     3.67     59.6        0        0 
-2001        9       25     4.44     4.44   0.0427   0.0427    0.393    0.393     3.67     59.6        0        0 
-2001        9       26     3.83     3.83   0.0368   0.0368    0.336    0.336     3.67     59.6        0        0 
-2001        9       27     2.38     2.38   0.0229   0.0229    0.209    0.209     3.67     59.6        0        0 
-2001        9       28        5        5    0.048    0.048    0.454    0.454     3.67     59.6        0        0 
-2001        9       29        3        3   0.0288   0.0288    0.261    0.261     3.67     59.6        0        0 
-2001        9       30     4.39     4.39   0.0422   0.0422    0.392    0.392     3.67     59.6        0        0 
-2001       10        1    0.841    0.841  0.00808  0.00808   0.0754   0.0754     3.67     59.6        0        0 
-2001       10        2     1.24     1.24   0.0119   0.0119    0.118    0.118     3.66     59.7        0        0 
-2001       10        3     3.67     3.67   0.0352   0.0352    0.325    0.325     3.66     59.7        0        0 
-2001       10        4      4.6      4.6   0.0442   0.0442    0.405    0.405     3.66     59.7        0        0 
-2001       10        5     4.97     4.97   0.0477   0.0477     0.44     0.44     3.66     59.7        0        0 
-2001       10        6     2.84     2.84   0.0272   0.0272    0.252    0.252     3.65     59.7        0        0 
-2001       10        7     3.51     3.51   0.0337   0.0337    0.314    0.314     3.65     59.7        0        0 
-2001       10        8     3.12     3.12   0.0299   0.0299    0.278    0.278     3.65     59.7        0        0 
-2001       10        9     2.42     2.42   0.0232   0.0232    0.213    0.213     3.65     59.7        0        0 
-2001       10       10     3.87     3.87   0.0372   0.0372    0.342    0.342     3.65     59.7        0        0 
-2001       10       11     2.92     2.92    0.028    0.028     0.26     0.26     3.65     59.7        0        0 
-2001       10       12     4.11     4.11   0.0395   0.0395    0.373    0.373     3.65     59.7        0        0 
-2001       10       13     2.88     2.88   0.0276   0.0276    0.298    0.298     3.64     59.7        0        0 
-2001       10       14     2.12     2.12   0.0203   0.0203    0.191    0.191     3.64     59.7        0        0 
