daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 1, 1, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)



-YEAR      MONTH        DAY        GPP        NPP         ET        LAI

-2001          1          1   0.471516 0.00239491  0.0332939    4.52164
-2001          1          2    1.02731 0.00682798  0.0588956    3.45341
-2001          1          3    1.19151 0.00791935  0.0800783    3.45165
-2001          1          4   0.386272 0.00256734  0.0261178    3.44955
-2001          1          5   0.322896 0.00214612  0.0202422      3.447
-2001          1          6   0.994287  0.0066085  0.0727121    3.44508
-2001          1          7   0.558969 0.00371517  0.0440473    3.44315
-2001          1          8   0.626152  0.0041617  0.0576054    3.44156
-2001          1          9    0.53715 0.00357015  0.0486785     3.4399
-2001          1         10   0.377885  0.0025116  0.0502312    3.43875
-2001          1         11   0.475502 0.00316041  0.0617709    3.43758
-2001          1         12    1.32182 0.00878542    0.16934    3.43672
-2001          1         13    1.01873 0.00677093   0.175832    3.43609
-2001          1         14   0.558614 0.00371281   0.112749    3.43544
-2001          1         15   0.648257 0.00430862   0.182275    3.43507
-2001          1         16    0.64809 0.00430751    0.17592    3.43467
-2001          1         17   0.157841 0.00104908   0.115699    3.43449
-2001          1         18  0.0938553 0.000623806  0.0444383    3.43416
-2001          1         19   0.361617 0.00240348  0.0729278    3.43343
-2001          1         20   0.308578 0.00205095  0.0690845    3.43277
-2001          1         21   0.348305   0.002315  0.0805032    3.43215
-2001          1         22   0.745092 0.00495223   0.054566    3.43002
-2001          1         23     1.7351  0.0115323    0.10362    3.42771
-2001          1         24    1.86026  0.0123642   0.106037    3.42525
-2001          1         25   0.908713 0.00603973  0.0648901    3.42307
-2001          1         26   0.737118 0.00489923   0.055925    3.42097
-2001          1         27   0.605453 0.00402412  0.0518254    3.41904
-2001          1         28    2.34441   0.015582   0.200943     3.4178
-2001          1         29   0.931885 0.00619374  0.0878696     3.4162
-2001          1         30   0.707259 0.00470077  0.0742004    3.41472
-2001          1         31   0.876193 0.00582358   0.123994    3.41376
-2001          2          1   0.170522 0.00113337  0.0697099    3.41337
-2001          2          2    0.21113 0.00140363   0.047197    3.41176
-2001          2          3   0.465534 0.00309495  0.0350042    3.40944
-2001          2          4   0.758687 0.00504387  0.0481538    3.40673
-2001          2          5    1.25387 0.00833594  0.0744178    3.40397
-2001          2          6    1.44633 0.00961541  0.0802384    3.40101
-2001          2          7    3.42479  0.0227686   0.195353    3.39896
-2001          2          8    1.59852  0.0106272  0.0937172    3.39625
-2001          2          9    3.19384  0.0212331   0.255991    3.39508
-2001          2         10    3.09868  0.0206005   0.267254    3.39406
-2001          2         11    1.58797  0.0105571  0.0904767    3.39127
-2001          2         12    2.28479  0.0151897   0.127235    3.38866
-2001          2         13    3.13345  0.0208317   0.217763    3.38711
-2001          2         14    2.85927  0.0190089   0.247063    3.38601
-2001          2         15    5.15093  0.0342442   0.312796     3.3848
-2001          2         16    1.06373 0.00707183  0.0907729    3.38296
-2001          2         17    1.30319 0.00866381   0.111116     3.3812
-2001          2         18    2.06043  0.0136981   0.170452    3.37967
-2001          2         19    2.05708  0.0136758   0.169089    3.37813
-2001          2         20    2.74644  0.0182588   0.210553     3.3767
-2001          2         21   0.909838 0.00604875  0.0642682    3.37433
-2001          2         22    3.15131  0.0209504    0.23398    3.37297
-2001          2         23    2.86792  0.0190664   0.268472    3.37205
-2001          2         24    1.22352 0.00813415   0.375645    3.37191
