daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 1, 1, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY        GPP        NPP         ET        LAI       F_SW      F_PSI        F_T      F_VPD

-2003          8          4          0          0   0.580335    3.54202          1          1           0    0.594818
-2003          8          5          0          0    0.50948    3.54202          1          1           0    0.532858
-2003          8          6          0          0   0.423379    3.54202          1          1           0    0.443525
-2003          8          7          0          0   0.464454    3.54202          1          1           0    0.538213
-2003          8          8          0          0   0.697666    3.54202          1          1           0    0.760332
-2003          8          9          0          0   0.634518    3.54202          1          1           0    0.726149
-2003          8         10          0          0   0.558304    3.54202          1          1           0      0.5613
-2003          8         11          0          0   0.437229    3.54202          1          1           0    0.470952
-2003          8         12          0          0   0.484291    3.54202          1          1           0    0.514788
-2003          8         13          0          0   0.626572    3.54202          1          1           0    0.733814
-2003          8         14    10.0086  0.0508356   0.658073    3.54283          1          1    0.835316    0.744159
-2003          8         15    8.37475  0.0425368   0.570588    3.54313          1          1    0.810312    0.718924
-2003          8         16    7.87289  0.0399877   0.544798    3.54327          1          1     0.80436    0.679091
-2003          8         17    2.62924  0.0133544   0.169643    3.54136          1          1     0.85182    0.751638
-2003          8         18    3.60221  0.0182963   0.240731    3.53998          1          1    0.801018    0.875903
-2003          8         19    6.84433  0.0347635   0.474718    3.53978          1          1    0.794956    0.727239
-2003          8         20    6.40157  0.0325146   0.445033    3.53942          1          1    0.798645     0.69385
-2003          8         21    7.89114  0.0400804   0.532078    3.53951          1          1    0.820659    0.709283
-2003          8         22    2.93982  0.0149318   0.199591    3.53788          1          1    0.802858    0.790176
-2003          8         23    3.34363  0.0169829   0.246284    3.53663          1          1    0.736203    0.813833
-2003          8         24    8.34853  0.0424036   0.504789    3.53661          1          1    0.904059    0.770666
-2003          8         25    6.16477  0.0313119   0.446035    3.53627          1          1    0.764167    0.715338
-2003          8         26    6.61077  0.0335772   0.504984    3.53627          1          1    0.713078    0.788203
-2003          8         27    6.20093  0.0314956   0.364805    3.53541          1          1    0.925755    0.790571
-2003          8         28    5.42919  0.0275758    0.30633    3.53418          1          1    0.953287    0.853423
-2003          8         29       4.51  0.0229071   0.241662     3.5325          1          1    0.987899    0.933793
-2003          8         30    10.4631  0.0531437   0.586281    3.53304          1          1    0.965648    0.822423
-2003          8         31    7.97021  0.0404821   0.427465    3.53257          1          1    0.999521    0.869793
-2003          9          1    7.41379  0.0376559   0.400446    3.53192          1          1    0.996569    0.849591
-2003          9          2    6.70609  0.0340614   0.370771    3.53104          1          1    0.984732    0.793739
-2003          9          3    9.46216  0.0480599   0.544337    3.53127          1          1    0.951423    0.766056
-2003          9          4    8.82768  0.0448373   0.564573    3.53158          1          1    0.861362    0.733814
-2003          9          5    5.24415  0.0266359   0.383322    3.53092          1          1    0.762467    0.679091
-2003          9          6    4.33236  0.0220048   0.277793    3.52965          1          1    0.848193    0.800915
-2003          9          7    7.18933  0.0365158   0.408218    3.52906          1          1     0.95083    0.835688
-2003          9          8    5.76716  0.0292924   0.326924    3.52795          1          1    0.957163    0.812207
-2003          9          9    7.41337  0.0376538   0.420686    3.52744          1          1    0.952301     0.83152
-2003          9         10    1.71675 0.00871967  0.0908745    3.52473          1          1    0.998874    0.944594
-2003          9         11    10.0053  0.0508184   0.559221     3.5251          1          1    0.970428    0.813426
-2003          9         12    3.20253  0.0162662   0.176435    3.52303          1          1    0.967921    0.902127
-2003          9         13    10.0095  0.0508401   0.569334    3.52344          1          1    0.958999    0.785842
-2003          9         14    8.98046  0.0456133   0.535264    3.52359          1          1    0.925805    0.728695
-2003          9         15    6.43759  0.0326976   0.469876    3.52339          1          1    0.756981    0.722889
-2003          9         16     5.3761  0.0273061   0.423726    3.52299          1          1    0.700738    0.725423
-2003          9         17    4.72607  0.0240045   0.439606     3.5227          1          1    0.599026    0.682154
-2003          9         18    2.20103  0.0111794   0.425448    3.52252          1          1    0.290413    0.646295
-2003          9         19    2.09959  0.0106642   0.432422    3.52238          1          1    0.269557    0.700122
-2003          9         20          0          0   0.403374    3.52238          1          1           0    0.654751
-2003          9         21          0          0   0.369162    3.52238          1          1           0    0.621574
-2003          9         22    4.46389  0.0226728   0.374159    3.52177          1          1    0.665794    0.675704
-2003          9         23    7.08116  0.0359664   0.383053    3.52101          1          1    0.995137    0.853423
-2003          9         24    6.23751  0.0316814   0.340275    3.51993          1          1    0.998698    0.794534
-2003          9         25    8.30326  0.0421737   0.458421    3.51962          1          1    0.992462     0.76529
-2003          9         26    6.07363   0.030849   0.330483    3.51849          1          1    0.997414     0.81424
-2003          9         27    5.10486  0.0259284   0.285198    3.51707          1          1    0.980774    0.768358
-2003          9         28    2.35754  0.0119743   0.127518     3.5146          1          1    0.998544    0.845354
-2003          9         29    2.28899  0.0116262   0.123873     3.5121          1          1    0.999961    0.837361
-2003          9         30     4.1576  0.0211172   0.229956     3.5103          1          1    0.992041    0.765673
-2003         10          1    4.28827  0.0217808   0.233941    3.50857          1          1    0.987713    0.855132
-2003         10          2    6.42253  0.0326211   0.353128    3.50763          1          1    0.979722    0.855559
-2003         10          3    6.41446  0.0325802   0.352104    3.50669          1          1    0.981998     0.85257
-2003         10          4    5.97955  0.0303712   0.329133    3.50555          1          1    0.992773    0.785449
-2003         10          5    6.08638  0.0309137   0.347998     3.5046          1          1    0.948269    0.824482
-2003         10          6    2.74522  0.0139434   0.154267    3.50239          1          1    0.965139    0.828201
-2003         10          7    3.89071  0.0197616   0.226982     3.5007          1          1    0.935247    0.796921
-2003         10          8    2.37653  0.0120708   0.129022    3.49825          1          1    0.999018    0.831104
-2003         10          9    2.30624  0.0117138   0.124851    3.49578          1          1    0.999656    0.842822
-2003         10         10    1.81199 0.00920342  0.0996658    3.49316          1          1    0.989173     0.82078
-2003         10         11    3.35159  0.0170233   0.182803     3.4911          1          1    0.990909    0.848318
-2003         10         12    6.99551  0.0355314   0.381907    3.49036          1          1    0.986386    0.864158
-2003         10         13    5.69089   0.028905   0.313557     3.4892          1          1    0.974799    0.878095
-2003         10         14    6.89485  0.0350201    0.37776    3.48846          1          1      0.9766    0.897179
-2003         10         15    7.20732  0.0366072   0.411661    3.48797          1          1    0.935152    0.906196
-2003         10         16    7.13152  0.0362222   0.401658    3.48742          1          1     0.94662    0.915761
-2003         10         17    6.83767  0.0347297    0.39718    3.48686          1          1    0.917809    0.916219
-2003         10         18    6.24512    0.03172   0.368518    3.48614          1          1    0.902219    0.923578
-2003         10         19    5.13688  0.0260911   0.320322    3.48519          1          1    0.850165    0.945539
-2003         10         20    3.13402  0.0159182   0.192903    3.48349          1          1    0.857842    0.966572
-2003         10         21    2.40731  0.0122271    0.15772    3.48171          1          1    0.805261    0.971416
-2003         10         22    4.77215  0.0242386   0.302985    3.48069          1          1    0.833749    0.955042
-2003         10         23    3.84633  0.0195362    0.30274    3.47986          1          1    0.673109    0.951229
-2003         10         24    1.78763 0.00907967   0.154094    3.47849          1          1    0.611754     0.97531
-2003         10         25     2.7841  0.0141409   0.176891    3.47675          1          1    0.834801    0.946958
-2003         10         26    2.59267  0.0131686   0.164241    3.47495          1          1    0.834034    0.967055
-2003         10         27    4.51365  0.0229256   0.335207    3.47423          1          1    0.714582    0.945067
-2003         10         28    4.51142  0.0229143   0.297119     3.4732          1          1    0.806302    0.942236
-2003         10         29    4.49423   0.022827    0.28469    3.47207          1          1    0.840084    0.931928
-2003         10         30    1.40622 0.00714242  0.0860142    3.46973          1          1    0.866642     0.95361
-2003         10         31    1.72136 0.00874306  0.0978435    3.46729          1          1    0.931805     0.95839
-2003         11          1    1.00715 0.00511549  0.0578744    3.46464          1          1    0.921901    0.959349
-2003         11          2     1.8661 0.00947822   0.102203    3.46213          1          1    0.970231    0.944594
-2003         11          3    2.61162  0.0132649    0.14044    3.45982          1          1    0.994492    0.913474
-2003         11          4    1.52821 0.00776205   0.087098    3.45733          1          1     0.93013     0.95839
-2003         11          5    4.65938  0.0236658   0.249154    3.45575          1          1    0.996916    0.930066
-2003         11          6    4.59322  0.0233297   0.249894     3.4542          1          1    0.983123    0.913931
-2003         11          7    4.20785  0.0213724   0.250703    3.45279          1          1    0.894904    0.930531
-2003         11          8    3.41557  0.0173483   0.209857     3.4512          1          1    0.866896    0.936599
-2003         11          9    3.08421  0.0156652   0.176345    3.44926          1          1     0.93572    0.915303
-2003         11         10    3.21417  0.0163253   0.173492    3.44718          1          1    0.991806    0.913018
-2003         11         11    3.54895  0.0180257   0.212663    3.44557          1          1    0.886204    0.954087
-2003         11         12    1.30382 0.00662232  0.0776792    3.44315          1          1    0.889182    0.967539
-2003         11         13    3.38252  0.0171804    0.18348    3.44116          1          1    0.984787    0.926353
-2003         11         14    0.73001 0.00370784  0.0433961    3.43851          1          1    0.897493    0.938474
-2003         11         15     2.8493  0.0144721   0.160312    3.43645          1          1    0.948537    0.933327
-2003         11         16   0.449672 0.00228396  0.0301382    3.43405          1          1    0.789242     0.97824
-2003         11         17     1.5725   0.007987   0.095975     3.4318          1          1    0.868822    0.967539
-2003         11         18     0.3223 0.00163702  0.0174917    3.42874          1          1    0.979288    0.962232
-2003         11         19   0.933768 0.00474277  0.0504804     3.4259          1          1    0.981137    0.968991
-2003         11         20   0.332531 0.00168898  0.0188076    3.42298          1          1    0.936564    0.976286
-2003         11         21    1.34674  0.0068403   0.075647     3.4204          1          1    0.947849    0.953134
-2003         11         22    1.67209 0.00849282  0.0896842    3.41778          1          1    0.997641    0.929601
-2003         11         23       1.13 0.00573947  0.0605806    3.41496          1          1    0.999482     0.92589
-2003         11         24   0.496659 0.00252262  0.0275741    3.41206          1          1    0.953768     0.98167
-2003         11         25    1.61196  0.0081874  0.0984118    3.40984          1          1    0.869817     0.96996
-2003         11         26    1.48681 0.00755178  0.0835244    3.40731          1          1    0.950489    0.944594
-2003         11         27     1.7544 0.00891088   0.112918    3.40529          1          1    0.823524    0.981179
-2003         11         28    1.25907 0.00639504   0.104562     3.4037          1          1    0.637272    0.989555
-2003         11         29    1.37732 0.00699566   0.114741    3.40214          1          1    0.638599     0.96464
-2003         11         30   0.526179 0.00267255  0.0326365    3.39958          1          1    0.856498    0.972875
-2003         12          1     1.3843  0.0070311  0.0752979    3.39693          1          1     0.97955    0.959349
-2003         12          2    1.24306 0.00631371  0.0728555    3.39447          1          1    0.906472    0.974335
-2003         12          3   0.733823 0.00372721  0.0516611    3.39232          1          1    0.752515    0.988566
-2003         12          4   0.219555 0.00111516  0.0180426    3.39032          1          1    0.646713     0.97531
-2003         12          5    0.24919 0.00126568  0.0238563    3.38863          1          1    0.556694     0.96464
-2003         12          6    1.22876  0.0062411  0.0947369    3.38685          1          1    0.693422    0.947432
-2003         12          7   0.978054  0.0049677   0.166094     3.3862          1          1    0.313246    0.972388
-2003         12          8    1.23505 0.00627302   0.155471     3.3853          1          1    0.422691    0.971416
-2003         12          9    1.16135 0.00589869   0.145006    3.38435          1          1    0.426439    0.968507
-2003         12         10    1.13026 0.00574076   0.136751    3.38336          1          1    0.439557    0.974822
-2003         12         11   0.801557 0.00407125  0.0605594    3.38139          1          1    0.703779    0.976286
-2003         12         12   0.366113 0.00185955  0.0231279    3.37884          1          1    0.839711    0.986591
-2003         12         13    2.08846  0.0106077   0.113432    3.37647          1          1    0.978111    0.982652
-2003         12         14    2.08593  0.0105948    0.12633    3.37441          1          1    0.882357    0.954565
-2003         12         15     1.2253 0.00622352   0.102326    3.37281          1          1    0.640053    0.954565
-2003         12         16   0.936353  0.0047559  0.0803563    3.37117          1          1    0.621183    0.968507
-2003         12         17    1.09393 0.00555628  0.0786831    3.36917          1          1    0.750906    0.906649
-2003         12         18   0.996156 0.00505965  0.0756943    3.36726          1          1     0.71511    0.878974
-2003         12         19   0.956573  0.0048586  0.0769958    3.36546          1          1    0.672543    0.897628
-2003         12         20    1.52853 0.00776368  0.0906515     3.3631          1          1    0.916769    0.876341
-2003         12         21    1.26725 0.00643656  0.0876334    3.36105          1          1    0.789031    0.860708
-2003         12         22   0.808131 0.00410463  0.0810312    3.35963          1          1    0.539344    0.904837
-2003         12         23   0.705058 0.00358111  0.0790131    3.35836          1          1    0.480435    0.926816
-2003         12         24    1.30975 0.00665246   0.104137    3.35668          1          1    0.676703    0.929601
-2003         12         25    1.33511 0.00678124  0.0859136    3.35449          1          1    0.842407    0.894939
-2003         12         26    1.19931 0.00609151  0.0748288    3.35216          1          1    0.873462    0.871534
-2003         12         27    1.39851 0.00710328  0.0885632    3.34993          1          1    0.864095    0.851718
-2003         12         28    1.37569 0.00698737  0.0895148    3.34778          1          1    0.835585     0.88338
-2003         12         29   0.815063 0.00413984  0.0802479    3.34633          1          1    0.551214    0.894044
-2003         12         30   0.836533 0.00424889  0.0777488    3.34479          1          1    0.582255    0.908464
-2003         12         31   0.843027 0.00428188   0.103719    3.34371          1          1    0.438297    0.924964

-YEAR      MONTH        DAY        GPP        NPP         ET        LAI       F_SW      F_PSI        F_T      F_VPD

-2004          1          1   0.268049 0.00136147  0.0203344    3.34159          1          1    0.702313    0.993521
-2004          1          2   0.279437 0.00141931  0.0226133    3.33961          1          1    0.658407    0.994515
-2004          1          3   0.225235 0.00114401  0.0189031    3.33769          1          1    0.634093       0.999
-2004          1          4   0.225194  0.0011438   0.018903    3.33577          1          1    0.634093       0.999
-2004          1          5   0.179156 0.000909966   0.018903    3.33424          1          1    0.504552       0.999
-2004          1          6   0.182751 0.000928223  0.0135483    3.33204          1          1    0.718871    0.993521
-2004          1          7   0.430325  0.0021857  0.0286977    3.32968          1          1    0.799185    0.997005
-2004          1          8   0.269841 0.00137057  0.0192823    3.32742          1          1    0.749643    0.974335
-2004          1          9   0.874869 0.00444361  0.0588739    3.32524          1          1    0.794488    0.981179
-2004          1         10   0.850645 0.00432057  0.0588424    3.32312          1          1    0.772649    0.981179
-2004          1         11   0.828408 0.00420762  0.0566288    3.32095          1          1     0.78541     0.95839
-2004          1         12   0.698003 0.00354528  0.0474829    3.31871          1          1      0.7937    0.931462
-2004          1         13   0.762848 0.00387463  0.0474564    3.31627          1          1    0.867619    0.931462
-2004          1         14   0.471732 0.00239601  0.0351219    3.31419          1          1    0.717886    0.974822
-2004          1         15    1.38032 0.00701087   0.104996    3.31248          1          1    0.703487    0.967055
-2004          1         16   0.368484 0.00187159  0.0246898     3.3101          1          1    0.805067    0.935195
-2004          1         17   0.862533 0.00438095  0.0660437    3.30822          1          1    0.699411    0.960789
-2004          1         18    1.62536 0.00825549   0.170614    3.30722          1          1    0.508671    0.973361
-2004          1         19   0.254145 0.00129084  0.0171951    3.30486          1          1     0.78517    0.992528
-2004          1         20    1.15159 0.00584912  0.0776023     3.3028          1          1    0.790312    0.983635
-2004          1         21    1.49485 0.00759259   0.149545    3.30168          1          1    0.534722    0.959829
-2004          1         22   0.188346 0.00095664  0.0216219    3.30029          1          1    0.465406    0.968022
-2004          1         23   0.667628 0.00339099  0.0761223    3.29908          1          1    0.466623    0.985112
-2004          1         24   0.725298 0.00368391   0.058487    3.29728          1          1    0.660109     0.98167
-2004          1         25    1.98171  0.0100655   0.155237    3.29589          1          1      0.6788    0.986098
-2004          1         26   0.733818 0.00372719   0.104238    3.29499          1          1    0.373978    0.989555
-2004          1         27   0.672267 0.00341456  0.0963326    3.29408          1          1    0.370372    0.993521
-2004          1         28   0.844942 0.00429161   0.106925    3.29308          1          1    0.419552     0.99104
-2004          1         29    1.34226 0.00681759   0.155772    3.29213          1          1    0.461219    0.949329
-2004          1         30    1.28697 0.00653674   0.141459    3.29107          1          1    0.491234    0.904837
-2004          1         31   0.476325 0.00241934  0.0286846    3.28844          1          1    0.900051    0.900775
-2004          2          1     2.0878  0.0106043   0.117967     3.2862          1          1    0.964466    0.856843
-2004          2          2   0.520636  0.0026444   0.028835    3.28334          1          1    0.979359    0.894491
-2004          2          3    1.82216 0.00925508   0.101151     3.2809          1          1    0.999354    0.767206
-2004          2          4    1.46703  0.0074513  0.0835296    3.27838          1          1    0.984953    0.716412
-2004          2          5   0.262531 0.00133344   0.014422    3.27538          1          1    0.999339    0.864158
-2004          2          6    0.95218 0.00483628  0.0520895    3.27266          1          1    0.988841    0.890475
-2004          2          7    2.60626  0.0132376   0.159169    3.27085          1          1    0.890252    0.854277
-2004          2          8    1.51656 0.00770286   0.117638    3.26925          1          1    0.694865    0.898077
-2004          2          9    1.67279 0.00849641   0.145229    3.26795          1          1    0.617996    0.918972
-2004          2         10    1.40946 0.00715888   0.126221    3.26661          1          1    0.598126    0.926816
-2004          2         11   0.790772 0.00401647  0.0516092    3.26439          1          1    0.812264    0.977751
-2004          2         12    1.99591  0.0101376   0.143572    3.26283          1          1    0.740025    0.955042
-2004          2         13    1.45646 0.00739761  0.0929228    3.26079          1          1    0.835084    0.950279
-2004          2         14    2.02322  0.0102763   0.130304    3.25896          1          1    0.831589    0.921733
-2004          2         15    1.71467 0.00870908   0.116791    3.25717          1          1    0.781602    0.950754
-2004          2         16    3.05859  0.0155351   0.202636     3.2558          1          1    0.805198    0.938005
-2004          2         17   0.873894 0.00443865  0.0730219    3.25417          1          1    0.634158    0.971902
-2004          2         18    2.35368  0.0119547   0.172429    3.25279          1          1    0.726611    0.946958
-2004          2         19    2.09039  0.0106174   0.246073    3.25215          1          1    0.453294     0.93286
-2004          2         20    2.87379  0.0145964   0.342099    3.25182          1          1    0.448285    0.931462
-2004          2         21    1.00078 0.00508311   0.130474    3.25093          1          1    0.406843    0.963676
-2004          2         22    1.34465 0.00682969   0.126308    3.24967          1          1    0.567756    0.935663
-2004          2         23     2.7123  0.0137763   0.291862    3.24914          1          1    0.494686    0.942707
-2004          2         24    2.54158  0.0129091   0.243943    3.24836          1          1     0.55357    0.952181
-2004          2         25    1.24546  0.0063259   0.163066    3.24757          1          1    0.404083    0.973848
-2004          2         26    1.26456 0.00642292   0.172393    3.24684          1          1     0.38711    0.986098
-2004          2         27    1.76288 0.00895396   0.257648    3.24637          1          1     0.36051    0.994018
-2004          2         28    1.55728 0.00790968   0.208155    3.24573          1          1    0.394146    0.994018
-2004          3          1    3.84136  0.0195109   0.459744    3.24577          1          1    0.442348    0.968022
-2004          3          2    4.58887  0.0233077   0.370929    3.24542          1          1    0.655382     0.96464
-2004          3          3    5.04029  0.0256005   0.372111    3.24504          1          1    0.720071    0.946012
-2004          3          4    3.11295  0.0158112   0.200241    3.24362          1          1    0.831319    0.916219
-2004          3          5    2.45165  0.0124524    0.17134    3.24218          1          1    0.760738    0.945067
-2004          3          6    1.13092 0.00574412   0.107336    3.24089          1          1    0.555035    0.990545
-2004          3          7    3.10884  0.0157904   0.225522    3.23978          1          1    0.730038    0.962713
-2004          3          8    4.53502  0.0230342   0.394058    3.23954          1          1    0.614261    0.920351
-2004          3          9     2.3126  0.0117461   0.269286    3.23899          1          1    0.456036    0.947432
-2004          3         10   0.751288 0.00381592   0.109498    3.23815          1          1    0.362129    0.978729
-2004          3         11    2.61361   0.013275   0.268133    3.23751          1          1    0.519001    0.932394
-2004          3         12    1.95596 0.00993464   0.169561    3.23634          1          1    0.614826    0.927743
-2004          3         13    2.53282  0.0128646   0.151702    3.23451          1          1    0.896942    0.887364
-2004          3         14    5.78518  0.0293839   0.332088    3.23372          1          1    0.946744    0.822835
-2004          3         15    3.15872  0.0160437   0.173279    3.23184          1          1     0.99096    0.824894
-2004          3         16    3.86761  0.0196443   0.209644    3.23019          1          1    0.999993    0.836524
-2004          3         17    7.22044  0.0366738   0.400762    3.22979          1          1    0.986774    0.778411
-2004          3         18    3.42508  0.0173965   0.184841    3.22801          1          1    0.991619    0.900775
-2004          3         19    3.25495  0.0165324    0.18357    3.22629          1          1    0.951065    0.887808
-2004          3         20   0.729147 0.00370346  0.0401132    3.22359          1          1    0.972919    0.910738
-2004          3         21    4.56728   0.023198   0.268821    3.22244          1          1    0.921301    0.826546
-2004          3         22    5.32835  0.0270636   0.344438    3.22184          1          1    0.831392    0.870663
-2004          3         23    3.43691  0.0174566   0.253739     3.2209          1          1    0.717916    0.943178
-2004          3         24    4.32081  0.0219461   0.312698    3.22023          1          1    0.735757    0.918053
-2004          3         25    4.47617  0.0227353   0.329378    3.21962          1          1    0.733896    0.844087
-2004          3         26    4.50371  0.0228751   0.360442    3.21921          1          1    0.671161    0.871099
-2004          3         27     6.6697  0.0338765   0.442867    3.21914          1          1    0.818708    0.807752
-2004          3         28    8.01846  0.0407271   0.488351    3.21931          1          1    0.901868    0.753897
-2004          3         29     5.3482  0.0271644   0.307599    3.21836          1          1    0.949303    0.787415
-2004          3         30     8.8499  0.0449501   0.492317    3.21854          1          1    0.998868     0.69385
-2004          3         31    6.86921  0.0348899   0.416477    3.21819          1          1    0.934321    0.597799
-2004          4          1    6.18051  0.0313919   0.381876    3.21766          1          1    0.911773    0.625941
-2004          4          2    3.18043  0.0161539   0.175348    3.21578          1          1    0.998076    0.752014
-2004          4          3     4.5292  0.0230046   0.246394     3.2144          1          1    0.995149    0.829444
-2004          4          4    5.34223  0.0271341   0.302255    3.21338          1          1    0.974434    0.734181
-2004          4          5    3.83994  0.0195037   0.233045    3.21205          1          1    0.895679    0.807348
-2004          4          6    4.68799  0.0238111   0.304932    3.21122          1          1    0.835545    0.805333
-2004          4          7    5.53881  0.0281326   0.357502    3.21069          1          1    0.836419    0.838199
-2004          4          8    5.98097  0.0303784   0.392911    3.21037          1          1    0.820935    0.842822
-2004          4          9    4.14518  0.0210541   0.280466    3.20944          1          1    0.801357    0.816686
-2004          4         10    1.75029 0.00889002   0.126338    3.20781          1          1    0.747356    0.848742
-2004          4         11    3.65539  0.0185664   0.245088    3.20668          1          1    0.811465    0.798117
-2004          4         12    11.0752   0.056253   0.648223    3.20791          1          1    0.922463    0.831936
-2004          4         13     4.3267  0.0219761   0.247204    3.20664          1          1    0.936499     0.88338
-2004          4         14    8.74435   0.044414   0.484011    3.20684          1          1    0.982778    0.793739
-2004          4         15    9.44832  0.0479896   0.527298    3.20724          1          1    0.998024    0.671998
-2004          4         16    8.56271  0.0434915   0.498938    3.20743          1          1    0.964741    0.625941
-2004          4         17    7.46443  0.0379131   0.415367    3.20713          1          1    0.992327    0.718205
-2004          4         18    3.85696  0.0195902   0.229974    3.20581          1          1    0.897041    0.885148
-2004          4         19    5.11921  0.0260014   0.312197    3.20499          1          1    0.884349    0.839877
-2004          4         20    9.87755  0.0501697   0.552365    3.20564          1          1    0.970332     0.80493
-2004          4         21    6.90711  0.0350824    0.37739    3.20514          1          1    0.993323    0.806138
-2004          4         22    9.12622  0.0463536   0.493744    3.20543          1          1    0.998441    0.829029
-2004          4         23    11.8407  0.0601407   0.652762     3.2067          1          1    0.998875    0.728331
-2004          4         24    3.99113  0.0202716   0.221195    3.20519          1          1     0.97691    0.823246
-2004          4         25    11.2407  0.0570932   0.624839    3.20626          1          1    0.994448    0.708575
-2004          4         26    9.84115  0.0499849   0.572731    3.20692          1          1    0.960721    0.651811
-2004          4         27    7.30884  0.0371229   0.444651    3.20678          1          1    0.922575    0.634765
-2004          4         28    6.62947  0.0336722   0.389339    3.20633          1          1    0.941546    0.711415
-2004          4         29    6.94248   0.035262   0.378357    3.20583          1          1    0.998101    0.795329
-2004          4         30    7.71039  0.0391624   0.455443    3.20584          1          1    0.920689    0.794931
-2004          5          1       11.7  0.0594261   0.634312    3.20707          1          1    0.995386    0.834018
-2004          5          2    9.52952   0.048402   0.521093     3.2075          1          1    0.999546    0.769511
-2004          5          3    8.58283  0.0435936   0.467833    3.20759          1          1    0.997147    0.799315
-2004          5          4    5.95048  0.0302235   0.346998    3.20698          1          1    0.916787    0.886477
-2004          5          5    8.47065  0.0430239   0.483412    3.20719          1          1    0.943143    0.849591
-2004          5          6    8.57618  0.0435599   0.475438    3.20733          1          1    0.983101    0.785056
-2004          5          7    4.72391  0.0239935   0.269066     3.2062          1          1    0.939571    0.882056
-2004          5          8    3.69195   0.018752   0.207086    3.20465          1          1    0.950925    0.899425
-2004          5          9    5.72129  0.0290594   0.311436    3.20373          1          1    0.991877    0.833601
-2004          5         10    9.28916  0.0471812   0.504854    3.20408          1          1    0.996149    0.816278
-2004          5         11    4.12814  0.0209675   0.229105    3.20268          1          1    0.957349    0.917136
-2004          5         12    11.3215  0.0575039   0.630713    3.20386          1          1    0.971363    0.817095
-2004          5         13    4.47913  0.0227503    0.25374    3.20259          1          1    0.954582    0.826546
-2004          5         14    8.87898  0.0450979   0.483638    3.20281          1          1    0.993567    0.817504
-2004          5         15    12.1936  0.0619335   0.686384     3.2043          1          1    0.969963    0.770281
-2004          5         16    10.0051  0.0508178   0.565919    3.20502          1          1    0.963299    0.783096
-2004          5         17    9.00598  0.0457429   0.578958    3.20568          1          1    0.861999    0.696631
-2004          5         18    9.93421  0.0504575   0.635915    3.20665          1          1    0.869409    0.674691
-2004          5         19    10.3254  0.0524443   0.656165    3.20775          1          1    0.876393    0.671662
-2004          5         20    6.06961  0.0308286   0.346781    3.20703          1          1    0.963328    0.737492
-2004          5         21    10.2335  0.0519777   0.559403    3.20773          1          1    0.994355    0.798117
-2004          5         22    12.1193  0.0615558   0.692402    3.20924          1          1     0.95288    0.789781
-2004          5         23    12.4747  0.0633611   0.693191    3.21079          1          1    0.984364    0.766439
-2004          5         24    14.3905  0.0730918   0.790401    3.21298          1          1    0.999532    0.748264
-2004          5         25    10.2622  0.0521236   0.572763    3.21371          1          1    0.987674    0.730519
-2004          5         26    10.5478  0.0535741   0.582027    3.21453          1          1    0.989792    0.778801
-2004          5         27    8.81399  0.0447678   0.487217    3.21473          1          1    0.985486    0.793739
-2004          5         28    12.9696  0.0658746   0.737536    3.21647          1          1    0.979388    0.678073
-2004          5         29    8.59093  0.0436348   0.575183    3.21699          1          1    0.853751    0.550185
-2004          5         30    4.43362  0.0225191   0.245644    3.21562          1          1    0.979294     0.82078
-2004          5         31    10.8896  0.0553099   0.602018     3.2166          1          1    0.979617     0.82407
-2004          6          1    9.78998   0.049725   0.615079    3.21748          1          1    0.878487    0.726876
-2004          6          2    2.78524  0.0141467   0.148737    3.21546          1          1    0.996227    0.923116
-2004          6          3    11.3953  0.0578787   0.622298    3.21659          1          1    0.990169    0.831936
-2004          6          4    5.37905  0.0273211    0.28928    3.21554          1          1    0.989682    0.917594
-2004          6          5    9.24899  0.0469772   0.505603    3.21588          1          1    0.990897    0.823658
-2004          6          6    12.3844  0.0629026   0.754485    3.21762          1          1    0.908227    0.712482
-2004          6          7    4.69694  0.0238566   0.601385    3.21797          1          1    0.444794    0.569213
-2004          6          8          0          0   0.543535    3.21797          1          1           0    0.484325
-2004          6          9    4.09917  0.0208204   0.569997    3.21824          1          1    0.401714     0.66731
-2004          6         10    4.22657  0.0214675   0.244056    3.21696          1          1    0.926015    0.895834
-2004          6         11    7.45644  0.0378725   0.425391    3.21676          1          1    0.953827    0.802118
-2004          6         12    9.73116  0.0494262   0.532686    3.21728          1          1    0.991353    0.815055
-2004          6         13    8.84077  0.0449038   0.486208    3.21747          1          1    0.992051    0.788203
-2004          6         14    10.2188  0.0519031    0.66854    3.21863          1          1    0.840868    0.744159
-2004          6         15    10.1666  0.0516377   0.669351     3.2198          1          1    0.828553    0.788597
-2004          6         16    10.4402  0.0530275   0.615311    3.22073          1          1    0.939242    0.714623
-2004          6         17    8.14043  0.0413466   0.485923    3.22086          1          1     0.92665    0.720723
-2004          6         18    4.94103  0.0250963   0.271621    3.21966          1          1     0.98474    0.834853
