daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(1)   GPP(0) GPP(tot)   NPP(1)   NPP(0) NPP(tot)    ET(1)    ET(0)  ET(tot)   LAI(1)   LAI(0)    CC(1)    CC(0) DEADTREE(1) DEADTREE(0) DEADTREE(tot)

-2001        1        1    0.198   0.0197    0.217   0.0019  0.00019  0.00209   0.0333   0.0203   0.0536     4.85     4.42     41.4     6.91        0        0        0
-2001        1        2    0.481   0.0438    0.524  0.00461  0.00042  0.00503   0.0589   0.0333   0.0922     4.34     4.03     46.2     7.58        0        0        0
-2001        1        3    0.583   0.0539    0.637   0.0056 0.000518  0.00612   0.0801   0.0459    0.126     4.34     4.03     46.2     7.58        0        0        0
-2001        1        4    0.189   0.0175    0.207  0.00182 0.000168  0.00198   0.0261    0.015   0.0411     4.34     4.03     46.2     7.58        0        0        0
-2001        1        5    0.158   0.0146    0.173  0.00152  0.00014  0.00166   0.0203   0.0116   0.0319     4.34     4.02     46.2     7.58        0        0        0
-2001        1        6    0.487   0.0451    0.533  0.00468 0.000433  0.00511   0.0728   0.0417    0.115     4.33     4.02     46.2     7.58        0        0        0
-2001        1        7    0.274   0.0254    0.299  0.00263 0.000243  0.00287   0.0441   0.0253   0.0694     4.33     4.02     46.2     7.58        0        0        0
-2001        1        8    0.307   0.0284    0.335  0.00295 0.000273  0.00322   0.0577   0.0331   0.0908     4.33     4.02     46.2     7.58        0        0        0
-2001        1        9    0.263   0.0244    0.288  0.00253 0.000234  0.00276   0.0488   0.0279   0.0767     4.33     4.02     46.2     7.58        0        0        0
-2001        1       10    0.185   0.0171    0.202  0.00178 0.000165  0.00194   0.0503   0.0288   0.0792     4.33     4.02     46.2     7.58        0        0        0
-2001        1       11    0.233   0.0216    0.255  0.00224 0.000207  0.00245   0.0619   0.0355   0.0974     4.33     4.01     46.2     7.58        0        0        0
-2001        1       12    0.648     0.06    0.709  0.00623 0.000576   0.0068     0.17   0.0973    0.267     4.33     4.01     46.2     7.58        0        0        0
-2001        1       13      0.5   0.0463    0.546   0.0048 0.000444  0.00524    0.176    0.101    0.277     4.32     4.01     46.2     7.58        0        0        0
-2001        1       14    0.274   0.0254      0.3  0.00263 0.000244  0.00288    0.113   0.0648    0.178     4.32     4.01     46.2     7.58        0        0        0
-2001        1       15    0.318   0.0294    0.348  0.00305 0.000283  0.00334    0.183    0.105    0.287     4.32     4.01     46.2     7.58        0        0        0
-2001        1       16    0.318   0.0294    0.348  0.00305 0.000283  0.00334    0.176    0.101    0.277     4.32     4.01     46.2     7.58        0        0        0
-2001        1       17   0.0775  0.00717   0.0847 0.000744 6.89e-05 0.000813    0.116   0.0665    0.183     4.32     4.01     46.2     7.58        0        0        0
-2001        1       18   0.0461  0.00427   0.0504 0.000443  4.1e-05 0.000483   0.0446   0.0255   0.0701     4.32     4.01     46.2     7.58        0        0        0
-2001        1       19    0.178   0.0164    0.194  0.00171 0.000158  0.00186   0.0731   0.0419    0.115     4.32     4.01     46.2     7.58        0        0        0
-2001        1       20    0.152    0.014    0.166  0.00146 0.000135  0.00159   0.0693   0.0397    0.109     4.32     4.01     46.2     7.58        0        0        0
-2001        1       21    0.171   0.0158    0.187  0.00164 0.000152  0.00179   0.0808   0.0463    0.127     4.32     4.01     46.2     7.58        0        0        0
-2001        1       22    0.366   0.0339      0.4  0.00351 0.000325  0.00384   0.0547   0.0314   0.0861     4.32     4.01     46.2     7.58        0        0        0
-2001        1       23    0.852   0.0789    0.931  0.00818 0.000757  0.00894    0.104   0.0596    0.164     4.32        4     46.2     7.58        0        0        0
-2001        1       24    0.911   0.0843    0.995  0.00874 0.000809  0.00955    0.106   0.0608    0.167     4.31        4     46.2     7.58        0        0        0
-2001        1       25    0.447   0.0413    0.488  0.00429 0.000397  0.00468   0.0651   0.0373    0.102     4.31        4     46.2     7.58        0        0        0
-2001        1       26    0.362   0.0335    0.396  0.00348 0.000322   0.0038   0.0561   0.0322   0.0883     4.31     3.99     46.2     7.58        0        0        0
-2001        1       27    0.297   0.0275    0.325  0.00285 0.000264  0.00312   0.0519   0.0298   0.0818     4.31     3.99     46.2     7.58        0        0        0
-2001        1       28     1.15    0.107     1.26   0.0111  0.00102   0.0121    0.201    0.116    0.317      4.3     3.99     46.2     7.58        0        0        0
-2001        1       29    0.458   0.0424      0.5   0.0044 0.000407   0.0048   0.0881   0.0505    0.139      4.3     3.99     46.2     7.58        0        0        0
-2001        1       30    0.348   0.0322     0.38  0.00334 0.000309  0.00365   0.0744   0.0427    0.117      4.3     3.99     46.2     7.58        0        0        0
-2001        1       31    0.431   0.0399     0.47  0.00413 0.000383  0.00452    0.124   0.0713    0.196      4.3     3.99     46.2     7.58        0        0        0
-2001        2        1   0.0838  0.00776   0.0916 0.000805 7.45e-05 0.000879   0.0699   0.0401     0.11      4.3     3.99     46.2     7.58        0        0        0
-2001        2        2    0.104  0.00961    0.113 0.000996 9.22e-05  0.00109   0.0473   0.0271   0.0745      4.3     3.98     46.2     7.58        0        0        0
-2001        2        3    0.229   0.0212     0.25   0.0022 0.000203   0.0024   0.0351   0.0201   0.0552      4.3     3.98     46.2     7.58        0        0        0
-2001        2        4    0.372   0.0345    0.407  0.00357 0.000331   0.0039   0.0482   0.0277   0.0759     4.29     3.98     46.2     7.58        0        0        0
-2001        2        5    0.614   0.0569    0.671   0.0059 0.000546  0.00644   0.0744   0.0427    0.117     4.29     3.98     46.2     7.58        0        0        0
-2001        2        6    0.709   0.0656    0.774   0.0068  0.00063  0.00743   0.0802   0.0461    0.126     4.29     3.97     46.2     7.58        0        0        0
-2001        2        7     1.68    0.155     1.83   0.0161  0.00149   0.0176    0.195    0.112    0.307     4.28     3.97     46.2     7.58        0        0        0
-2001        2        8    0.783   0.0726    0.856  0.00752 0.000696  0.00822   0.0937   0.0538    0.148     4.28     3.97     46.2     7.58        0        0        0
-2001        2        9     1.57    0.145     1.71    0.015  0.00139   0.0164    0.256    0.147    0.403     4.28     3.97     46.2     7.58        0        0        0
-2001        2       10     1.52    0.141     1.66   0.0146  0.00135   0.0159    0.267    0.153    0.421     4.28     3.96     46.2     7.58        0        0        0
-2001        2       11    0.778   0.0721     0.85  0.00747 0.000692  0.00816   0.0905    0.052    0.142     4.27     3.96     46.2     7.58        0        0        0
-2001        2       12     1.12    0.104     1.22   0.0108 0.000996   0.0117    0.127   0.0731      0.2     4.27     3.96     46.2     7.58        0        0        0
-2001        2       13     1.54    0.142     1.68   0.0147  0.00137   0.0161    0.218    0.125    0.343     4.27     3.96     46.2     7.58        0        0        0
-2001        2       14      1.4     0.13     1.53   0.0135  0.00125   0.0147    0.247    0.142    0.389     4.27     3.95     46.2     7.58        0        0        0
-2001        2       15     2.53    0.234     2.76   0.0242  0.00225   0.0265    0.313     0.18    0.492     4.27     3.95     46.2     7.58        0        0        0
-2001        2       16    0.522   0.0483     0.57  0.00501 0.000464  0.00547   0.0908   0.0521    0.143     4.26     3.95     46.2     7.58        0        0        0
-2001        2       17    0.639   0.0592    0.698  0.00613 0.000568   0.0067    0.111   0.0638    0.175     4.26     3.95     46.2     7.58        0        0        0
-2001        2       18     1.01   0.0936      1.1   0.0097 0.000899   0.0106     0.17   0.0979    0.268     4.26     3.95     46.2     7.58        0        0        0
-2001        2       19     1.01   0.0935      1.1  0.00968 0.000897   0.0106    0.169   0.0971    0.266     4.26     3.94     46.2     7.58        0        0        0
-2001        2       20     1.35    0.125     1.47   0.0129   0.0012   0.0141    0.211    0.121    0.331     4.26     3.94     46.2     7.58        0        0        0
-2001        2       21    0.446   0.0413    0.488  0.00428 0.000397  0.00468   0.0643   0.0369    0.101     4.25     3.94     46.2     7.58        0        0        0
-2001        2       22     1.55    0.143     1.69   0.0148  0.00137   0.0162    0.234    0.134    0.368     4.25     3.94     46.2     7.58        0        0        0
-2001        2       23     1.41     0.13     1.54   0.0135  0.00125   0.0148    0.268    0.154    0.423     4.25     3.94     46.2     7.58        0        0        0
-2001        2       24    0.601   0.0557    0.657  0.00577 0.000535  0.00631    0.376    0.216    0.592     4.25     3.94     46.2     7.58        0        0        0
-2001        2       25    0.937   0.0868     1.02  0.00899 0.000834  0.00983    0.323    0.186    0.509     4.25     3.93     46.2     7.58        0        0        0
-2001        2       26    0.812   0.0753    0.888   0.0078 0.000723  0.00852    0.225    0.129    0.355     4.25     3.93     46.2     7.58        0        0        0
-2001        2       27    0.795   0.0737    0.869  0.00763 0.000707  0.00834    0.191     0.11    0.301     4.25     3.93     46.2     7.58        0        0        0
-2001        2       28     1.37    0.127      1.5   0.0131  0.00122   0.0144     0.23    0.132    0.362     4.25     3.93     46.2     7.58        0        0        0
-2001        3        1     1.27    0.117     1.38   0.0122  0.00113   0.0133    0.262     0.15    0.412     4.25     3.93     46.2     7.58        0        0        0
-2001        3        2    0.551   0.0511    0.603  0.00529  0.00049  0.00578    0.156   0.0894    0.245     4.24     3.93     46.2     7.58        0        0        0
-2001        3        3    0.258   0.0239    0.282  0.00248  0.00023  0.00271     0.14   0.0801     0.22     4.24     3.93     46.2     7.58        0        0        0
-2001        3        4    0.331   0.0306    0.361  0.00318 0.000294  0.00347   0.0971   0.0558    0.153     4.24     3.92     46.2     7.58        0        0        0
-2001        3        5    0.592   0.0548    0.646  0.00568 0.000526  0.00621    0.143   0.0823    0.225     4.24     3.92     46.2     7.58        0        0        0
-2001        3        6      3.1    0.287     3.39   0.0298  0.00276   0.0325    0.455    0.261    0.716     4.24     3.92     46.2     7.58        0        0        0
-2001        3        7     2.59     0.24     2.83   0.0249  0.00231   0.0272    0.292    0.168     0.46     4.24     3.92     46.2     7.58        0        0        0
-2001        3        8    0.669    0.062    0.731  0.00642 0.000595  0.00702   0.0798   0.0458    0.126     4.23     3.92     46.2     7.58        0        0        0
-2001        3        9    0.875   0.0811    0.956   0.0084 0.000778  0.00918    0.105   0.0601    0.165     4.23     3.91     46.2     7.58        0        0        0
-2001        3       10        1   0.0929      1.1  0.00962 0.000892   0.0105    0.115   0.0662    0.181     4.23     3.91     46.2     7.58        0        0        0
-2001        3       11     1.05   0.0973     1.15   0.0101 0.000934    0.011    0.116   0.0668    0.183     4.22     3.91     46.2     7.58        0        0        0
-2001        3       12     3.11    0.289      3.4   0.0299  0.00277   0.0327    0.375    0.216    0.591     4.22     3.91     46.2     7.58        0        0        0
-2001        3       13    0.558   0.0517    0.609  0.00535 0.000496  0.00585   0.0864   0.0497    0.136     4.22      3.9     46.2     7.58        0        0        0
-2001        3       14     2.86    0.265     3.12   0.0275  0.00254     0.03    0.398    0.229    0.627     4.22      3.9     46.2     7.58        0        0        0
-2001        3       15     2.82    0.261     3.08   0.0271  0.00251   0.0296    0.348      0.2    0.549     4.22      3.9     46.2     7.58        0        0        0
-2001        3       16     1.82    0.169     1.99   0.0175  0.00162   0.0191    0.229    0.132    0.361     4.22      3.9     46.2     7.58        0        0        0
-2001        3       17     1.24    0.115     1.35   0.0119   0.0011    0.013    0.174      0.1    0.274     4.21     3.89     46.2     7.58        0        0        0
-2001        3       18    0.617   0.0572    0.674  0.00592 0.000549  0.00647    0.105   0.0603    0.165     4.21     3.89     46.2     7.58        0        0        0
-2001        3       19     1.43    0.133     1.57   0.0138  0.00128   0.0151    0.292    0.168     0.46     4.21     3.89     46.2     7.58        0        0        0
-2001        3       20     1.14    0.105     1.24   0.0109  0.00101   0.0119    0.257    0.148    0.405     4.21     3.89     46.2     7.58        0        0        0
-2001        3       21    0.493   0.0457    0.538  0.00473 0.000438  0.00517   0.0803   0.0462    0.127     4.21     3.89     46.2     7.58        0        0        0
-2001        3       22    0.776    0.072    0.848  0.00745 0.000691  0.00814    0.129   0.0742    0.203     4.21     3.89     46.2     7.58        0        0        0
-2001        3       23    0.861   0.0798    0.941  0.00827 0.000766  0.00903    0.102   0.0585     0.16      4.2     3.88     46.2     7.58        0        0        0
-2001        3       24      1.3    0.121     1.42   0.0125  0.00116   0.0136    0.162    0.093    0.255      4.2     3.88     46.2     7.58        0        0        0
-2001        3       25    0.304   0.0282    0.332  0.00292 0.000271  0.00319   0.0677    0.039    0.107      4.2     3.88     46.2     7.58        0        0        0
-2001        3       26    0.952   0.0883     1.04  0.00914 0.000847  0.00999    0.192     0.11    0.302      4.2     3.88     46.2     7.58        0        0        0
-2001        3       27     2.25    0.209     2.46   0.0216    0.002   0.0236    0.355    0.204    0.559      4.2     3.87     46.2     7.58        0        0        0
-2001        3       28     2.05     0.19     2.24   0.0197  0.00183   0.0215    0.259    0.149    0.408     4.19     3.87     46.2     7.58        0        0        0
-2001        3       29     1.65    0.153     1.81   0.0159  0.00147   0.0173    0.225    0.129    0.354     4.19     3.87     46.2     7.58        0        0        0
-2001        3       30      2.9    0.269     3.17   0.0278  0.00258   0.0304    0.381    0.219      0.6     4.19     3.87     46.2     7.58        0        0        0
-2001        3       31     2.59     0.24     2.83   0.0249  0.00231   0.0272    0.308    0.178    0.486     4.19     3.87     46.2     7.58        0        0        0
-2001        4        1     3.69    0.342     4.03   0.0354  0.00328   0.0387    0.411    0.237    0.648     4.19     3.86     46.2     7.58        0        0        0
-2001        4        2     4.07    0.377     4.45   0.0391  0.00362   0.0427    0.514    0.296     0.81     4.18     3.86     46.2     7.59        0        0        0
-2001        4        3     3.39    0.314     3.71   0.0326  0.00302   0.0356    0.383    0.221    0.603     4.18     3.86     46.2     7.59        0        0        0
-2001        4        4     2.03    0.188     2.22   0.0195  0.00181   0.0213     0.25    0.144    0.393     4.18     3.86     46.2     7.59        0        0        0
-2001        4        5     2.93    0.272     3.21   0.0282  0.00261   0.0308    0.381     0.22    0.601     4.18     3.85     46.2     7.59        0        0        0
-2001        4        6     2.37    0.219     2.59   0.0227  0.00211   0.0248    0.269    0.155    0.425     4.18     3.85     46.2     7.59        0        0        0
-2001        4        7     4.28    0.396     4.67   0.0411   0.0038   0.0449     0.52    0.299     0.82     4.18     3.85     46.2     7.59        0        0        0
-2001        4        8     2.67    0.247     2.92   0.0256  0.00237    0.028    0.358    0.206    0.564     4.18     3.85     46.2     7.59        0        0        0
-2001        4        9     1.29    0.119     1.41   0.0124  0.00114   0.0135    0.157   0.0903    0.247     4.17     3.85     46.2     7.59        0        0        0
-2001        4       10     2.97    0.275     3.25   0.0285  0.00264   0.0312    0.363    0.209    0.572     4.17     3.84     46.2     7.59        0        0        0
-2001        4       11     2.42    0.225     2.65   0.0233  0.00216   0.0254    0.301    0.173    0.474     4.17     3.84     46.2     7.59        0        0        0
-2001        4       12      2.3    0.213     2.51   0.0221  0.00205   0.0241    0.342    0.197    0.538     4.17     3.84     46.2     7.59        0        0        0
-2001        4       13     1.84     0.17     2.01   0.0176  0.00163   0.0193    0.324    0.187    0.511     4.17     3.84     46.2     7.59        0        0        0
-2001        4       14     2.13    0.198     2.33   0.0205   0.0019   0.0224    0.393    0.226    0.619     4.17     3.84     46.2     7.59        0        0        0
-2001        4       15     3.18    0.295     3.47   0.0305  0.00283   0.0334    0.415    0.239    0.654     4.17     3.84     46.2     7.59        0        0        0
-2001        4       16     2.73    0.253     2.99   0.0262  0.00243   0.0287    0.387    0.223     0.61     4.17     3.83     46.2     7.59        0        0        0
-2001        4       17     2.13    0.197     2.33   0.0204  0.00189   0.0223    0.317    0.183      0.5     4.17     3.83     46.2     7.59        0        0        0
-2001        4       18     3.57     0.33      3.9   0.0342  0.00317   0.0374    0.553    0.318    0.871     4.17     3.83     46.2     7.59        0        0        0
-2001        4       19     2.83    0.263      3.1   0.0272  0.00252   0.0297    0.528    0.304    0.832     4.17     3.83     46.2     7.59        0        0        0
-2001        4       20     2.27     0.21     2.48   0.0218  0.00202   0.0238    0.388    0.223    0.611     4.16     3.83     46.2     7.59        0        0        0
-2001        4       21     4.59    0.425     5.01    0.044  0.00408   0.0481    0.645    0.372     1.02     4.17     3.83     46.2     7.59        0        0        0
-2001        4       22     3.16    0.292     3.45   0.0303  0.00281   0.0331    0.414    0.239    0.653     4.16     3.83     46.2     7.59        0        0        0
-2001        4       23     2.52    0.234     2.76   0.0242  0.00224   0.0265    0.308    0.177    0.485     4.16     3.82     46.2     7.59        0        0        0
-2001        4       24     2.97    0.275     3.24   0.0285  0.00264   0.0311    0.344    0.198    0.542     4.16     3.82     46.2     7.59        0        0        0
-2001        4       25     4.04    0.374     4.41   0.0388  0.00359   0.0424    0.457    0.263     0.72     4.16     3.82     46.2     7.59        0        0        0
-2001        4       26     4.05    0.375     4.43   0.0389   0.0036   0.0425    0.466    0.268    0.734     4.16     3.82     46.2     7.59        0        0        0
-2001        4       27     2.04    0.188     2.22   0.0195  0.00181   0.0213    0.241    0.139     0.38     4.16     3.82     46.2     7.59        0        0        0
-2001        4       28     4.04    0.374     4.41   0.0387  0.00359   0.0423    0.462    0.266    0.728     4.16     3.81     46.2     7.59        0        0        0
-2001        4       29     5.42    0.502     5.92    0.052  0.00482   0.0569    0.614    0.354    0.967     4.16     3.81     46.2     7.59        0        0        0
-2001        4       30     3.18    0.294     3.47   0.0305  0.00283   0.0334    0.352    0.203    0.555     4.16     3.81     46.2     7.59        0        0        0
-2001        5        1     1.71    0.158     1.87   0.0164  0.00152   0.0179    0.192    0.111    0.303     4.15     3.81     46.2     7.59        0        0        0
-2001        5        2     3.49    0.323     3.82   0.0335   0.0031   0.0366    0.401    0.231    0.633     4.14      3.8     46.3      7.6        0        0        0
-2001        5        3     3.91    0.361     4.27   0.0375  0.00347    0.041    0.433    0.249    0.683     4.14      3.8     46.3      7.6        0        0        0
-2001        5        4     1.45    0.134     1.59    0.014  0.00129   0.0152    0.189    0.109    0.298     4.14      3.8     46.3      7.6        0        0        0
-2001        5        5     6.08    0.562     6.64   0.0584   0.0054   0.0638    0.769    0.443     1.21     4.14      3.8     46.3      7.6        0        0        0
-2001        5        6     5.41      0.5      5.9   0.0519   0.0048   0.0567    0.629    0.362    0.991     4.14      3.8     46.3      7.6        0        0        0
-2001        5        7      5.6    0.517     6.11   0.0537  0.00496   0.0587    0.634    0.365    0.999     4.14     3.79     46.3      7.6        0        0        0
-2001        5        8     5.82    0.537     6.35   0.0558  0.00516    0.061     0.66     0.38     1.04     4.14     3.79     46.3      7.6        0        0        0
-2001        5        9     4.86    0.449     5.31   0.0467  0.00431    0.051    0.643     0.37     1.01     4.14     3.79     46.3      7.6        0        0        0
-2001        5       10     3.21    0.296     3.51   0.0308  0.00285   0.0337    0.604    0.348    0.953     4.14     3.79     46.3      7.6        0        0        0
-2001        5       11     3.25    0.301     3.56   0.0312  0.00289   0.0341    0.624    0.359    0.983     4.14     3.79     46.3      7.6        0        0        0
-2001        5       12     4.05    0.374     4.42   0.0389  0.00359   0.0425    0.649    0.374     1.02     4.15     3.79     46.3      7.6        0        0        0
-2001        5       13     3.34    0.308     3.64    0.032  0.00296    0.035    0.582    0.335    0.917     4.14     3.79     46.3      7.6        0        0        0
-2001        5       14     3.38    0.312     3.69   0.0324  0.00299   0.0354     0.37    0.213    0.583     4.14     3.79     46.3      7.6        0        0        0
-2001        5       15     5.93    0.548     6.48   0.0569  0.00526   0.0622    0.662    0.381     1.04     4.14     3.79     46.3      7.6        0        0        0
-2001        5       16     3.72    0.343     4.06   0.0357   0.0033    0.039    0.412    0.237     0.65     4.14     3.78     46.3      7.6        0        0        0
-2001        5       17     5.46    0.504     5.96   0.0524  0.00484   0.0573    0.613    0.353    0.967     4.14     3.78     46.3      7.6        0        0        0
-2001        5       18     1.31    0.121     1.43   0.0126  0.00116   0.0137    0.152   0.0873    0.239     4.14     3.78     46.3      7.6        0        0        0
-2001        5       19     6.72     0.62     7.34   0.0645  0.00595   0.0704    0.755    0.435     1.19     4.14     3.78     46.3      7.6        0        0        0
-2001        5       20     5.78    0.533     6.31   0.0554  0.00512   0.0606    0.647    0.373     1.02     4.14     3.78     46.3      7.6        0        0        0
-2001        5       21     8.08    0.746     8.83   0.0776  0.00716   0.0847    0.904    0.521     1.42     4.15     3.78     46.3      7.6        0        0        0
-2001        5       22     7.63    0.704     8.33   0.0732  0.00676     0.08    0.873    0.503     1.38     4.15     3.78     46.3      7.6        0        0        0
-2001        5       23      5.9    0.544     6.44   0.0566  0.00522   0.0618    0.772    0.445     1.22     4.15     3.78     46.3      7.6        0        0        0
-2001        5       24     6.24    0.576     6.82   0.0599  0.00553   0.0654    0.826    0.476      1.3     4.15     3.78     46.3      7.6        0        0        0
-2001        5       25     6.32    0.583     6.91   0.0607   0.0056   0.0663    0.799     0.46     1.26     4.15     3.78     46.3      7.6        0        0        0
-2001        5       26     4.38    0.404     4.79   0.0421  0.00388   0.0459    0.588    0.339    0.926     4.15     3.77     46.3      7.6        0        0        0
-2001        5       27     4.06    0.375     4.44    0.039   0.0036   0.0426    0.474    0.273    0.746     4.15     3.77     46.3      7.6        0        0        0
-2001        5       28     3.24    0.299     3.54   0.0311  0.00287    0.034     0.48    0.277    0.757     4.15     3.77     46.3      7.6        0        0        0
-2001        5       29     6.86    0.633      7.5   0.0659  0.00608    0.072    0.825    0.475      1.3     4.15     3.77     46.3      7.6        0        0        0
-2001        5       30      4.1    0.378     4.48   0.0394  0.00363    0.043    0.527    0.303     0.83     4.15     3.77     46.3      7.6        0        0        0
-2001        5       31     7.26    0.669     7.93   0.0697  0.00642   0.0761    0.813    0.468     1.28     4.15     3.77     46.3      7.6        0        0        0
-2001        6        1     3.29    0.303     3.59   0.0316  0.00291   0.0345    0.369    0.212    0.581     4.15     3.77     46.3      7.6        0        0        0
-2001        6        2     2.49    0.228     2.72   0.0239  0.00219   0.0261    0.282    0.162    0.444     4.14     3.76     46.4     7.61        0        0        0
-2001        6        3     5.11     0.47     5.58   0.0491  0.00451   0.0536    0.626     0.36    0.986     4.14     3.76     46.4     7.61        0        0        0
-2001        6        4     4.62    0.425     5.05   0.0444  0.00408   0.0485    0.522      0.3    0.822     4.14     3.76     46.4     7.61        0        0        0
-2001        6        5     6.18    0.568     6.75   0.0594  0.00546   0.0648    0.736    0.423     1.16     4.14     3.76     46.4     7.61        0        0        0
-2001        6        6     4.63    0.426     5.06   0.0445  0.00409   0.0486    0.528    0.303    0.831     4.14     3.75     46.4     7.61        0        0        0
-2001        6        7     2.46    0.226     2.69   0.0237  0.00217   0.0258    0.276    0.158    0.434     4.14     3.75     46.4     7.61        0        0        0
-2001        6        8     6.47    0.595     7.06   0.0621  0.00571   0.0678    0.727    0.418     1.15     4.14     3.75     46.4     7.61        0        0        0
-2001        6        9     5.27    0.484     5.76   0.0506  0.00465   0.0553    0.595    0.342    0.937     4.14     3.75     46.4     7.61        0        0        0
-2001        6       10     5.56    0.511     6.07   0.0534  0.00491   0.0583    0.622    0.358     0.98     4.14     3.75     46.4     7.61        0        0        0
-2001        6       11     7.84     0.72     8.56   0.0752  0.00691   0.0822    0.878    0.504     1.38     4.14     3.75     46.4     7.61        0        0        0
-2001        6       12     5.73    0.526     6.26    0.055  0.00505   0.0601    0.638    0.367        1     4.14     3.75     46.4     7.61        0        0        0
-2001        6       13     5.13    0.471      5.6   0.0492  0.00452   0.0537    0.578    0.332     0.91     4.14     3.75     46.4     7.61        0        0        0
-2001        6       14     6.08    0.558     6.64   0.0584  0.00536   0.0637    0.745    0.428     1.17     4.14     3.74     46.4     7.61        0        0        0
-2001        6       15     4.45    0.408     4.85   0.0427  0.00392   0.0466    0.564    0.324    0.888     4.14     3.74     46.4     7.61        0        0        0
-2001        6       16     5.13    0.471      5.6   0.0492  0.00452   0.0537    0.571    0.328    0.899     4.14     3.74     46.4     7.61        0        0        0
-2001        6       17     3.58    0.328      3.9   0.0343  0.00315   0.0375    0.386    0.222    0.608     4.14     3.74     46.4     7.61        0        0        0
-2001        6       18     2.53    0.232     2.76   0.0243  0.00223   0.0265    0.283    0.163    0.445     4.14     3.74     46.4     7.61        0        0        0
-2001        6       19     7.24    0.665     7.91   0.0695  0.00638   0.0759    0.822    0.472     1.29     4.14     3.74     46.4     7.61        0        0        0
-2001        6       20     5.56     0.51     6.07   0.0533  0.00489   0.0582    0.725    0.417     1.14     4.14     3.74     46.4     7.61        0        0        0
-2001        6       21     6.78    0.622      7.4   0.0651  0.00597    0.071    0.762    0.438      1.2     4.14     3.74     46.4     7.61        0        0        0
-2001        6       22     4.82    0.442     5.26   0.0463  0.00425   0.0505    0.535    0.308    0.843     4.14     3.73     46.4     7.61        0        0        0
-2001        6       23     5.88    0.539     6.42   0.0564  0.00518   0.0616    0.694    0.399     1.09     4.14     3.73     46.4     7.61        0        0        0
-2001        6       24     2.97    0.273     3.25   0.0286  0.00262   0.0312    0.534    0.307    0.841     4.14     3.73     46.4     7.61        0        0        0
-2001        6       25     3.84    0.352     4.19   0.0369  0.00338   0.0402    0.724    0.416     1.14     4.14     3.73     46.4     7.61        0        0        0
-2001        6       26        0        0        0        0        0        0    0.644     0.37     1.01     4.14     3.73     46.4     7.61        0        0        0
-2001        6       27     2.26    0.207     2.47   0.0217  0.00199   0.0237    0.323    0.186    0.509     4.14     3.73     46.4     7.61        0        0        0
-2001        6       28      5.2    0.477     5.68   0.0499  0.00458   0.0545    0.659    0.379     1.04     4.14     3.73     46.4     7.61        0        0        0
-2001        6       29     3.78    0.346     4.12   0.0363  0.00333   0.0396    0.557     0.32    0.877     4.14     3.73     46.4     7.61        0        0        0
-2001        6       30     4.25     0.39     4.64   0.0408  0.00374   0.0445    0.593    0.341    0.933     4.14     3.73     46.4     7.61        0        0        0
-2001        7        1     6.16    0.565     6.73   0.0592  0.00542   0.0646    0.787    0.452     1.24     4.14     3.73     46.4     7.61        0        0        0
-2001        7        2     2.79    0.255     3.05   0.0268  0.00245   0.0293    0.368    0.211    0.579     4.13     3.72     46.6     7.62        0        0        0
-2001        7        3     3.28      0.3     3.58   0.0315  0.00288   0.0344    0.773    0.444     1.22     4.13     3.72     46.6     7.62        0        0        0
-2001        7        4        0        0        0        0        0        0    0.639    0.367     1.01     4.13     3.72     46.6     7.62        0        0        0
-2001        7        5        0        0        0        0        0        0    0.542    0.311    0.853     4.13     3.72     46.6     7.62        0        0        0
-2001        7        6     1.11    0.101     1.21   0.0106 0.000972   0.0116    0.506     0.29    0.796     4.13     3.72     46.6     7.62        0        0        0
-2001        7        7     3.61     0.33     3.94   0.0346  0.00317   0.0378    0.481    0.276    0.757     4.13     3.72     46.6     7.62        0        0        0
-2001        7        8    0.877   0.0802    0.957  0.00842  0.00077  0.00919   0.0961   0.0552    0.151     4.13     3.71     46.6     7.62        0        0        0
-2001        7        9     3.22    0.294     3.51   0.0309  0.00283   0.0337    0.374    0.215    0.588     4.13     3.71     46.6     7.62        0        0        0
-2001        7       10     3.71    0.339     4.05   0.0356  0.00325   0.0388    0.458    0.263     0.72     4.13     3.71     46.6     7.62        0        0        0
-2001        7       11     5.07    0.464     5.54   0.0487  0.00445   0.0531    0.586    0.336    0.922     4.13     3.71     46.6     7.62        0        0        0
-2001        7       12      4.3    0.393      4.7   0.0413  0.00378   0.0451    0.479    0.275    0.755     4.13     3.71     46.6     7.62        0        0        0
-2001        7       13     5.36     0.49     5.85   0.0515  0.00471   0.0562    0.615    0.353    0.968     4.13     3.71     46.6     7.62        0        0        0
-2001        7       14     2.18    0.199     2.38   0.0209  0.00191   0.0229    0.237    0.136    0.373     4.12      3.7     46.6     7.62        0        0        0
