daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(1)   GPP(0) GPP(tot)   NPP(1)   NPP(0) NPP(tot)    ET(1)    ET(0)  ET(tot)   LAI(1)   LAI(0)    CC(1)    CC(0) DEADTREE(1) DEADTREE(0) DEADTREE(tot)
-2006        5       29     4.42    0.357     4.77   0.0424  0.00343   0.0458    0.444    0.194    0.638     2.52     1.73     49.8     7.94        0        0        0
-2006        5       30     4.77    0.386     5.16   0.0458   0.0037   0.0495    0.535    0.235     0.77     2.52     1.73     49.8     7.94        0        0        0
-2006        5       31     2.43    0.196     2.62   0.0233  0.00188   0.0252    0.265    0.116    0.382     2.52     1.73     49.8     7.94        0        0        0
-2006        6        1     2.57    0.208     2.78   0.0247    0.002   0.0267     0.28    0.123    0.403     2.52     1.73     49.8     7.94        0        0        0
-2006        6        2     5.05    0.408     5.46   0.0485  0.00391   0.0524    0.497    0.217    0.714     2.52     1.73     49.9     7.95        0        0        0
-2006        6        3     4.41    0.356     4.77   0.0424  0.00342   0.0458    0.428    0.187    0.615     2.52     1.73     49.9     7.95        0        0        0
-2006        6        4     4.22     0.34     4.56   0.0405  0.00327   0.0438    0.411    0.179     0.59     2.52     1.73     49.9     7.95        0        0        0
-2006        6        5     5.37    0.433      5.8   0.0516  0.00416   0.0557    0.527     0.23    0.757     2.52     1.73     49.9     7.95        0        0        0
-2006        6        6     5.88    0.474     6.36   0.0565  0.00455    0.061    0.577    0.252    0.829     2.52     1.73     49.9     7.95        0        0        0
-2006        6        7     5.27    0.424     5.69   0.0506  0.00407   0.0546     0.52    0.226    0.746     2.53     1.73     49.9     7.95        0        0        0
-2006        6        8     4.52    0.364     4.88   0.0434   0.0035   0.0469    0.518    0.224    0.742     2.53     1.73     49.9     7.95        0        0        0
-2006        6        9     2.82    0.227     3.05   0.0271  0.00218   0.0293    0.444    0.191    0.635     2.53     1.73     49.9     7.95        0        0        0
-2006        6       10     1.27    0.102     1.37   0.0122  0.00098   0.0132    0.414    0.178    0.591     2.53     1.73     49.9     7.95        0        0        0
-2006        6       11        0        0        0        0        0        0    0.386    0.165    0.552     2.53     1.73     49.9     7.95        0        0        0
-2006        6       12        0        0        0        0        0        0    0.374     0.16    0.533     2.53     1.73     49.9     7.95        0        0        0
-2006        6       13        0        0        0        0        0        0    0.364    0.156     0.52     2.53     1.73     49.9     7.95        0        0        0
-2006        6       14     1.55    0.125     1.68   0.0149   0.0012   0.0161    0.152   0.0666    0.219     2.53     1.73     49.9     7.95        0        0        0
-2006        6       15      1.3    0.105     1.41   0.0125  0.00101   0.0135    0.127   0.0556    0.182     2.52     1.73     49.9     7.95        0        0        0
-2006        6       16     5.73    0.461     6.19    0.055  0.00443   0.0594    0.564    0.245    0.808     2.53     1.73     49.9     7.95        0        0        0
-2006        6       17     5.16    0.415     5.57   0.0495  0.00399   0.0535    0.574    0.248    0.822     2.53     1.73     49.9     7.95        0        0        0
-2006        6       18     1.56    0.125     1.68   0.0149   0.0012   0.0161    0.435    0.187    0.621     2.53     1.73     49.9     7.95        0        0        0
-2006        6       19     3.25    0.262     3.51   0.0312  0.00251   0.0337    0.408    0.176    0.584     2.53     1.73     49.9     7.95        0        0        0
-2006        6       20     3.58    0.288     3.87   0.0344  0.00277   0.0371     0.37     0.16     0.53     2.53     1.73     49.9     7.95        0        0        0
-2006        6       21      1.8    0.145     1.94   0.0173  0.00139   0.0186    0.175   0.0763    0.252     2.53     1.73     49.9     7.95        0        0        0
-2006        6       22     3.08    0.248     3.33   0.0296  0.00238    0.032    0.302    0.131    0.434     2.53     1.73     49.9     7.95        0        0        0
-2006        6       23     3.72    0.299     4.02   0.0357  0.00287   0.0386    0.375    0.162    0.537     2.53     1.73     49.9     7.95        0        0        0
-2006        6       24     3.18    0.255     3.43   0.0305  0.00245   0.0329    0.368    0.159    0.528     2.53     1.73     49.9     7.95        0        0        0
-2006        6       25     1.42    0.115     1.54   0.0137   0.0011   0.0148    0.144   0.0629    0.207     2.53     1.73     49.9     7.95        0        0        0
-2006        6       26     1.21   0.0974     1.31   0.0116 0.000935   0.0126    0.115   0.0504    0.166     2.53     1.73     49.9     7.95        0        0        0
-2006        6       27     2.35    0.189     2.54   0.0225  0.00181   0.0243    0.227   0.0988    0.326     2.53     1.73     49.9     7.95        0        0        0
-2006        6       28     6.39    0.514     6.91   0.0614  0.00493   0.0663    0.643    0.278    0.922     2.53     1.73     49.9     7.95        0        0        0
-2006        6       29     5.56    0.446        6   0.0533  0.00429   0.0576    0.608    0.262     0.87     2.53     1.73     49.9     7.95        0        0        0
-2006        6       30     3.09    0.248     3.34   0.0297  0.00238    0.032    0.504    0.217    0.721     2.53     1.73     49.9     7.95        0        0        0
-2006        7        1        0        0        0        0        0        0    0.433    0.185    0.619     2.53     1.73     49.9     7.95        0        0        0
-2006        7        2        0        0        0        0        0        0    0.384    0.163    0.547     2.53     1.73       50     7.96        0        0        0
-2006        7        3        0        0        0        0        0        0    0.394    0.168    0.561     2.53     1.73       50     7.96        0        0        0
-2006        7        4        0        0        0        0        0        0    0.324    0.138    0.462     2.53     1.73       50     7.96        0        0        0
-2006        7        5        0        0        0        0        0        0    0.335    0.144    0.478     2.53     1.73       50     7.96        0        0        0
-2006        7        6     2.67    0.214     2.89   0.0256  0.00206   0.0277    0.483    0.209    0.692     2.53     1.73       50     7.96        0        0        0
-2006        7        7     2.03    0.163     2.19   0.0195  0.00156    0.021    0.221   0.0961    0.317     2.53     1.73       50     7.96        0        0        0
-2006        7        8     3.79    0.304     4.09   0.0364  0.00292   0.0393    0.463    0.199    0.662     2.53     1.73       50     7.96        0        0        0
-2006        7        9     2.63    0.211     2.84   0.0253  0.00203   0.0273    0.343    0.148    0.491     2.53     1.73       50     7.96        0        0        0
-2006        7       10     3.67    0.294     3.96   0.0352  0.00283   0.0381    0.534     0.23    0.764     2.53     1.73       50     7.96        0        0        0
-2006        7       11     2.84    0.228     3.07   0.0273  0.00219   0.0294    0.354    0.153    0.507     2.53     1.73       50     7.96        0        0        0
-2006        7       12     3.78    0.303     4.08   0.0363  0.00291   0.0392     0.54    0.232    0.771     2.53     1.73       50     7.96        0        0        0
-2006        7       13     2.72    0.218     2.94   0.0261  0.00209   0.0282    0.426    0.183    0.609     2.53     1.73       50     7.96        0        0        0
-2006        7       14     3.68    0.295     3.97   0.0353  0.00283   0.0381    0.425    0.182    0.607     2.53     1.73       50     7.96        0        0        0
-2006        7       15     2.91    0.233     3.14   0.0279  0.00224   0.0301     0.39    0.167    0.557     2.53     1.73       50     7.96        0        0        0
-2006        7       16        0        0        0        0        0        0    0.299    0.127    0.426     2.53     1.73       50     7.96        0        0        0
-2006        7       17        0        0        0        0        0        0    0.243    0.103    0.346     2.53     1.73       50     7.96        0        0        0
-2006        7       18        0        0        0        0        0        0    0.245    0.104    0.349     2.53     1.73       50     7.96        0        0        0
-2006        7       19        0        0        0        0        0        0    0.191    0.081    0.272     2.53     1.73       50     7.96        0        0        0
-2006        7       20        0        0        0        0        0        0    0.349    0.149    0.499     2.53     1.73       50     7.96        0        0        0
-2006        7       21        0        0        0        0        0        0    0.378    0.161    0.538     2.53     1.73       50     7.96        0        0        0
-2006        7       22     1.01   0.0807     1.09  0.00968 0.000775   0.0105    0.352    0.151    0.503     2.53     1.73       50     7.96        0        0        0
-2006        7       23      2.4    0.192      2.6   0.0231  0.00185   0.0249    0.432    0.186    0.618     2.53     1.73       50     7.96        0        0        0
-2006        7       24        0        0        0        0        0        0     0.41    0.175    0.585     2.53     1.73       50     7.96        0        0        0
-2006        7       25        0        0        0        0        0        0    0.359    0.153    0.511     2.53     1.73       50     7.96        0        0        0
-2006        7       26        0        0        0        0        0        0    0.299    0.127    0.426     2.53     1.73       50     7.96        0        0        0
-2006        7       27        0        0        0        0        0        0    0.231   0.0987    0.329     2.53     1.73       50     7.96        0        0        0
-2006        7       28    0.779   0.0624    0.841  0.00748 0.000599  0.00808    0.398    0.171    0.569     2.53     1.73       50     7.96        0        0        0
-2006        7       29      1.4    0.112     1.51   0.0134  0.00107   0.0145    0.443     0.19    0.633     2.53     1.73       50     7.96        0        0        0
-2006        7       30     1.56    0.125     1.69    0.015   0.0012   0.0162    0.237    0.102     0.34     2.53     1.73       50     7.96        0        0        0
-2006        7       31     2.69    0.216     2.91   0.0259  0.00207   0.0279    0.341    0.146    0.487     2.53     1.73       50     7.96        0        0        0
-2006        8        1     2.09    0.168     2.26   0.0201  0.00161   0.0217    0.216   0.0934    0.309     2.53     1.73       50     7.96        0        0        0
-2006        8        2     2.62     0.21     2.83   0.0252  0.00201   0.0272    0.254     0.11    0.364     2.53     1.72       50     7.96        0        0        0
-2006        8        3     3.27    0.262     3.54   0.0314  0.00251   0.0339    0.316    0.137    0.453     2.53     1.72       50     7.96        0        0        0
-2006        8        4     2.78    0.222        3   0.0266  0.00213   0.0288    0.283    0.123    0.406     2.53     1.72       50     7.96        0        0        0
-2006        8        5     3.79    0.303     4.09   0.0364  0.00291   0.0393    0.425    0.183    0.608     2.53     1.72       50     7.96        0        0        0
-2006        8        6     4.11    0.328     4.43   0.0394  0.00315   0.0426    0.494    0.213    0.707     2.53     1.72       50     7.96        0        0        0
-2006        8        7     3.37     0.27     3.64   0.0324  0.00259    0.035    0.371     0.16    0.532     2.53     1.72       50     7.96        0        0        0
-2006        8        8     2.76     0.22     2.98   0.0265  0.00212   0.0286    0.276    0.119    0.396     2.53     1.72       50     7.96        0        0        0
-2006        8        9     1.66    0.133     1.79   0.0159  0.00127   0.0172    0.161   0.0696     0.23     2.53     1.72       50     7.96        0        0        0
-2006        8       10     2.99    0.239     3.23   0.0287   0.0023    0.031    0.291    0.126    0.417     2.53     1.72       50     7.96        0        0        0
-2006        8       11     2.62    0.209     2.83   0.0252  0.00201   0.0272    0.254     0.11    0.364     2.53     1.72       50     7.96        0        0        0
-2006        8       12     3.58    0.286     3.87   0.0344  0.00275   0.0371    0.344    0.149    0.493     2.53     1.72       50     7.96        0        0        0
-2006        8       13     4.04    0.323     4.36   0.0388   0.0031   0.0419    0.403    0.174    0.577     2.53     1.72       50     7.96        0        0        0
-2006        8       14    0.823   0.0657    0.889   0.0079 0.000631  0.00853   0.0781   0.0339    0.112     2.53     1.72       50     7.96        0        0        0
-2006        8       15     1.92    0.153     2.07   0.0184  0.00147   0.0199    0.185     0.08    0.265     2.53     1.72       50     7.96        0        0        0
-2006        8       16     3.36    0.269     3.63   0.0323  0.00258   0.0348    0.352    0.152    0.503     2.53     1.72       50     7.96        0        0        0
-2006        8       17     2.98    0.238     3.22   0.0286  0.00229   0.0309     0.34    0.146    0.486     2.53     1.72       50     7.96        0        0        0
-2006        8       18     2.63     0.21     2.84   0.0252  0.00201   0.0272    0.287    0.124    0.411     2.53     1.72       50     7.96        0        0        0
-2006        8       19     3.15    0.252      3.4   0.0302  0.00242   0.0327    0.344    0.148    0.492     2.53     1.72       50     7.96        0        0        0
-2006        8       20      2.3    0.184     2.48   0.0221  0.00176   0.0238     0.23   0.0991    0.329     2.53     1.72       50     7.96        0        0        0
-2006        8       21     2.06    0.164     2.22   0.0197  0.00158   0.0213    0.205   0.0882    0.293     2.53     1.72       50     7.96        0        0        0
-2006        8       22     3.43    0.274      3.7   0.0329  0.00263   0.0355    0.345    0.148    0.493     2.53     1.72       50     7.96        0        0        0
-2006        8       23     3.37    0.269     3.64   0.0324  0.00258    0.035    0.341    0.147    0.488     2.53     1.71       50     7.96        0        0        0
-2006        8       24     2.28    0.182     2.47   0.0219  0.00175   0.0237    0.223   0.0964     0.32     2.53     1.71       50     7.96        0        0        0
-2006        8       25     2.82    0.225     3.04    0.027  0.00216   0.0292    0.272    0.117    0.389     2.53     1.71       50     7.96        0        0        0
-2006        8       26     1.87    0.149     2.02    0.018  0.00143   0.0194    0.182   0.0785     0.26     2.53     1.71       50     7.96        0        0        0
-2006        8       27     3.84    0.307     4.15   0.0369  0.00294   0.0398    0.389    0.167    0.556     2.53     1.71       50     7.96        0        0        0
-2006        8       28     2.07    0.165     2.23   0.0198  0.00158   0.0214    0.198   0.0853    0.283     2.53     1.71       50     7.96        0        0        0
-2006        8       29     2.96    0.236      3.2   0.0284  0.00227   0.0307    0.285    0.123    0.408     2.53     1.71       50     7.96        0        0        0
-2006        8       30     3.35    0.267     3.62   0.0322  0.00257   0.0347    0.325     0.14    0.464     2.53     1.71       50     7.96        0        0        0
-2006        8       31     1.77    0.141     1.91    0.017  0.00135   0.0183    0.172   0.0743    0.247     2.53     1.71       50     7.96        0        0        0
-2006        9        1     2.12    0.169     2.28   0.0203  0.00162   0.0219    0.236    0.101    0.337     2.52     1.71       50     7.96        0        0        0
-2006        9        2     1.88     0.15     2.03   0.0181  0.00144   0.0195    0.194   0.0834    0.278     2.52     1.71     50.1     7.97        0        0        0
-2006        9        3    0.775   0.0618    0.837  0.00744 0.000593  0.00804   0.0931   0.0401    0.133     2.52     1.71     50.1     7.97        0        0        0
-2006        9        4     2.74    0.218     2.96   0.0263   0.0021   0.0284    0.292    0.125    0.417     2.52     1.71     50.1     7.97        0        0        0
-2006        9        5     1.65    0.132     1.78   0.0159  0.00126   0.0171    0.194   0.0835    0.278     2.52      1.7     50.1     7.97        0        0        0
-2006        9        6     2.22    0.177     2.39   0.0213   0.0017    0.023    0.352    0.151    0.503     2.52      1.7     50.1     7.97        0        0        0
-2006        9        7     2.63    0.209     2.84   0.0252  0.00201   0.0272    0.277    0.119    0.395     2.52      1.7     50.1     7.97        0        0        0
-2006        9        8     3.86    0.307     4.17   0.0371  0.00295     0.04     0.38    0.163    0.543     2.52      1.7     50.1     7.97        0        0        0
-2006        9        9     4.29    0.341     4.63   0.0412  0.00328   0.0444    0.429    0.184    0.613     2.52      1.7     50.1     7.97        0        0        0
-2006        9       10     3.36    0.268     3.63   0.0323  0.00257   0.0348    0.383    0.164    0.547     2.52      1.7     50.1     7.97        0        0        0
-2006        9       11     2.18    0.174     2.36    0.021  0.00167   0.0226    0.343    0.146    0.489     2.52      1.7     50.1     7.97        0        0        0
-2006        9       12    0.975   0.0776     1.05  0.00936 0.000745   0.0101     0.33    0.141    0.471     2.52      1.7     50.1     7.97        0        0        0
-2006        9       13      1.6    0.127     1.72   0.0153  0.00122   0.0165    0.314    0.134    0.448     2.52      1.7     50.1     7.97        0        0        0
-2006        9       14     1.56    0.124     1.68    0.015  0.00119   0.0162    0.222   0.0946    0.316     2.52      1.7     50.1     7.97        0        0        0
-2006        9       15     1.54    0.123     1.66   0.0148  0.00118    0.016    0.291    0.124    0.415     2.52      1.7     50.1     7.97        0        0        0
-2006        9       16     1.99    0.158     2.15   0.0191  0.00152   0.0206    0.313    0.134    0.447     2.52      1.7     50.1     7.97        0        0        0
-2006        9       17     1.85    0.147        2   0.0178  0.00141   0.0192    0.191   0.0821    0.273     2.52      1.7     50.1     7.97        0        0        0
-2006        9       18     1.34    0.107     1.45   0.0129  0.00103   0.0139    0.139   0.0598    0.199     2.52      1.7     50.1     7.97        0        0        0
-2006        9       19     1.98    0.158     2.14    0.019  0.00151   0.0205    0.193   0.0827    0.275     2.52      1.7     50.1     7.97        0        0        0
-2006        9       20     3.52     0.28      3.8   0.0338  0.00268   0.0364    0.357    0.153    0.509     2.52      1.7     50.1     7.97        0        0        0
-2006        9       21     2.51      0.2     2.71   0.0241  0.00192    0.026    0.339    0.144    0.483     2.52      1.7     50.1     7.97        0        0        0
-2006        9       22      1.6    0.127     1.73   0.0154  0.00122   0.0166    0.198   0.0843    0.282     2.52      1.7     50.1     7.97        0        0        0
-2006        9       23     1.46    0.116     1.58    0.014  0.00112   0.0151    0.164   0.0705    0.235     2.52      1.7     50.1     7.97        0        0        0
-2006        9       24     1.65    0.131     1.78   0.0159  0.00126   0.0171    0.195   0.0833    0.278     2.51      1.7     50.1     7.97        0        0        0
-2006        9       25     1.49    0.118     1.61   0.0143  0.00114   0.0154    0.148   0.0636    0.212     2.51      1.7     50.1     7.97        0        0        0
-2006        9       26     1.64     0.13     1.77   0.0157  0.00125    0.017    0.163     0.07    0.233     2.51      1.7     50.1     7.97        0        0        0
-2006        9       27     3.12    0.248     3.37   0.0299  0.00238   0.0323      0.3    0.129    0.429     2.51     1.69     50.1     7.97        0        0        0
-2006        9       28     2.53    0.201     2.73   0.0243  0.00193   0.0262    0.262    0.112    0.374     2.51     1.69     50.1     7.97        0        0        0
-2006        9       29      2.2    0.175     2.38   0.0212  0.00168   0.0229    0.234      0.1    0.334     2.51     1.69     50.1     7.97        0        0        0
-2006        9       30     2.78    0.221        3   0.0267  0.00212   0.0288     0.29    0.124    0.414     2.51     1.69     50.1     7.97        0        0        0
-2006       10        1     1.81    0.144     1.95   0.0173  0.00138   0.0187    0.177   0.0761    0.253     2.51     1.69     50.1     7.97        0        0        0
-2006       10        2     1.56    0.124     1.68    0.015  0.00119   0.0162    0.151   0.0648    0.216     2.51     1.69     50.2     7.97        0        0        0
-2006       10        3     1.28    0.102     1.38   0.0123 0.000977   0.0133    0.123   0.0527    0.175     2.51     1.69     50.2     7.97        0        0        0
-2006       10        4     1.88    0.149     2.03    0.018  0.00143   0.0195    0.181   0.0779    0.259      2.5     1.69     50.2     7.97        0        0        0
-2006       10        5     2.25    0.178     2.43   0.0216  0.00171   0.0233    0.215   0.0925    0.308      2.5     1.69     50.2     7.97        0        0        0
-2006       10        6    0.684   0.0543    0.739  0.00657 0.000522  0.00709   0.0649   0.0279   0.0928      2.5     1.69     50.2     7.97        0        0        0
-2006       10        7     2.49    0.198     2.69   0.0239   0.0019   0.0258     0.24    0.103    0.343      2.5     1.69     50.2     7.97        0        0        0
-2006       10        8     2.88    0.229     3.11   0.0277   0.0022   0.0299    0.279    0.119    0.398      2.5     1.68     50.2     7.97        0        0        0
-2006       10        9     2.09    0.166     2.26   0.0201  0.00159   0.0217    0.201   0.0862    0.287      2.5     1.68     50.2     7.97        0        0        0
-2006       10       10     1.65    0.131     1.79   0.0159  0.00126   0.0171    0.158   0.0681    0.226      2.5     1.68     50.2     7.97        0        0        0
-2006       10       11     2.37    0.188     2.56   0.0228  0.00181   0.0246    0.242    0.104    0.345      2.5     1.68     50.2     7.97        0        0        0
-2006       10       12    0.855   0.0679    0.923  0.00821 0.000651  0.00886   0.0815    0.035    0.117      2.5     1.68     50.2     7.97        0        0        0
-2006       10       13     2.99    0.237     3.23   0.0287  0.00228    0.031    0.287    0.123     0.41      2.5     1.68     50.2     7.97        0        0        0
-2006       10       14     1.17   0.0925     1.26   0.0112 0.000888   0.0121    0.111   0.0476    0.158      2.5     1.68     50.2     7.97        0        0        0
-2006       10       15     2.82    0.224     3.05   0.0271  0.00215   0.0293    0.272    0.117    0.389     2.49     1.68     50.2     7.97        0        0        0
-2006       10       16     2.73    0.216     2.94   0.0262  0.00208   0.0282    0.261    0.112    0.373     2.49     1.68     50.2     7.97        0        0        0
-2006       10       17     2.44    0.193     2.63   0.0234  0.00186   0.0253    0.234      0.1    0.334     2.49     1.68     50.2     7.97        0        0        0
-2006       10       18    0.859   0.0682    0.927  0.00824 0.000654   0.0089   0.0816   0.0351    0.117     2.49     1.68     50.2     7.97        0        0        0
-2006       10       19     1.37    0.109     1.48   0.0132  0.00105   0.0142    0.131   0.0563    0.188     2.49     1.68     50.2     7.97        0        0        0
-2006       10       20      1.2    0.095     1.29   0.0115 0.000912   0.0124    0.114    0.049    0.163     2.49     1.67     50.2     7.97        0        0        0
-2006       10       21     1.37    0.109     1.48   0.0132  0.00104   0.0142    0.131   0.0561    0.187     2.49     1.67     50.2     7.97        0        0        0
-2006       10       22     1.22   0.0972     1.32   0.0118 0.000933   0.0127    0.117   0.0503    0.168     2.49     1.67     50.2     7.97        0        0        0
-2006       10       23     1.29    0.103     1.39   0.0124 0.000985   0.0134    0.125   0.0537    0.179     2.49     1.67     50.2     7.97        0        0        0
-2006       10       24     0.59   0.0468    0.636  0.00566 0.000449  0.00611   0.0565   0.0243   0.0809     2.48     1.67     50.2     7.97        0        0        0
-2006       10       25     1.55    0.123     1.67   0.0149  0.00118   0.0161     0.15   0.0642    0.214     2.48     1.67     50.2     7.97        0        0        0
-2006       10       26     1.46    0.116     1.58    0.014  0.00111   0.0151    0.159    0.068    0.227     2.48     1.67     50.2     7.97        0        0        0
-2006       10       27     1.94    0.154     2.09   0.0186  0.00147   0.0201    0.186   0.0797    0.266     2.48     1.67     50.2     7.97        0        0        0
-2006       10       28    0.667   0.0529     0.72   0.0064 0.000508  0.00691   0.0633   0.0272   0.0904     2.48     1.67     50.2     7.97        0        0        0
-2006       10       29     1.58    0.126     1.71   0.0152  0.00121   0.0164    0.151   0.0647    0.216     2.48     1.66     50.2     7.97        0        0        0
-2006       10       30     1.92    0.152     2.07   0.0184  0.00146   0.0199    0.185   0.0794    0.265     2.48     1.66     50.2     7.97        0        0        0
-2006       10       31    0.746   0.0592    0.805  0.00716 0.000568  0.00773    0.072   0.0309    0.103     2.47     1.66     50.2     7.97        0        0        0
-2006       11        1     1.37    0.109     1.48   0.0132  0.00105   0.0142    0.157   0.0672    0.224     2.47     1.66     50.2     7.97        0        0        0
-2006       11        2    0.954   0.0756     1.03  0.00916 0.000726  0.00988    0.124   0.0534    0.177     2.47     1.66     50.2     7.97        0        0        0
-2006       11        3     1.09   0.0862     1.17   0.0104 0.000828   0.0113    0.124   0.0533    0.177     2.47     1.66     50.2     7.97        0        0        0
-2006       11        4     1.42    0.113     1.54   0.0137  0.00108   0.0147    0.153   0.0657    0.219     2.47     1.66     50.2     7.97        0        0        0
-2006       11        5    0.744    0.059    0.803  0.00714 0.000567  0.00771   0.0761   0.0327    0.109     2.47     1.66     50.2     7.97        0        0        0
-2006       11        6    0.832    0.066    0.898  0.00799 0.000634  0.00862   0.0886   0.0381    0.127     2.47     1.66     50.2     7.97        0        0        0
-2006       11        7     1.04   0.0828     1.13     0.01 0.000795   0.0108    0.129   0.0554    0.184     2.46     1.66     50.2     7.97        0        0        0
-2006       11        8    0.598   0.0475    0.646  0.00574 0.000456   0.0062   0.0629   0.0271     0.09     2.46     1.65     50.2     7.97        0        0        0
-2006       11        9     1.57    0.125      1.7   0.0151   0.0012   0.0163    0.159   0.0682    0.227     2.46     1.65     50.2     7.97        0        0        0
-2006       11       10     1.11   0.0883      1.2   0.0107 0.000848   0.0115    0.131   0.0564    0.188     2.46     1.65     50.2     7.97        0        0        0
-2006       11       11    0.967   0.0767     1.04  0.00928 0.000737     0.01    0.102   0.0439    0.146     2.46     1.65     50.2     7.97        0        0        0
-2006       11       12    0.635   0.0504    0.685  0.00609 0.000484  0.00658   0.0698     0.03   0.0998     2.46     1.65     50.2     7.97        0        0        0
-2006       11       13     0.35   0.0278    0.378  0.00336 0.000267  0.00363   0.0341   0.0147   0.0488     2.46     1.65     50.2     7.97        0        0        0
-2006       11       14    0.469   0.0372    0.506   0.0045 0.000357  0.00486    0.045   0.0194   0.0644     2.45     1.65     50.2     7.97        0        0        0
-2006       11       15    0.677   0.0537    0.731   0.0065 0.000516  0.00701   0.0644   0.0277   0.0921     2.45     1.65     50.2     7.97        0        0        0
-2006       11       16    0.294   0.0233    0.317  0.00282 0.000224  0.00304   0.0281   0.0121   0.0402     2.45     1.65     50.2     7.97        0        0        0
-2006       11       17     1.31    0.104     1.42   0.0126 0.000999   0.0136    0.129   0.0553    0.184     2.45     1.64     50.2     7.97        0        0        0
-2006       11       18    0.986   0.0783     1.06  0.00947 0.000752   0.0102    0.104   0.0445    0.148     2.45     1.64     50.2     7.97        0        0        0
-2006       11       19    0.335   0.0266    0.362  0.00322 0.000255  0.00347   0.0454   0.0196    0.065     2.45     1.64     50.2     7.97        0        0        0
-2006       11       20    0.136   0.0108    0.147   0.0013 0.000104  0.00141   0.0156  0.00672   0.0223     2.44     1.64     50.2     7.97        0        0        0
-2006       11       21    0.722   0.0573    0.779  0.00693  0.00055  0.00748   0.0814   0.0351    0.116     2.44     1.64     50.2     7.97        0        0        0
-2006       11       22    0.739   0.0587    0.798   0.0071 0.000564  0.00766   0.0893   0.0385    0.128     2.44     1.64     50.2     7.97        0        0        0
-2006       11       23    0.195   0.0155    0.211  0.00188 0.000149  0.00203   0.0191  0.00827   0.0274     2.44     1.64     50.2     7.97        0        0        0
-2006       11       24    0.652   0.0518    0.704  0.00626 0.000497  0.00676   0.0644   0.0277   0.0921     2.44     1.64     50.2     7.97        0        0        0
-2006       11       25    0.345   0.0274    0.373  0.00332 0.000263  0.00358   0.0332   0.0143   0.0475     2.44     1.63     50.2     7.97        0        0        0
-2006       11       26    0.815   0.0647     0.88  0.00783 0.000621  0.00845     0.08   0.0344    0.114     2.43     1.63     50.2     7.97        0        0        0
-2006       11       27     1.11   0.0882      1.2   0.0107 0.000846   0.0115    0.107   0.0458    0.152     2.43     1.63     50.2     7.97        0        0        0
-2006       11       28    0.672   0.0534    0.725  0.00645 0.000512  0.00696   0.0645   0.0278   0.0923     2.43     1.63     50.2     7.97        0        0        0
-2006       11       29     1.07   0.0848     1.15   0.0102 0.000814   0.0111    0.111    0.048    0.159     2.43     1.63     50.2     7.97        0        0        0
-2006       11       30    0.778   0.0618     0.84  0.00747 0.000593  0.00806    0.104    0.045    0.149     2.43     1.63     50.2     7.97        0        0        0
-2006       12        1     0.54   0.0429    0.583  0.00519 0.000412   0.0056   0.0585   0.0252   0.0836     2.43     1.63     50.2     7.97        0        0        0
-2006       12        2    0.256   0.0203    0.276  0.00245 0.000195  0.00265   0.0264   0.0114   0.0377     2.42     1.63     50.2     7.98        0        0        0
-2006       12        3    0.231   0.0184     0.25  0.00222 0.000176   0.0024   0.0244   0.0105   0.0349     2.42     1.63     50.2     7.98        0        0        0
-2006       12        4    0.661   0.0525    0.714  0.00635 0.000504  0.00685   0.0663   0.0286   0.0949     2.42     1.62     50.2     7.98        0        0        0
-2006       12        5    0.345   0.0274    0.372  0.00331 0.000263  0.00357   0.0328   0.0142    0.047     2.42     1.62     50.2     7.98        0        0        0
-2006       12        6    0.459   0.0365    0.496  0.00441  0.00035  0.00476   0.0477   0.0206   0.0682     2.42     1.62     50.2     7.98        0        0        0
-2006       12        7   0.0895  0.00711   0.0967  0.00086 6.83e-05 0.000928  0.00962  0.00417   0.0138     2.42     1.62     50.2     7.98        0        0        0
-2006       12        8    0.202   0.0161    0.218  0.00194 0.000154   0.0021    0.021  0.00906     0.03     2.41     1.62     50.2     7.98        0        0        0
-2006       12        9    0.595   0.0472    0.642  0.00571 0.000454  0.00616   0.0736   0.0318    0.105     2.41     1.62     50.2     7.98        0        0        0
-2006       12       10    0.709   0.0563    0.765   0.0068 0.000541  0.00735    0.102   0.0439    0.146     2.41     1.62     50.2     7.98        0        0        0
-2006       12       11   0.0465   0.0037   0.0502 0.000447 3.55e-05 0.000482  0.00574  0.00249  0.00824     2.41     1.62     50.2     7.98        0        0        0
-2006       12       12    0.792   0.0629    0.855   0.0076 0.000604  0.00821   0.0921   0.0398    0.132     2.41     1.62     50.2     7.98        0        0        0
-2006       12       13    0.286   0.0227    0.308  0.00274 0.000218  0.00296   0.0298   0.0129   0.0427     2.41     1.61     50.2     7.98        0        0        0
-2006       12       14    0.472   0.0375    0.509  0.00453  0.00036  0.00489   0.0514   0.0222   0.0736     2.41     1.61     50.2     7.98        0        0        0
