Year	Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	WS
2002	11	30	0.14067	3.03414	4.431	0.9569	0.264807	5.3893	5.6	27.4046	-9999	-9999	-9999
2002	12	1	0.391428	1.64205	2.6554	0.5845	0.159463	4.81401	0	27.1308	-9999	-9999	-9999
2002	12	2	0.860112	4.23653	5.0023	2.4012	0.70655	5.08051	0	26.6355	-9999	-9999	-9999
2002	12	3	0.131778	4.31251	4.8489	2.5389	0.265432	5.40322	1.8	26.5924	-9999	-9999	-9999
2002	12	4	0.059256	2.58189	3.4509	1.3782	0.533798	5.01658	0.6	26.6853	-9999	-9999	-9999
2002	12	5	0.129546	1.55518	2.7908	-0.2626	0.81158	4.62246	0	26.6431	-9999	-9999	-9999
2002	12	6	0.368676	0.448375	1.7513	-0.3224	1.38278	3.94376	0	26.5056	-9999	-9999	-9999
2002	12	7	1.13821	0.838877	1.2802	0.5326	1.49147	3.55784	0	26.2472	-9999	-9999	-9999
2002	12	8	0.657648	0.788871	1.8954	-0.6337	0.994633	3.385	0	26.164	-9999	-9999	-9999
2002	12	9	0.294174	-0.715329	-0.2152	-1.0469	0.956433	3.16383	0	26.1302	-9999	-9999	-9999
2002	12	10	0.72585	-1.75184	-1.0462	-3.5157	0.80162	2.83202	0	26.0218	-9999	-9999	-9999
2002	12	11	1.38011	-1.8992	2.4474	-4.5781	0.198677	2.46129	0	25.9831	-9999	-9999	-9999
2002	12	12	2.21781	-2.07774	1.2073	-5.8027	0.310491	2.29658	0	25.9294	-9999	-9999	-9999
2002	12	13	0.604404	-4.78391	-2.8629	-5.6457	-0.0148551	1.88646	0	25.8948	-9999	-9999	-9999
2002	12	14	1.91714	-1.11161	0.8093	-3.5412	0.152819	1.768	0	26.0228	-9999	-9999	-9999
2002	12	15	0.14895	-0.581604	0.3046	-1.3212	0.834012	1.85329	0	25.8923	-9999	-9999	-9999
2002	12	16	0.195156	-0.0174312	0.5273	-0.7866	0.453647	2.03497	0	25.7203	-9999	-9999	-9999
2002	12	17	0.428292	-0.504723	0.3526	-2.6681	0.415828	2.40388	0	25.6865	-9999	-9999	-9999
2002	12	18	1.05739	0.861221	3.7509	-2.2203	0.199433	2.44074	0	25.6451	-9999	-9999	-9999
2002	12	19	0.575244	-1.20334	-0.1576	-3.5249	-0.115704	1.92728	0	25.5376	-9999	-9999	-9999
2002	12	20	0.558738	0.0694417	1.2442	-0.4123	0.126626	2.28301	0	25.5699	-9999	-9999	-9999
2002	12	21	0.477684	0.899856	2.2569	-1.3173	0.50715	2.80308	0.2	25.5042	-9999	-9999	-9999
2002	12	22	1.0881	-2.30188	-0.9914	-4.7923	0.755635	1.88431	0	25.5075	-9999	-9999	-9999
2002	12	23	2.07056	-1.07119	0.3056	-2.1934	1.0946	1.59547	0	25.6979	-9999	-9999	-9999
2002	12	24	1.2359	-2.01054	-1.7145	-2.3237	2.33425	1.3265	0	25.8119	-9999	-9999	-9999
2002	12	25	0.682848	-2.22812	-2.0108	-2.5966	1.81961	1.0628	0	25.8608	-9999	-9999	-9999
2002	12	26	0.199044	-0.415385	0.7963	-2.0375	0.639851	1.17184	1.6	25.6464	-9999	-9999	-9999
2002	12	27	0.28494	0.872733	2.3412	-1.11625	0.969286	1.88363	13.4	26.2603	-9999	-9999	-9999
2002	12	28	0.213084	2.93404	5.0591	-1.33646	1.99191	2.80592	9.80426	27.7777	-9999	-9999	-9999
2002	12	29	0.337518	0.781204	4.3757	-1.2964	1.94418	3.05827	0.6	27.6213	-9999	-9999	-9999
2002	12	30	1.0537	-4.22104	-1.3259	-8.7739	0.345015	2.11682	0	26.9572	-9999	-9999	-9999
2002	12	31	2.86304	-7.91875	-1.09084	-9.9872	0.750784	1.05262	0	26.0992	-9999	-9999	-9999
2003	1	1	1.46119	-6.24018	-3.481	-7.9526	0.263402	0.13446	0	25.857	-9999	-9999	-9999
2003	1	2	1.1517	-2.65362	-2.0775	-3.7639	-0.0143705	0.220999	0	26.894	-9999	-9999	-9999
2003	1	3	0.725921	-4.57558	-3.7872	-6.7212	0.195912	0.402019	0	27.1385	-9999	-9999	-9999
2003	1	4	3.10069	-8.98145	-6.9511	-10.4411	0.240082	0.455915	0	26.8943	-9999	-9999	-9999
2003	1	5	0.69156	-4.61852	-0.9363	-9.7802	0.149733	0.445446	0	26.9402	-9999	-9999	-9999
2003	1	6	2.00758	-7.51911	-3.7806	-11.3178	0.179271	0.573015	0	26.9951	-9999	-9999	-9999
2003	1	7	0.904734	-5.54242	-2.7092	-10.4693	0.18641	0.656852	0	26.9127	-9999	-9999	-9999
2003	1	8	0.779706	-4.08315	-3.069	-5.4924	0.099571	0.776331	0	26.7003	-9999	-9999	-9999
2003	1	9	0.664992	-4.87576	-3.7481	-5.7468	0.113283	0.940991	0	26.7001	-9999	-9999	-9999
2003	1	10	1.37461	-4.818	-2.7242	-7.5242	0.111537	1.06459	0	26.6332	-9999	-9999	-9999
2003	1	11	2.23369	-5.03387	1.3302	-8.6739	0.119488	1.13146	10.4	26.6	-9999	-9999	-9999
2003	1	12	1.45103	-7.86373	-7.4758	-8.6931	0.221558	1.20267	2.4	27.3867	-9999	-9999	-9999
2003	1	13	0.744012	-6.04832	3.3838	-8.6537	0.0706221	1.49373	4.6	28.8058	-9999	-9999	-9999
2003	1	14	1.56884	4.71887	6.6012	-0.469	0.177124	2.8962	3.6	28.2242	-9999	-9999	-9999
2003	1	15	0.348498	4.29304	5.6726	-2.6005	0.575043	3.50886	0.6	27.934	-9999	-9999	-9999
2003	1	16	2.56142	5.04233	6.1729	2.8908	0.984268	3.50284	0	27.6559	-9999	-9999	-9999
2003	1	17	0.580662	3.4826	4.8101	1.3443	0.611814	3.47097	0	27.4708	-9999	-9999	-9999
2003	1	18	1.32255	2.7332	4.2035	1.1697	0.450886	3.06933	0	27.4359	-9999	-9999	-9999
2003	1	19	1.20263	1.98478	3.1327	0.6693	0.653629	3.07574	3	27.4047	-9999	-9999	-9999
2003	1	20	0.84654	4.30009	5.2757	1.7924	0.37786	3.39998	1.6	27.9147	-9999	-9999	-9999
2003	1	21	0.36198	3.40126	4.3599	-0.1525	0.17527	3.6681	6.4	28.3236	-9999	-9999	-9999
2003	1	22	1.43408	-7.72184	-0.2296	-9.305	0.0912571	3.38881	1	28.373	-9999	-9999	-9999
2003	1	23	1.49	-3.67801	3.5981	-8.7276	0.161004	3.20719	0.6	28.1528	-9999	-9999	-9999
2003	1	24	0.861462	0.192194	3.0551	-7.8615	0.290565	3.28142	0	27.8845	-9999	-9999	-9999
2003	1	25	0.308682	2.56463	3.7935	-2.8358	0.298324	3.33178	2.6	27.8173	-9999	-9999	-9999
2003	1	26	1.917	3.24411	5.7231	-1.6971	0.401978	3.81251	1.6	28.071	-9999	-9999	-9999
2003	1	27	0.819306	3.89726	8.5673	-3.114	0.144792	4.60067	2	27.9897	-9999	-9999	-9999
2003	1	28	2.095	3.57105	6.3755	2.181	0.632191	4.34241	9.2	28.5979	-9999	-9999	-9999
2003	1	29	1.05165	0.283771	2.7783	-1.6786	0.352028	3.38776	7.6	29.4495	-9999	-9999	-9999
2003	1	30	2.39328	-4.83471	-1.7996	-7.4525	0.620364	2.48031	0	28.7953	-9999	-9999	-9999
2003	1	31	4.53285	-7.19531	-6.1524	-7.9329	0.671812	1.4837	0	27.3887	-9999	-9999	-9999
2003	2	1	3.43514	-5.1021	-2.9913	-8.429	0.700675	0.682262	0	27.7515	-9999	-9999	-9999
2003	2	2	0.597276	-1.71855	0.49	-3.2224	0.294733	0.604185	0.2	28.2811	-9999	-9999	-9999
2003	2	3	0.842652	0.437679	1.0656	-0.3288	0.278091	0.76126	0	28.2368	-9999	-9999	-9999
2003	2	4	1.18865	-0.209912	0.6759	-0.6887	0.233779	1.0027	0.4	28.2212	-9999	-9999	-9999
2003	2	5	3.84389	-1.01076	0.688	-3.6503	0.401069	1.18569	0	28.0616	-9999	-9999	-9999
2003	2	6	2.22867	-3.56472	-2.7769	-4.9405	0.771224	1.02682	0	27.7524	-9999	-9999	-9999
2003	2	7	1.32469	-1.67466	-0.3	-4.2968	0.210171	0.757021	0.2	27.7462	-9999	-9999	-9999
2003	2	8	0.95742	0.0606125	0.5184	-0.3753	0.0289862	0.864981	0.2	28.2757	-9999	-9999	-9999
2003	2	9	6.11352	-2.04731	-0.2806	-3.5265	0.476317	0.995498	0	27.9373	-9999	-9999	-9999
2003	2	10	4.99681	-2.91791	-0.6704	-4.3477	0.387521	0.707196	0	27.9199	-9999	-9999	-9999
2003	2	11	1.44088	-3.09929	-2.5335	-3.6134	0.310641	0.59396	0	28.0473	-9999	-9999	-9999
2003	2	12	6.6258	-2.68989	0.0708	-4.5279	0.658532	0.433117	0	28.0038	-9999	-9999	-9999
2003	2	13	5.08001	-3.19163	0.1499	-6.034	0.931108	0.0313625	0	27.5133	-9999	-9999	-9999
2003	2	14	0.906714	-3.93771	-0.3892	-9.6273	0.178081	-0.22405	0	27.2408	-9999	-9999	-9999
2003	2	15	1.89666	-1.90415	-0.4725	-3.4612	0.507039	-0.0374583	0	27.6212	-9999	-9999	-9999
2003	2	16	5.09438	-3.6786	-0.7212	-6.5666	0.65532	-0.286906	0	26.8804	-9999	-9999	-9999
2003	2	17	1.23147	-3.26014	-0.43	-6.0766	0.288194	-0.498102	0	26.5808	-9999	-9999	-9999
2003	2	18	1.52935	-3.24214	-2.3177	-4.5224	0.114057	-0.392373	0	27.0333	-9999	-9999	-9999
2003	2	19	5.5015	-2.6006	-0.4893	-4.8642	0.148752	-0.321056	0	27.1499	-9999	-9999	-9999
2003	2	20	9.42727	0.242042	3.7358	-2.0461	1.34325	-0.403408	0	26.8911	-9999	-9999	-9999
2003	2	21	0.896904	-1.49924	-0.8842	-2.1693	0.0883515	-0.26575	0	27.3767	-9999	-9999	-9999
2003	2	22	1.96747	-1.42015	-0.5742	-2.3944	0.273574	-0.159558	0	27.3372	-9999	-9999	-9999
2003	2	23	8.41226	-0.802525	2.8048	-3.5237	0.726488	-0.242771	0	26.9981	-9999	-9999	-9999
2003	2	24	9.14242	-0.249108	4.1895	-3.2365	1.02924	-0.28909	0	26.8766	-9999	-9999	-9999
2003	2	25	3.23346	-3.12927	-1.13	-5.9006	0.100323	-0.296123	0	26.9435	-9999	-9999	-9999
2003	2	26	8.87074	-1.00771	3.4113	-3.7281	0.614783	-0.233535	0.2	27.0089	-9999	-9999	-9999
2003	2	27	1.59237	-2.14774	-1.3917	-3.0899	0.563297	-0.195463	0	27.0608	-9999	-9999	-9999
2003	2	28	5.12546	-3.26424	-1.1491	-4.2439	0.599469	-0.184656	0	27.0554	-9999	-9999	-9999
2003	3	1	2.7108	-1.95339	-0.8136	-3.7323	0.470481	-0.201417	0	26.9429	-9999	-9999	-9999
2003	3	2	4.06944	-1.4679	-1.0141	-2.2604	0.655817	-0.141606	0	27.0365	-9999	-9999	-9999
2003	3	3	3.47152	-2.39315	-1.215	-3.0679	0.848349	-0.149081	0	26.9687	-9999	-9999	-9999
2003	3	4	2.86319	-1.66888	-0.5626	-3.2822	0.858883	-0.16961	0	26.9066	-9999	-9999	-9999
2003	3	5	4.41851	-0.50819	0.6683	-1.9474	1.02721	-0.135156	0	26.8896	-9999	-9999	-9999
2003	3	6	5.61024	-0.0350771	1.5667	-1.5966	1.49271	-0.0855271	0	26.9064	-9999	-9999	-9999
2003	3	7	3.57055	1.16494	3.1426	-0.5185	0.183687	-0.0219874	1.2	26.7626	-9999	-9999	-9999
2003	3	8	3.07721	1.85376	4.4263	-0.1169	0.274896	0.0988667	2.2	26.9422	-9999	-9999	-9999
2003	3	9	2.5173	4.36981	6.0024	2.3679	0.0701131	1.04119	1.8	27.2087	-9999	-9999	-9999
2003	3	10	8.05498	5.41297	9.8849	1.78058	0.818458	2.80365	0	26.84	-9999	-9999	-9999
2003	3	11	5.38859	5.88662	8.4613	4.4443	0.780775	3.1589	2.4	26.7024	-9999	-9999	-9999
2003	3	12	6.21445	3.64354	5.2309	0.7437	1.04325	3.1423	2	27.0148	-9999	-9999	-9999
2003	3	13	13.8587	2.3312	5.8954	0.2529	2.43923	1.96062	0	26.8521	-9999	-9999	-9999
2003	3	14	13.9046	3.30442	6.7382	0.4113	2.26469	1.97188	0	26.687	-9999	-9999	-9999
2003	3	15	13.2416	4.72589	11.4996	0.2245	2.35205	2.17211	0	26.5943	-9999	-9999	-9999
2003	3	16	13.2133	5.16685	9.4077	1.6905	2.39183	2.50393	0	26.4733	-9999	-9999	-9999
2003	3	17	14.0823	4.54042	8.7936	1.5297	1.96042	2.95472	0	26.3504	-9999	-9999	-9999
2003	3	18	14.4642	4.4126	9.285	0.8905	1.75315	2.83111	0	26.3321	-9999	-9999	-9999
2003	3	19	8.99914	3.76344	7.6722	-0.7078	0.969146	3.14438	0	26.3001	-9999	-9999	-9999
2003	3	20	14.1786	1.18386	4.6815	-1.9042	1.34554	2.95191	0	26.3429	-9999	-9999	-9999
2003	3	21	15.0225	-1.08205	1.7786	-3.2502	1.51553	2.09362	0	26.4294	-9999	-9999	-9999
2003	3	22	15.4227	0.898515	5.0882	-3.1531	2.57013	1.82539	0	26.4553	-9999	-9999	-9999
2003	3	23	15.8307	5.80541	14.2421	-4.556	4.94461	2.31497	0	26.3696	-9999	-9999	-9999
2003	3	24	15.9217	-0.320773	12.0011	-6.4406	3.39366	2.93869	0	26.23	-9999	-9999	-9999
2003	3	25	15.4828	-2.82092	1.2318	-9.2794	1.7205	3.70466	0	26.1321	-9999	-9999	-9999
2003	3	26	12.662	-7.00977	0.84412	-13.1023	1.15067	3.35356	-9999	-9999	-9999	-9999	-9999
2003	3	27	11.4957	-5.68042	3.06667	-13.0102	1.07474	3.67114	-9999	-9999	-9999	-9999	-9999
2003	3	28	14.4448	-1.37701	3.1996	-4.05516	1.45176	4.04834	-9999	-9999	-9999	-9999	-9999
2003	3	29	13.8673	-1.48905	1.8614	-4.4766	1.45092	4.11262	0	26.0737	-9999	-9999	-9999
2003	3	30	13.7625	-4.18649	-0.8384	-7.4014	0.94033	4.29431	0	25.9954	-9999	-9999	-9999
2003	3	31	17.9923	-4.61366	-2.3857	-7.5612	1.70732	4.25388	0	25.9958	-9999	-9999	-9999
2003	4	1	8.74348	3.2263	12.2765	-7.6914	2.16387	4.24198	1.2	25.997	-9999	-9999	-9999
2003	4	2	9.98534	6.69288	9.633	4.4415	1.70083	4.70278	0.6	25.9291	-9999	-9999	-9999
2003	4	3	19.2825	5.31781	6.4743	3.3138	2.83935	4.2219	0	25.9481	-9999	-9999	-9999
2003	4	4	6.6636	6.31393	10.4316	2.1721	1.52931	3.58776	0	25.9836	-9999	-9999	-9999
2003	4	5	18.9668	5.40592	8.3891	3.0426	3.42548	3.4531	0	26.0006	-9999	-9999	-9999
2003	4	6	17.4672	1.67495	3.0765	0.5015	3.81442	2.91382	0	26.0308	-9999	-9999	-9999
2003	4	7	18.6184	0.50096	2.0476	-1.7841	3.73539	2.46216	0	26.011	-9999	-9999	-9999
2003	4	8	18.4103	1.20542	3.0949	-0.1468	3.05154	2.23959	0.6	25.9928	-9999	-9999	-9999
2003	4	9	8.78116	1.81345	5.001	-1.1182	1.30683	2.01753	2.4	26.1106	-9999	-9999	-9999
2003	4	10	5.80048	3.89785	5.4056	2.4836	0.396538	2.59533	5.8	26.3811	-9999	-9999	-9999
2003	4	11	7.61593	5.32164	7.4024	3.1159	0.860438	2.87591	3.2	26.821	-9999	-9999	-9999
2003	4	12	8.49436	8.96875	10.6566	6.8972	2.93335	3.65425	0	26.5574	-9999	-9999	-9999
2003	4	13	16.614	8.08183	12.6084	3.5474	2.3221	4.19291	0	26.5108	-9999	-9999	-9999
2003	4	14	20.9329	9.30537	14.3427	4.406	3.11085	4.45745	0	26.4341	-9999	-9999	-9999
2003	4	15	20.9842	9.46126	15.2146	5.1472	4.12625	4.97241	0	26.2488	-9999	-9999	-9999
2003	4	16	21.3022	10.8587	16.6961	4.6571	6.20134	5.49056	0	26.1402	-9999	-9999	-9999
2003	4	17	21.3318	11.6537	15.6778	6.5799	6.04145	5.69706	0	26.1431	-9999	-9999	-9999
2003	4	18	13.4251	7.20439	9.8815	4.7788	3.16906	5.38259	0	26.1506	-9999	-9999	-9999
2003	4	19	20.9358	8.76278	13.9462	4.0526	5.11915	5.65363	0	26.0501	-9999	-9999	-9999
2003	4	20	21.6498	9.80824	14.0093	6.2475	6.44721	5.8779	0	25.9662	-9999	-9999	-9999
2003	4	21	23.0273	10.9202	15.6088	6.0657	7.05461	6.23667	0	25.8728	-9999	-9999	-9999
2003	4	22	23.4489	10.9764	16.9606	5.3948	7.13785	6.46156	0	25.8225	-9999	-9999	-9999
2003	4	23	22.137	12.7261	17.7248	7.5831	6.96662	6.79566	0	25.7588	-9999	-9999	-9999
2003	4	24	21.3398	9.65472	13.8429	5.0818	3.24966	6.8151	0	25.8033	-9999	-9999	-9999
2003	4	25	21.3052	7.00732	10.4607	3.8271	3.10719	6.36045	0	25.8178	-9999	-9999	-9999
2003	4	26	3.89997	8.46663	12.0185	5.9554	1.86082	6.15036	3.8	25.7705	-9999	-9999	-9999
2003	4	27	11.8183	11.6331	14.5428	7.4773	1.5169	6.78219	10	27.3846	-9999	-9999	-9999
2003	4	28	17.4831	13.899	16.7337	11.0331	1.99184	7.67073	4	26.8488	-9999	-9999	-9999
2003	4	29	17.1251	13.5535	15.6941	10.476	2.46878	8.59742	3.2	27.3717	-9999	-9999	-9999
2003	4	30	14.3268	13.1955	17.422	9.4987	2.7807	8.51161	20.4	27.5468	-9999	-9999	-9999
2003	5	1	12.9703	12.2396	14.734	8.1085	1.81477	8.52635	3.4	28.5944	-9999	-9999	-9999
2003	5	2	16.5284	12.9594	15.1692	10.5939	2.4239	8.66111	0	28.1917	-9999	-9999	-9999
2003	5	3	8.48201	12.6598	14.5753	10.3489	1.44543	8.62431	9	28.6755	-9999	-9999	-9999
2003	5	4	17.3744	13.5605	17.6352	9.6871	3.25732	8.6111	0	28.1549	-9999	-9999	-9999
2003	5	5	16.5574	16.3718	22.3402	12.1382	5.17621	9.42824	0	27.6598	-9999	-9999	-9999
2003	5	6	7.05379	13.8391	16.7026	10.075	1.81331	9.3885	3.06383	27.7782	-9999	-9999	-9999
2003	5	7	17.7634	12.1348	16.4944	9.6145	3.09462	8.84098	0	27.4248	-9999	-9999	-9999
2003	5	8	23.3646	13.2421	18.0015	8.3178	4.44566	9.11587	0	27.123	-9999	-9999	-9999
2003	5	9	20.109	11.0067	14.2115	7.4672	3.00476	9.07713	0	26.8876	-9999	-9999	-9999
2003	5	10	15.9372	12.9359	15.0845	10.1123	3.15309	8.88487	1	26.6844	-9999	-9999	-9999
2003	5	11	26.5113	14.0395	17.339	10.1709	5.17923	9.09618	0	26.5751	-9999	-9999	-9999
2003	5	12	13.0163	13.5385	15.694	10.1395	2.81595	9.27199	7.09565	27.2506	-9999	-9999	-9999
2003	5	13	12.3417	10.768	14.8181	7.2065	1.50812	9.02644	4	27.4187	-9999	-9999	-9999
2003	5	14	19.7313	8.54299	11.1886	6.0864	2.379	8.44735	0	27.0777	-9999	-9999	-9999
2003	5	15	15.9681	7.82577	9.4777	6.0202	2.77124	8.13286	0.6	26.7411	-9999	-9999	-9999
2003	5	16	17.1712	7.53891	9.7289	4.4088	3.1219	7.7205	0	26.5769	-9999	-9999	-9999
2003	5	17	16.5801	9.95548	13.6366	6.0464	3.08799	7.80621	0	26.4976	-9999	-9999	-9999
2003	5	18	16.5927	12.0056	16.3778	7.986	2.1534	8.67494	1.4	26.3583	-9999	-9999	-9999
2003	5	19	14.86	13.8773	16.8324	10.5379	2.06781	9.15987	0.817021	26.1876	-9999	-9999	-9999
2003	5	20	15.3824	11.9989	13.8758	8.1239	1.94618	9.2373	7.6	26.6232	-9999	-9999	-9999
2003	5	21	16.0858	11.7062	13.6643	8.4191	2.16301	9.01277	1.63404	27.1773	-9999	-9999	-9999
2003	5	22	12.6585	14.3205	15.608	13.2151	2.86425	9.26797	0.208696	26.731	-9999	-9999	-9999
2003	5	23	9.99551	15.3064	18.0679	12.1087	1.07388	9.83482	11.2	28.0805	-9999	-9999	-9999
2003	5	24	9.27205	16.2718	19.9775	14.044	1.19572	10.1648	6.8	27.9006	-9999	-9999	-9999
2003	5	25	24.3272	18.1734	24.2882	12.6206	3.12171	10.9937	0	27.9378	-9999	-9999	-9999
2003	5	26	21.4391	15.0192	17.5157	13.3323	2.93967	10.7386	0	27.2587	-9999	-9999	-9999
2003	5	27	24.4079	15.9633	19.4197	12.2163	4.10475	10.3278	0	26.7982	-9999	-9999	-9999
2003	5	28	22.0965	17.5127	19.8211	14.7536	5.91344	10.3486	0	26.4783	-9999	-9999	-9999
2003	5	29	26.658	17.4194	20.701	14.0299	5.94349	10.6204	0	26.1767	-9999	-9999	-9999
2003	5	30	27.752	18.5717	21.5554	14.1077	6.53491	10.9054	0	25.9101	-9999	-9999	-9999
2003	5	31	28.5701	18.2614	20.2037	15.3315	4.91345	11.1791	0	25.6824	-9999	-9999	-9999
2003	6	1	29.2475	17.9682	22.3691	13.3957	5.22154	11.2652	0	25.3897	-9999	-9999	-9999
2003	6	2	29.5246	15.4444	17.9589	12.6724	5.27649	11.09	0	25.1072	-9999	-9999	-9999
2003	6	3	24.4209	18.09	22.9204	12.498	6.3486	11.5476	0	24.8514	-9999	-9999	-9999
2003	6	4	21.2337	20.8868	26.0057	15.2443	6.32488	12.3812	0	24.5259	-9999	-9999	-9999
2003	6	5	21.5094	20.5355	23.8153	15.0772	3.75862	12.9777	1.2	24.34	-9999	-9999	-9999
2003	6	6	23.0485	17.442	20.0373	15.1786	4.52133	12.4667	0	23.9065	-9999	-9999	-9999
2003	6	7	14.3757	18.1452	21.5237	16.1518	2.89774	12.4215	1	23.6674	-9999	-9999	-9999
2003	6	8	20.8685	19.225	24.7404	16.0215	3.13624	12.7406	6.94468	23.9276	-9999	-9999	-9999
2003	6	9	7.30109	14.3471	16.6453	12.94	1.68562	12.4612	0.208696	24.8501	-9999	-9999	-9999
2003	6	10	18.6048	14.5499	17.5804	11.2911	3.0859	12.1784	3.26809	24.3667	-9999	-9999	-9999
2003	6	11	24.3737	16.0415	19.7814	12.6449	2.50463	12.6675	3.6	25.0849	-9999	-9999	-9999
2003	6	12	27.0271	15.147	18.3976	11.7014	4.02468	12.4774	0	24.4124	-9999	-9999	-9999
2003	6	13	28.0236	14.5465	18.0368	11.1567	4.18327	12.3257	0	23.9566	-9999	-9999	-9999
2003	6	14	21.1648	13.9385	16.644	10.8648	3.10029	12.0991	0	23.6121	-9999	-9999	-9999
2003	6	15	18.0709	12.4664	15.6012	9.8829	2.18598	11.6886	5.8	23.3374	-9999	-9999	-9999
2003	6	16	27.9379	14.3712	17.8732	11.4556	3.36551	11.9583	0.2	24.1866	-9999	-9999	-9999
2003	6	17	28.7099	14.4861	17.7645	10.2997	4.26898	11.9183	0	23.5004	-9999	-9999	-9999
2003	6	18	12.2055	14.5045	17.2271	10.6215	2.27962	11.9844	0	23.2194	-9999	-9999	-9999
2003	6	19	16.4586	15.0414	17.5881	12.9311	2.71823	12.2236	1.4	22.9455	-9999	-9999	-9999
2003	6	20	21.06	12.4619	14.4911	8.8027	2.37151	11.6746	3.6	22.8244	-9999	-9999	-9999
2003	6	21	15.0571	13.0456	15.1957	11.562	2.74852	11.4916	0	22.5781	-9999	-9999	-9999
2003	6	22	22.2979	13.5923	16.0704	11.2431	3.75121	11.582	0	22.1603	-9999	-9999	-9999
2003	6	23	11.6718	14.4737	18.8536	10.2601	1.6045	11.752	7.8	22.0758	-9999	-9999	-9999
2003	6	24	12.6356	13.7128	15.2121	12.2589	1.99792	12.0492	1.02128	23.2149	-9999	-9999	-9999
2003	6	25	13.0147	14.287	16.8075	12.256	2.29945	11.98	0	22.7149	-9999	-9999	-9999
2003	6	26	28.4118	18.2201	22.5364	12.2147	6.99405	12.6296	0	22.0692	-9999	-9999	-9999
2003	6	27	28.3017	18.4587	23.0952	13.7365	6.36333	13.1683	0	21.4725	-9999	-9999	-9999
2003	6	28	23.9368	17.9008	23.2874	12.5072	5.69489	13.2806	0	20.7903	-9999	-9999	-9999
2003	6	29	10.3036	15.6003	19.7728	12.3522	1.6618	13.001	2.2	20.6721	-9999	-9999	-9999
2003	6	30	18.4665	15.9549	22.1112	14.1257	3.19452	12.9214	-9999	-9999	-9999	-9999	-9999
2003	7	1	9.84944	14.6388	18.4136	12.3231	1.50708	12.797	12.2553	22.6899	-9999	-9999	-9999
2003	7	2	14.5746	15.7137	19.3803	13.2807	1.90228	13.1071	2.50435	23.2552	-9999	-9999	-9999
2003	7	3	13.5892	15.0042	18.113	11.8553	1.11477	13.1599	6.2	23.0422	-9999	-9999	-9999
2003	7	4	7.68278	14.6675	17.0962	12.8739	0.411222	13.2619	15.2	27.2418	-9999	-9999	-9999
2003	7	5	24.4483	17.2329	20.5389	14.7685	3.34254	13.7832	0.204255	26.7087	-9999	-9999	-9999
2003	7	6	9.88295	14.688	17.5163	13.2293	2.43152	13.4104	0	25.5162	-9999	-9999	-9999
2003	7	7	16.9501	14.8461	17.9717	12.5479	3.42842	13.0785	0	24.6887	-9999	-9999	-9999
2003	7	8	19.627	16.1293	19.5623	11.6276	2.92067	13.2786	0	24.0281	-9999	-9999	-9999
2003	7	9	16.8205	16.1694	18.6414	13.1961	3.13588	13.5632	0	23.3851	-9999	-9999	-9999
2003	7	10	26.6112	16.9123	21.0754	12.5772	4.03673	13.6051	0	22.8242	-9999	-9999	-9999
2003	7	11	17.2974	16.6656	21.0711	12.2425	2.71914	13.8506	8.8	22.8168	-9999	-9999	-9999
2003	7	12	23.8537	14.9721	18.0243	11.7134	3.48409	13.4007	0	23.9005	-9999	-9999	-9999
2003	7	13	29.2675	16.8497	20.6894	11.9214	4.51579	13.5619	0	23.0268	-9999	-9999	-9999
2003	7	14	27.9112	19.729	24.9624	13.4665	5.96385	14.2637	0	22.2414	-9999	-9999	-9999
2003	7	15	24.9379	21.1613	26.0574	15.616	5.83981	15.0472	0	21.3342	-9999	-9999	-9999
2003	7	16	19.0734	19.7054	22.773	16.6417	3.53037	15.2987	0	20.6182	-9999	-9999	-9999
2003	7	17	14.1481	19.9041	22.5891	16.8009	2.84388	15.4829	0.2	20.0351	-9999	-9999	-9999
2003	7	18	8.12914	17.4751	19.5031	16.1809	1.13642	15.2558	10	21.6631	-9999	-9999	-9999
2003	7	19	22.7265	19.0297	22.7097	14.3766	4.67747	15.1662	0	21.4901	-9999	-9999	-9999
2003	7	20	27.1279	20.527	25.1989	15.5948	6.94928	15.5225	0	20.2034	-9999	-9999	-9999
2003	7	21	7.71278	19.6686	22.5251	17.0735	2.24266	15.6751	0	19.4918	-9999	-9999	-9999
2003	7	22	21.811	19.6364	23.853	15.9719	4.34577	15.785	2	19.4362	-9999	-9999	-9999
2003	7	23	23.7709	21.0609	26.8906	14.6582	6.62885	15.424	0	18.7191	-9999	-9999	-9999
2003	7	24	20.5814	24.1032	28.3853	20.788	5.55551	15.3672	1.2	17.899	-9999	-9999	-9999
2003	7	25	23.2316	22.0812	25.677	17.8091	5.713	15.6247	0.2	17.2862	-9999	-9999	-9999
2003	7	26	12.6239	21.295	24.3978	17.7023	4.78043	15.5049	4	18.005	-9999	-9999	-9999
2003	7	27	10.956	22.4838	25.6181	19.7894	3.84896	15.6508	5	17.9098	-9999	-9999	-9999
2003	7	28	18.9383	22.5803	25.594	19.7765	6.09635	15.5831	0	17.9128	-9999	-9999	-9999
2003	7	29	22.2847	22.1723	26.4716	15.3624	8.84333	15.1944	0	16.8796	-9999	-9999	-9999
2003	7	30	18.7814	24.1102	27.0919	21.3424	9.01549	15.1536	0	16.0033	-9999	-9999	-9999
