year,mo,day,leFMDS_Wm2,hFMDS_Wm2
1996,1,1,11.6663702083333,32.650368125
1996,1,2,15.7030229166667,36.4700241666667
1996,1,3,12.5345341458333,38.3486583333333
1996,1,4,11.6663702083333,32.650368125
1996,1,5,15.7030229166667,36.4700241666667
1996,1,6,12.5345341458333,38.3486583333333
1996,1,7,11.6663702083333,32.650368125
1996,1,8,15.7030229166667,36.4700241666667
1996,1,9,12.5345341458333,38.3486583333333
1996,1,10,11.6663702083333,32.650368125
1996,1,11,15.7030229166667,36.4700241666667
1996,1,12,12.5345341458333,38.3486583333333
1996,1,13,11.6663702083333,32.650368125
1996,1,14,15.7030229166667,36.4700241666667
1996,1,15,12.5345341458333,38.3486583333333
1996,1,16,11.6663702083333,32.650368125
1996,1,17,15.7030229166667,36.4700241666667
1996,1,18,12.5345341458333,38.3486583333333
1996,1,19,11.6663702083333,32.650368125
1996,1,20,15.7030229166667,36.4700241666667
1996,1,21,12.5345341458333,38.3486583333333
1996,1,22,11.6663702083333,32.650368125
1996,1,23,15.7030229166667,36.4700241666667
1996,1,24,12.5345341458333,38.3486583333333
1996,1,25,11.6663702083333,32.650368125
1996,1,26,15.7030229166667,36.4700241666667
1996,1,27,12.5345341458333,38.3486583333333
1996,1,28,11.6663702083333,32.650368125
1996,1,29,15.7030229166667,36.4700241666667
1996,1,30,12.5345341458333,38.3486583333333
1996,1,31,11.6663702083333,32.650368125
1996,2,1,13.9756075625,41.811071875
1996,2,2,10.7911081666667,38.65633375
1996,2,3,9.6786693125,27.8304395833333
1996,2,4,13.6336215833333,34.60143125
1996,2,5,10.4970798125,32.1640458333333
1996,2,6,11.507488125,21.5084083333333
1996,2,7,16.07640875,31.9707208333333
1996,2,8,11.1772046458333,40.75162375
1996,2,9,10.5607429583333,35.9048147916667
1996,2,10,14.2549958541667,35.8727979166667
1996,2,11,10.7538000625,34.1685416666667
1996,2,12,10.3590186875,30.0699916666667
1996,2,13,16.0435610416667,30.4784041666667
1996,2,14,12.7478660416667,31.0708729166667
1996,2,15,10.4892352708333,36.514688125
1996,2,16,14.8226756666667,42.9812229166667
1996,2,17,11.3653608125,35.8818416666667
1996,2,18,10.4036153541667,30.9612
1996,2,19,14.9473266666667,38.1192375
1996,2,20,12.999128125,30.2310604166667
1996,2,21,12.1848975,26.6538354166667
1996,2,22,15.1445408958333,44.5275404166667
1996,2,23,11.9587669166667,43.2081225
1996,2,24,10.5663802708333,30.7691485416667
1996,2,25,14.778517375,38.6024652083333
1996,2,26,11.7044063125,37.5628770833333
1996,2,27,12.1351304166667,25.3421172916667
1996,2,28,16.6888160416667,34.9772616666667
1996,2,29,12.0569988125,43.7552354166667
1996,3,1,11.190647125,37.0478458333333
1996,3,2,15.1692125208333,38.84157625
1996,3,3,11.8192689166667,38.86159375
1996,3,4,11.0232781041667,31.9588152083333
1996,3,5,16.6079283333333,33.862045
1996,3,6,13.432095625,34.9472916666667
1996,3,7,11.1138269375,37.5564691666667
1996,3,8,15.577869625,44.4850879166667
1996,3,9,11.8823591875,38.32855625
1996,3,10,10.9092055208333,32.1456708333333
1996,3,11,15.4176050416667,39.0628533333333
1996,3,12,13.4142827083333,34.2908458333333
1996,3,13,12.4856175,28.8257104166667
1996,3,14,15.5549988125,44.5617110416667
1996,3,15,12.4796373333333,43.9740008333333
1996,3,16,11.0445516458333,31.99865
1996,3,17,15.265483375,39.5139783333333
1996,3,18,12.2649444791667,39.1757979166667
1996,3,19,12.353233125,27.46661875
1996,3,20,16.7660064583333,35.8617179166667
1996,3,21,12.5099100625,44.1166458333333
1996,3,22,11.5548979583333,37.03324
1996,3,23,15.4714186875,39.16973875
1996,3,24,12.2557342916667,39.507225
1996,3,25,11.3600389791667,32.6585583333333
1996,3,26,16.6500658333333,35.0852075
1996,3,27,13.64395375,36.11700625
1996,3,28,11.4138344375,37.4095291666667
1996,3,29,15.8108337916667,43.8284745833333
1996,3,30,12.3739225208333,39.3444875
1996,3,31,11.2238392291667,33.0361166666667
1996,4,1,21.1187175,33.0375043541667
1996,4,2,14.569411875,16.8809922291667
1996,4,3,27.233980625,54.7813591666667
1996,4,4,24.8665173541667,53.3648104166667
1996,4,5,18.5389223541667,52.27847875
1996,4,6,20.0611283395833,59.6696172916667
1996,4,7,17.2328440833333,50.870145625
1996,4,8,18.8296813333333,50.9040235416667
1996,4,9,16.7274,36.37389375
1996,4,10,25.8951302083333,45.9568523333333
1996,4,11,31.4034306875,77.6528577291667
1996,4,12,28.8204966666667,78.278725625
1996,4,13,28.40067363125,75.571321875
1996,4,14,13.17285125,36.70986375
1996,4,15,12.316879,27.3617872916667
1996,4,16,20.7880458333333,55.7299135416667
1996,4,17,10.469236875,6.60728925
1996,4,18,9.91646083333333,-4.58675148541667
1996,4,19,18.9533008333333,29.8278035416667
1996,4,20,17.4862970833333,41.5756864583333
1996,4,21,26.3954054166667,43.7222770833333
1996,4,22,32.1744708333333,54.8720698541667
1996,4,23,17.6727083333333,16.841275
1996,4,24,24.2060416666667,-3.86916666666667
1996,4,25,19.1745833333333,22.0529166666667
1996,4,26,16.25185625,17.1576541666667
1996,4,27,21.359375,36.2514166666667
1996,4,28,5.99333333333333,0.221583333333333
