Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip 	SWC	LAI 
1	1	-9999	-9999	-1.03	-2.33	0.698	-9999	27	-9999	0
1	2	3	-9999	2.67	-1.33	0.698	-9999	0	-9999	0
1	3	5	-9999	7.07	-2.63	0.608	-9999	0	-9999	0
1	4	5	-9999	9.37	-0.33	0.554	-9999	0	-9999	0
1	5	4	-9999	7.57	-1.33	0.588	-9999	0	-9999	0
1	6	5	-9999	10.07	-1.03	0.544	-9999	0	-9999	0
1	7	5	-9999	5.97	-2.13	0.684	-9999	0	-9999	0
1	8	4	-9999	5.87	-2.33	0.741	-9999	0	-9999	0
1	9	5	-9999	7.07	-4.13	0.614	-9999	0	-9999	0
1	10	-9999	-9999	-1.03	-3.93	0.599	-9999	12.6	-9999	0
1	11	-9999	-9999	-0.53	-2.33	0.658	-9999	40.4	-9999	0
1	12	4	-9999	3.47	-4.33	0.624	-9999	2.4	-9999	0
1	13	7	-9999	1.57	-6.73	0.528	-9999	0	-9999	0
1	14	4	-9999	2.17	-6.73	0.358	-9999	0	-9999	0
1	15	6	-9999	4.07	-5.93	0.388	-9999	12.2	-9999	0
1	16	6	-9999	5.27	-4.53	0.488	-9999	0	-9999	0
1	17	2	-9999	1.47	-1.43	0.624	-9999	0	-9999	0
1	18	6	-9999	5.87	-1.33	0.681	-9999	0	-9999	0
1	19	6	-9999	9.77	-1.73	0.654	-9999	0	-9999	0
1	20	6	-9999	9.57	-2.33	0.538	-9999	0	-9999	0
1	21	6	-9999	9.37	-2.33	0.518	-9999	0	-9999	0
1	22	6	-9999	8.47	-2.73	0.491	-9999	0	-9999	0
1	23	6	-9999	7.87	-3.43	0.481	-9999	0	-9999	0
1	24	6	-9999	7.27	-4.23	0.488	-9999	0	-9999	0
1	25	6	-9999	6.87	-2.73	0.468	-9999	0	-9999	0
1	26	5	-9999	4.87	-2.73	0.591	-9999	0	-9999	0
1	27	8	-9999	4.57	-2.73	0.524	-9999	0	-9999	0
1	28	1	-9999	0.97	-2.63	0.434	-9999	10.6	-9999	0
1	29	8	-9999	2.27	-6.43	0.441	-9999	0.4	-9999	0
1	30	8	-9999	-0.63	-10.53	0.26	-9999	0	-9999	0
1	31	8	-9999	1.47	-11.73	0.124	-9999	0	-9999	0
2	1	5	-9999	-2.73	-11.73	0.221	-9999	0	-9999	0
2	2	7	-9999	3.07	-8.43	0.268	-9999	0	-9999	0
2	3	8	-9999	5.27	-3.63	0.348	-9999	0	-9999	0
2	4	7	-9999	12.27	0.97	0.434	-9999	0	-9999	0
2	5	9	-9999	13.47	1.57	0.371	-9999	0	-9999	0
2	6	4	-9999	2.17	-3.13	0.354	-9999	0.2	-9999	0
2	7	4	-9999	3.67	-3.13	0.388	-9999	0	-9999	0
2	8	8	-9999	-1.23	-6.43	0.214	-9999	0.2	-9999	0
2	9	1	-9999	-3.63	-7.33	0.428	-9999	1.6	-9999	0
2	10	10	-9999	-0.63	-7.73	0.441	-9999	0	-9999	0
2	11	10	-9999	-1.03	-7.93	0.281	-9999	0	-9999	0
2	12	10	-9999	-0.23	-10.33	0.266	-9999	0	-9999	0
2	13	10	-9999	0.07	-11.53	0.188	-9999	0	-9999	0
2	14	10	-9999	-0.13	-8.93	0.278	-9999	0	-9999	0
2	15	8	-9999	-1.73	-10.53	0.391	-9999	0	-9999	0
2	16	8	-9999	3.27	-8.73	0.408	-9999	0	-9999	0
2	17	9	-9999	4.77	-1.93	0.541	-9999	0	-9999	0
2	18	11	-9999	8.57	-2.03	0.398	-9999	0	-9999	0
