Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip 	SWC	LAI 
1	1	5	-9999	6.77	-1.93	6.52	-9999	0	-9999	0
1	2	2	-9999	-0.03	-3.33	6.09	-9999	6.6	-9999	0
1	3	5	-9999	9.07	-1.73	5.09	-9999	0	-9999	0
1	4	5	-9999	-0.83	-5.33	5.16	-9999	0	-9999	0
1	5	1	-9999	-2.43	-3.83	5.56	-9999	0	-9999	0
1	6	1	-9999	-1.93	-4.03	6.06	-9999	0	-9999	0
1	7	1	-9999	-0.83	-2.33	6.49	-9999	0	-9999	0
1	8	5	-9999	6.67	-2.23	6.49	-9999	0.8	-9999	0
1	9	2	-9999	2.87	-2.13	6.09	-9999	7.4	-9999	0
1	10	1	-9999	0.77	-1.53	7.19	-9999	1.8	-9999	0
1	11	1	-9999	-0.53	-1.53	7.46	-9999	46.4	-9999	0
1	12	1	-9999	-0.03	-1.63	7.92	-9999	75	-9999	0
1	13	2	-9999	3.37	-0.13	8.89	-9999	53.2	-9999	0
1	14	5	-9999	6.37	-1.23	8.66	-9999	5	-9999	0
1	15	3	-9999	2.97	-2.03	7.19	-9999	0.2	-9999	0
1	16	6	-9999	3.87	-3.53	5.99	-9999	0	-9999	0
1	17	6	-9999	4.97	-3.93	4.72	-9999	0	-9999	0
1	18	6	-9999	3.87	-4.43	4.49	-9999	0	-9999	0
1	19	7	-9999	2.57	-5.23	4.49	-9999	0	-9999	0
1	20	6	-9999	2.77	-5.73	4.86	-9999	0	-9999	0
1	21	2	-9999	-0.13	-3.83	5.36	-9999	0	-9999	0
1	22	1	-9999	-1.33	-3.43	5.82	-9999	0	-9999	0
1	23	1	-9999	-1.83	-3.63	5.99	-9999	0.4	-9999	0
1	24	2	-9999	-0.03	-2.13	6.56	-9999	4.8	-9999	0
1	25	1	-9999	0.37	-1.53	6.99	-9999	1	-9999	0
1	26	2	-9999	0.47	-1.73	6.86	-9999	2.8	-9999	0
1	27	7	-9999	6.77	-3.03	6.82	-9999	2.2	-9999	0
1	28	6	-9999	3.77	-3.93	6.29	-9999	0	-9999	0
1	29	4	-9999	3.27	-1.73	6.79	-9999	0	-9999	0
1	30	7	-9999	4.97	-3.23	5.99	-9999	0	-9999	0
1	31	4	-9999	-1.63	-5.43	4.69	-9999	0	-9999	0
2	1	1	-9999	-2.43	-4.73	5.32	-9999	0	-9999	0
2	2	1	-9999	-1.53	-3.53	5.96	-9999	8	-9999	0
2	3	7	-9999	6.17	-5.03	6.02	-9999	2.4	-9999	0
2	4	7	-9999	3.67	-4.13	5.86	-9999	0	-9999	0
2	5	7	-9999	1.47	-6.93	4.89	-9999	0	-9999	0
2	6	4	-9999	-2.23	-6.93	3.89	-9999	0	-9999	0
2	7	2	-9999	-4.53	-8.83	3.96	-9999	0	-9999	0
2	8	10	-9999	4.07	-10.33	3.19	-9999	0	-9999	0
2	9	9	-9999	5.77	-5.33	2.59	-9999	0	-9999	0
2	10	7	-9999	3.87	-6.63	3.82	-9999	0	-9999	0
2	11	8	-9999	2.17	-7.03	4.26	-9999	0	-9999	0
2	12	7	-9999	-0.83	-8.13	4.79	-9999	0	-9999	0
2	13	4	-9999	0.97	-5.73	5.56	-9999	3.6	-9999	0
2	14	7	-9999	5.27	-6.43	3.46	-9999	0.6	-9999	0
2	15	10	-9999	5.57	-6.83	3.36	-9999	0	-9999	0
2	16	10	-9999	5.87	-5.33	4.36	-9999	0	-9999	0
2	17	11	-9999	8.97	-1.03	4.32	-9999	0	-9999	0
2	18	9	-9999	7.17	-3.73	4.19	-9999	0	-9999	0
2	19	8	-9999	4.57	-3.83	5.82	-9999	0	-9999	0
2	20	4	-9999	0.97	-4.33	4.29	-9999	0.4	-9999	0
2	21	2	-9999	-0.53	-3.93	5.29	-9999	0	-9999	0
2	22	11	-9999	3.57	-8.83	3.29	-9999	5.2	-9999	0
2	23	9	-9999	0.07	-9.83	2.99	-9999	0	-9999	0
2	24	11	-9999	0.37	-9.33	3.52	-9999	0	-9999	0
2	25	11	-9999	4.07	-7.93	4.09	-9999	0	-9999	0
2	26	3	-9999	-1.13	-3.53	5.76	-9999	0	-9999	0
2	27	11	-9999	5.57	-3.73	6.16	-9999	0	-9999	0
2	28	12	-9999	6.07	-3.93	5.96	-9999	0	-9999	0
3	1	12	-9999	18.7	9.6	3.62	-9999	0	-9999	0
3	2	13	-9999	18.7	10.1	1.89	-9999	0	-9999	0
3	3	14	-9999	17.5	7.4	1.82	-9999	0	-9999	0
3	4	14	-9999	21.9	8.7	2.06	-9999	0	-9999	0
3	5	13	-9999	20.5	8.9	3.12	-9999	0	-9999	0
3	6	13	-9999	19.5	9.2	3.99	-9999	0	-9999	0
3	7	2	-9999	13.8	10.2	5.42	-9999	0	-9999	0
3	8	13	-9999	17.7	8	5.52	-9999	0.2	-9999	0
3	9	6	-9999	16.3	8.4	4.89	-9999	0	-9999	0
3	10	9	-9999	14.4	7.1	4.26	-9999	0	-9999	0
3	11	15	-9999	13.7	8.4	4.09	-9999	0	-9999	0
3	12	13	-9999	17.3	7.5	4.09	-9999	0	-9999	0
3	13	11	-9999	20.2	7.9	4.56	-9999	0	-9999	0
3	14	2	-9999	19.6	9.4	5.12	-9999	0	-9999	0
3	15	15	-9999	21.2	8.9	5.82	-9999	0.2	-9999	0
3	16	12	-9999	21.7	8.8	7.16	-9999	0	-9999	0
3	17	9	-9999	19.7	7.2	8.49	-9999	0.8	-9999	0
3	18	15	-9999	17.2	6.9	8.39	-9999	5	-9999	0
3	19	10	-9999	13.4	6.9	8.19	-9999	2.8	-9999	0
3	20	14	-9999	8.5	2.2	6.99	-9999	0.2	-9999	0
3	21	9	-9999	11.2	2.3	7.06	-9999	0	-9999	0
3	22	10	-9999	9.7	4	7.79	-9999	0.4	-9999	0
3	23	15	-9999	13.5	2.6	8.72	-9999	2.8	-9999	0
3	24	9	-9999	12.1	4	9.29	-9999	0	-9999	0
3	25	12	-9999	13.7	3.4	9.29	-9999	0.2	-9999	0
3	26	3	-9999	16.2	5	10.52	-9999	0	-9999	0
3	27	9	-9999	15.5	5.5	8.79	-9999	0	-9999	0
3	28	18	-9999	14.2	6.3	6.26	-9999	0	-9999	0
3	29	18	-9999	14.3	7.5	4.36	-9999	0	-9999	0
3	30	19	-9999	17.3	8.6	3.86	-9999	0	-9999	0
3	31	20	-9999	18.5	6.2	3.22	-9999	0	-9999	0
4	1	8	-9999	20.2	7.5	6.09	-9999	0	-9999	0
4	2	18	-9999	22	10.4	5.86	-9999	1.4	-9999	0
4	3	11	-9999	18.2	9.1	4.59	-9999	0	-9999	0
4	4	13	-9999	13.6	9.7	4.59	-9999	0	-9999	0
4	5	13	-9999	18.4	9.7	5.79	-9999	0	-9999	0
4	6	11	-9999	21.6	8.4	7.39	-9999	0	-9999	0
4	7	18	-9999	20.5	7.7	6.99	-9999	0.2	-9999	0
4	8	18	-9999	20.1	7.7	7.22	-9999	0	-9999	0
4	9	21	-9999	21.4	8.1	6.89	-9999	0	-9999	0
4	10	19	-9999	22.7	8.3	7.29	-9999	0	-9999	0
4	11	19	-9999	24	9.6	8.92	-9999	0	-9999	0
4	12	22	-9999	25.9	12	6.95	-9999	0	-9999	0
4	13	17	-9999	25.8	14.6	6.69	-9999	0	-9999	0
4	14	15	-9999	21.1	12.4	5.69	-9999	0	-9999	0
4	15	23	-9999	25.3	10.8	2.86	-9999	0	-9999	0
4	16	23	-9999	26.3	13.8	3.69	-9999	0	-9999	0
4	17	17	-9999	23.5	11.9	5.59	-9999	0	-9999	0
4	18	21	-9999	23.6	9.1	6.82	-9999	0	-9999	0
4	19	21	-9999	23.5	9.3	6.59	-9999	0	-9999	0
4	20	22	-9999	26.9	13.4	6.09	-9999	0	-9999	0
4	21	19	-9999	28.3	13	6.69	-9999	0	-9999	0
4	22	13	-9999	28.2	14.5	7.22	-9999	0	-9999	0
4	23	2	-9999	27.6	13	9.89	-9999	0	-9999	0
4	24	19	-9999	28.2	12.9	10.92	-9999	10.2	-9999	0
4	25	12	-9999	26.6	13	11.19	-9999	1	-9999	0
4	26	11	-9999	23.9	13	11.79	-9999	1	-9999	0
4	27	5	-9999	24.2	12.3	12.19	-9999	1.4	-9999	0
4	28	15	-9999	25	10.7	11.92	-9999	4.4	-9999	0
4	29	6	-9999	23.7	11.6	12.72	-9999	0	-9999	0
4	30	8	-9999	20.5	12.2	12.52	-9999	5	-9999	0
5	1	7	-9999	23.2	11.7	11.92	-9999	2.8	-9999	0
5	2	3	-9999	20.2	11.5	10.62	-9999	36	-9999	0
5	3	21	-9999	21.6	12.6	9.09	-9999	113.4	-9999	0
5	4	26	-9999	20.5	14.1	8.76	-9999	18.4	-9999	0
5	5	10	-9999	19.8	12.3	10.19	-9999	0	-9999	0
5	6	18	-9999	20.3	10.6	9.96	-9999	0	-9999	0
5	7	11	-9999	24.4	11.2	10.36	-9999	0	-9999	0
5	8	19	-9999	26.6	11.2	11.29	-9999	0	-9999	0
5	9	8	-9999	24.1	13.8	12.82	-9999	0.2	-9999	0
5	10	7	-9999	27.5	12.9	12.29	-9999	11.8	-9999	0
5	11	17	-9999	26.9	14.8	12.02	-9999	1.6	-9999	0
5	12	12	-9999	28.1	15.4	12.49	-9999	3.6	-9999	0
5	13	18	-9999	29	14.1	11.19	-9999	9.6	-9999	0
5	14	26	-9999	30.1	14.7	11.56	-9999	0	-9999	0
5	15	15	-9999	23.8	13.9	13.89	-9999	0	-9999	0
5	16	19	-9999	23.8	11.4	13.72	-9999	1.8	-9999	0
5	17	2	-9999	23.7	11.2	13.59	-9999	0	-9999	0
5	18	2	-9999	21.2	13	14.29	-9999	11.6	-9999	0
5	19	2	-9999	24.5	11.7	13.72	-9999	37.6	-9999	0
5	20	8	-9999	27.8	13.7	10.52	-9999	125.6	-9999	0
5	21	14	-9999	29.5	14.1	9.02	-9999	12.6	-9999	0
5	22	29	-9999	32.8	15.8	7.39	-9999	0.2	-9999	0
5	23	25	-9999	31.4	19.4	10.59	-9999	0	-9999	0
5	24	23	-9999	32.9	20.3	12.46	-9999	0	-9999	0
5	25	4	-9999	33.4	20.2	14.56	-9999	0	-9999	0
5	26	28	-9999	29.9	18.3	13.89	-9999	0.4	-9999	0
5	27	24	-9999	27.6	16.7	11.89	-9999	0.2	-9999	0
5	28	30	-9999	22.2	12.6	6.39	-9999	0	-9999	0
5	29	28	-9999	17.3	10.7	7.99	-9999	0	-9999	0
5	30	27	-9999	20.6	11.6	11.02	-9999	0	-9999	0
5	31	28	-9999	25.2	11	12.86	-9999	0	-9999	0
6	1	25	-9999	23.2	14.7	13.72	-9999	0	-9999	0
6	2	9	-9999	21.9	13.7	12.39	-9999	0	-9999	0
