Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip 	SWC	LAI 
1	1	4	-9999	1.07	-7.43	0.448	-9999	0	-9999	0
1	2	-9999	-9999	-2.33	-6.13	0.531	-9999	0	-9999	0
1	3	4	-9999	3.17	-5.33	0.561	-9999	1	-9999	0
1	4	-9999	-9999	-0.63	-4.43	0.598	-9999	0	-9999	0
1	5	3	-9999	0.67	-4.83	0.641	-9999	0.6	-9999	0
1	6	-9999	-9999	-0.13	-1.63	0.698	-9999	1	-9999	0
1	7	-9999	-9999	1.17	-1.03	0.798	-9999	15.8	-9999	0
1	8	3	-9999	3.77	-0.23	0.784	-9999	16.6	-9999	0
1	9	5	-9999	5.57	-2.13	0.488	-9999	2.6	-9999	0
1	10	-9999	-9999	0.77	-2.33	0.674	-9999	0	-9999	0
1	11	5	-9999	5.67	-1.33	0.714	-9999	0	-9999	0
1	12	4	-9999	5.47	-0.03	0.774	-9999	0	-9999	0
1	13	-9999	-9999	0.27	-3.23	0.584	-9999	3.8	-9999	0
1	14	1	-9999	-3.23	-6.33	0.368	-9999	1.6	-9999	0
1	15	3	-9999	-3.43	-9.63	0.341	-9999	0	-9999	0
1	16	6	-9999	-1.33	-10.63	0.358	-9999	0	-9999	0
1	17	5	-9999	-2.13	-9.73	0.418	-9999	0	-9999	0
1	18	3	-9999	0.07	-5.63	0.524	-9999	0	-9999	0
1	19	2	-9999	0.47	-4.43	0.574	-9999	0.8	-9999	0
1	20	6	-9999	5.67	-4.83	0.524	-9999	0	-9999	0
1	21	6	-9999	4.47	-5.33	0.534	-9999	0	-9999	0
1	22	6	-9999	3.67	-4.23	0.628	-9999	0	-9999	0
1	23	6	-9999	5.27	-2.83	0.668	-9999	0	-9999	0
1	24	-9999	-9999	0.27	-2.93	0.688	-9999	0	-9999	0
1	25	-9999	-9999	0.97	-3.03	0.718	-9999	11.2	-9999	0
1	26	7	-9999	5.57	-2.33	0.754	-9999	3.4	-9999	0
1	27	5	-9999	3.87	-4.53	0.718	-9999	0	-9999	0
