Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
1	1	0.43	-9999	11.80	1.25	0.99	-9999	8.90	-9999	0
1	2	1.2	-9999	12.44	8.57	1.31	-9999	12.50	-9999	0
1	3	0.9	-9999	9.53	3.41	1.02	-9999	11.30	-9999	0
1	4	1.94	-9999	3.29	-1.57	0.41	-9999	0.00	-9999	0
1	5	1.43	-9999	0.03	-4.19	0.16	-9999	0.00	-9999	0
1	6	3.3	-9999	1.35	-0.82	0.47	-9999	0.00	-9999	0
1	7	1.59	-9999	-0.80	-4.46	0.36	-9999	0.00	-9999	0
1	8	4.75	-9999	-2.28	-6.31	0.56	-9999	0.00	-9999	0
1	9	4.33	-9999	-2.09	-7.91	0.25	-9999	0.00	-9999	0
1	10	2.98	-9999	-0.68	-7.27	0.54	-9999	0.00	-9999	0
1	11	4.51	-9999	1.90	-4.48	0.92	-9999	0.00	-9999	0
1	12	3.72	-9999	3.75	-2.70	1.29	-9999	0.00	-9999	0
1	13	0.69	-9999	9.65	1.36	1.70	-9999	1.00	-9999	0
1	14	1.24	-9999	9.45	7.70	2.44	-9999	0.00	-9999	0
1	15	2.15	-9999	8.43	5.89	3.13	-9999	3.10	-9999	0
1	16	4.41	-9999	9.38	4.88	2.06	-9999	0.00	-9999	0
1	17	2.79	-9999	6.85	2.20	2.36	-9999	0.00	-9999	0
1	18	1.09	-9999	6.69	4.42	1.95	-9999	0.20	-9999	0
1	19	1.12	-9999	9.08	4.51	3.40	-9999	1.90	-9999	0
1	20	0.98	-9999	10.57	7.63	2.57	-9999	3.50	-9999	0
1	21	3.97	-9999	9.89	7.32	2.13	-9999	0.50	-9999	0
1	22	2.36	-9999	9.06	7.23	1.87	-9999	2.10	-9999	0
1	23	0.67	-9999	7.96	2.77	1.45	-9999	1.90	-9999	0
1	24	5.06	-9999	7.64	2.06	1.59	-9999	0.00	-9999	0
