Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
1	1	1.16	5	9.09	1.14	0.63	3.72	10.3	0	0
1	2	2.06	9.63	11.38	7.02	2.37	5.6	0	-9999	0
1	3	2.74	7.33	9.83	5.81	1.56	6.27	3.4	-9999	0
1	4	0.87	7.83	8.85	6.53	0.96	6.42	4.4	-9999	0
1	5	0.61	8.05	10.84	6.69	0.81	6.79	18.8	-9999	0
1	6	2.18	6.42	7.47	5.41	0.56	6.79	2.7	-9999	0
1	7	1.32	5.57	6.6	3.99	0.69	6.18	0.3	-9999	0
1	8	1.72	3.87	5.45	1.72	0.28	5.29	1	-9999	0
1	9	1.45	4.21	5.3	2.33	0.19	5.7	0.7	-9999	0
1	10	1.47	1.87	2.73	0.8	0.02	4.87	4.4	-9999	0
1	11	1.77	1.96	2.83	-0.6	0.52	4.78	5.8	-9999	0
1	12	4.86	0.74	4.48	-1.62	0.82	3.93	0	-9999	0
1	13	5.05	0.02	2.6	-1.68	0.24	3.39	0	-9999	0
1	14	3.24	-0.68	2.36	-2.23	0.27	2.87	0	-9999	0
1	15	5.24	-1.56	1.67	-3.63	0	2.49	0	-9999	0
1	16	5.06	-1.79	2.11	-4.34	0.05	1.99	0	-9999	0
1	17	3.33	-3.03	0.83	-6.27	0	1.57	0	-9999	0
1	18	1.28	-1.94	0.38	-4.53	0	1.25	0	-9999	0
1	19	2.1	-0.42	2.05	-2.44	0.16	1.41	0	-9999	0
1	20	1.99	-0.06	0.98	-0.83	0.06	1.5	1.1	-9999	0
1	21	2.32	-0.72	1.61	-3.34	0.03	1.59	5.7	-9999	0
1	22	1.55	5.43	8.36	1.71	0.18	1.23	4.6	-9999	0
1	23	2.92	8.16	12.39	6	1.04	1.56	2.6	-9999	0
1	24	2.94	9.43	13.41	4.55	2.1	4.91	5.5	-9999	0
1	25	1.8	6.4	7.78	4.42	0.92	4.55	0.5	-9999	0
1	26	1.55	5.69	7.06	4.51	1.48	4.5	0.1	-9999	0
1	27	1.4	4.41	5.81	2.94	0.94	4.65	10.8	-9999	0
1	28	5.44	3.65	6.71	1.13	0.6	3.86	0.1	-9999	0
1	29	2.38	3.8	4.79	2.89	0.4	4.29	0	-9999	0
1	30	2.01	2.95	4.17	1.35	0.45	3.82	0	-9999	0
1	31	3.36	1.09	2.91	-1	0.12	3.84	0	-9999	0
2	1	1.89	-1.41	0.1	-3.28	0	3.34	0	-9999	0
2	2	1.28	0	0.85	-0.6	0.05	3.25	1.9	-9999	0
2	3	0.93	5.12	7.71	0.63	0.17	3.37	11.1	-9999	0
2	4	1.26	7.11	10.37	4.37	0.64	4.84	11.3	-9999	0
2	5	2.01	9.47	10.78	8.35	1.46	6.08	3.9	-9999	0
2	6	2.28	11.7	13.54	10.24	2.72	6.87	1	-9999	0
2	7	5.41	10.5	12.16	9.43	2.06	7.05	3.4	-9999	0
2	8	2.58	9.24	11.99	3	1.93	7.27	6.5	-9999	0
2	9	7.07	4.4	7.35	2.44	1.99	5.8	0	-9999	0
2	10	7.18	3.43	6.87	-0.41	1.31	4.46	0.5	-9999	0
2	11	2.45	9.79	12.84	5.98	1.52	6.02	0.1	-9999	0
2	12	3.47	10.88	13.33	6.79	1.69	7.36	7.1	-9999	0
2	13	5.85	6.2	8.7	3.15	1.31	6.9	0	-9999	0
2	14	6.45	3.32	6.85	0.79	0.6	5.51	0	-9999	0
2	15	8.99	7	13.39	2.03	2.96	5.04	0	-9999	0
2	16	2.35	4.2	5.98	-0.1	0.39	4.78	0	-9999	0
2	17	2.99	4.58	5.73	3.59	1.36	5.27	0	-9999	0
2	18	4.54	4.15	6.82	1.16	1.1	5.24	0	-9999	0
2	19	4.52	4.72	6.28	3.53	1.19	5.42	0	-9999	0
2	20	5.53	4.98	7.44	3.12	0.75	5.47	0	-9999	0
2	21	1.66	6.26	7.9	3.93	0.33	5.62	3.7	-9999	0
2	22	6.2	5.87	7.21	4.49	0.97	5.99	0.4	-9999	0
2	23	7.04	2.85	6.02	0.24	0.71	5.52	1.9	-9999	0
2	24	9.66	-0.86	0.37	-2.86	0.06	4.16	0	-9999	0
2	25	8.31	-0.15	2.82	-2.8	0.23	3.82	0	-9999	0
2	26	5.93	1.27	3.06	0.04	0.81	3.74	1.2	-9999	0
2	27	5.09	2.1	3.65	0.23	1.07	3.53	0	-9999	0
2	28	6.23	4.25	6.91	1.51	1.53	4	1.5	-9999	0
3	1	6.84	2.69	4.94	1.31	0.63	4.69	0.9	-9999	0
3	2	4.01	1.24	2.86	-0.2	0.26	4.15	0.1	-9999	0
3	3	3.58	-0.61	0.69	-1.65	0.06	3.75	0	-9999	0
3	4	2.5	1.02	2.76	-0.67	0.26	3.67	0.6	-9999	0
3	5	3.89	2.27	3.44	0.78	1.6	4.08	0.1	-9999	0
3	6	12.78	4.19	10.47	-1.09	2.4	3.74	0	-9999	0
3	7	8.05	9.76	15.61	4.02	1.91	5.52	3.8	-9999	0
3	8	2.06	9.49	11.08	7.85	0.32	6.54	3.9	-9999	0
3	9	2.79	9.54	11.38	7.42	1.15	6.74	1.1	-9999	0
3	10	3.04	10.51	12.51	9.08	0.9	7.39	2.5	-9999	0
3	11	3.08	11.72	14.58	10.06	1	8.18	3.7	-9999	0
3	12	10.79	9.21	12.22	5.02	2.96	8.31	2.5	-9999	0
3	13	2.27	5.65	6.86	4.3	0.75	6.78	7.7	-9999	0
3	14	10.88	6.45	9.17	4.23	1.75	6.11	3.1	-9999	0
3	15	9.51	8.11	11.71	5.58	1.71	6.83	2	-9999	0
3	16	6.1	8.39	10.19	6.81	1.05	7.65	0	-9999	0
3	17	4.68	6.24	9.01	5.06	1.35	7.16	0	-9999	0
3	18	2.68	4.36	6.22	2.55	0.05	6.68	13.5	-9999	0
3	19	7.91	2.9	5.07	1.44	1.52	5.91	1.4	-9999	0
3	20	7.25	2.34	4.36	-1.32	2.5	4.9	0	-9999	0
3	21	2.1	3.6	8.18	0.87	0.64	5.16	5.5	-9999	0
3	22	3.33	5.05	5.94	3.86	0.33	5.99	1.6	-9999	0
3	23	2.66	8.91	12.63	6.29	0.66	6.79	10.1	-9999	0
3	24	4.19	8.42	10.54	3.86	0.42	7.55	3.4	-9999	0
3	25	1.75	2.85	3.66	2.14	0.35	6.44	0.6	-9999	0
3	26	5.22	3.32	4.77	2.04	1.67	5.96	0	-9999	0
3	27	9.86	4.88	7.74	2.78	2.15	6.16	0	-9999	0
3	28	6.97	7.53	11.36	4.48	1.35	6.7	8.7	-9999	0
3	29	5.92	6.93	9.07	5.74	0.81	6.81	15	-9999	0
3	30	10.34	7.57	9.82	4.96	1.59	6.83	0	-9999	0
3	31	8.84	9.33	12.98	3.34	2.91	6.89	0	-9999	0
4	1	12.17	13.21	16.77	10.21	3.67	8.7	0	-9999	0
4	2	18.89	15.94	22.67	8.47	8.77	8.9	0.2	-9999	0
4	3	11.86	12.63	15.84	11	4.76	9.38	0	-9999	0
4	4	7.03	9.01	11.33	6.16	2.47	8.7	6.3	-9999	0
4	5	10.54	7.46	10.47	5.08	2	7.72	4.3	-9999	0
4	6	7.49	11.39	13.2	9.66	2.15	8.73	1.1	-9999	0
4	7	15.02	9.07	12.03	6.51	3.07	8.94	0.1	-9999	0
4	8	9.87	7.37	9.39	5.5	1.95	8.26	0.1	-9999	0
4	9	4.16	8.47	11.65	5.48	0.99	8.2	0.1	-9999	0
4	10	9.66	8.99	10.94	7.42	1.07	8.82	6.1	-9999	0
4	11	8.27	8.26	11.41	5.94	1.86	8.59	1.3	-9999	0
4	12	9.46	5.78	8.18	2.6	2.06	7.79	0	-9999	0
4	13	9.3	3.97	6.52	0.99	2.9	6.73	0	-9999	0
4	14	10.86	2.61	7.21	-0.43	2.01	6.03	7.6	-9999	0
4	15	11	8.03	9.28	5.92	0.98	7.57	8.7	-9999	0
4	16	10.27	6.51	8.38	4.88	1.01	7.75	3.9	-9999	0
4	17	8.88	6.19	7.65	4.35	2.31	7.52	0	-9999	0
4	18	15.24	5.31	7.6	2.42	1.94	7.49	3.7	-9999	0
4	19	13.94	3.54	5.69	1.24	0.89	6.73	4.1	-9999	0
4	20	10.23	3.87	6.92	1.91	0.86	6.74	4.7	-9999	0
4	21	18.11	5.62	10.08	0.74	2.38	6.88	0.1	-9999	0
4	22	12.24	7.19	11.04	2.25	3.63	6.82	0	-9999	0
4	23	9.7	9.25	12.71	5.13	5.19	7.3	0	-9999	0
4	24	10.18	10.44	13.98	6.46	3.67	7.94	1.4	-9999	0
4	25	12.95	10.7	15.16	8.57	2.62	8.9	1.9	-9999	0
4	26	13.69	10.46	14.62	7.48	3.51	9.14	1.3	-9999	0
4	27	6.46	9.9	11.73	7.97	1.28	9.07	9	-9999	0
4	28	13.62	11.25	14.16	8.3	3.58	9.63	3.8	-9999	0
4	29	19.26	12.52	16.12	8.27	5.07	10.09	0	-9999	0
4	30	9.9	12.44	16.57	10.21	2.45	10.53	0.8	-9999	0
5	1	5.29	11.42	14.14	9.07	1.89	10.15	0	-9999	0
5	2	12.74	13.77	20.59	7.69	5.35	10.54	0	-9999	0
5	3	12.29	13.49	18.71	8.9	2.65	11.59	1.6	-9999	0
5	4	5.05	8.07	9.34	6.84	1.13	10.17	1.1	-9999	0
5	5	22.4	7.97	11.5	4.81	3.28	9.51	0	-9999	0
5	6	18.85	9.87	14.56	5.69	3.98	9.75	0	-9999	0
5	7	19.68	11.85	16.13	8.15	4.82	10.45	0	-9999	0
5	8	19.61	11.05	15.41	5.55	3.76	10.25	0	-9999	0
5	9	21.49	16.77	23.91	9.81	6.56	11.65	0	-9999	0
5	10	25.14	20.15	25.57	13.85	11.62	12.69	0	-9999	0
5	11	26.5	20.07	25.83	13.48	12.09	12.91	0	-9999	0
5	12	25.32	19.06	24.86	11.22	10.15	13.14	0	-9999	0
5	13	23.58	20	24.87	12.94	11.04	13.4	0	-9999	0
5	14	10.11	13.59	17.45	10.7	1.73	13.15	1.3	-9999	0
5	15	19.38	13.96	18.49	9.99	3.4	12.93	0.4	-9999	0
5	16	11.83	13.85	17.49	11.37	2.93	12.83	5	-9999	0
5	17	17.8	11.92	15.06	9.39	3.19	12.34	2.1	-9999	0
5	18	3.97	10.47	11.89	9.26	0.66	11.4	1.5	-9999	0
5	19	21.9	12.02	14.79	9.55	3.17	11.92	0	-9999	0
5	20	19.31	12.49	15.93	8.77	3.86	11.44	0	-9999	0
5	21	27.37	12.85	17.82	7.76	4.2	12	0	-9999	0
5	22	28.04	13.87	19.77	7.14	5.61	12.14	0	-9999	0
5	23	27.65	16.87	23.08	9.12	8.17	12.72	0	-9999	0
5	24	27.89	17.42	23.1	11.72	6.79	13.38	0	-9999	0
5	25	27.5	15.94	23.14	8.48	7.24	13.4	0	-9999	0
5	26	19.78	17.83	23.01	11.74	6.72	13.65	0	-9999	0
5	27	14.02	16.31	19.9	12.62	3.68	13.66	0	-9999	0
5	28	15.59	18.96	24.1	14.89	5.88	14.27	0	-9999	0
5	29	27.03	17.18	19.58	13.66	6.09	14.7	0	-9999	0
5	30	17.7	17.28	22.26	13.19	6.7	13.93	0	-9999	0
5	31	24.55	13.76	15.04	11.85	4.14	13.5	0	-9999	0
6	1	10.54	12.49	14.24	10.41	2.84	12.61	2.6	-9999	0
6	2	7.3	10.87	12.54	7.34	0.4	12.69	14.2	-9999	0
6	3	17.23	8.83	11.3	6.63	1.9	11.96	1.7	-9999	0
6	4	15.35	11.76	14.66	7.41	3.52	12.05	0	-9999	0
6	5	24.95	15.75	20.45	9.68	6.9	13.51	0	-9999	0
6	6	16.19	15.32	18.74	11.72	4.53	13.95	1.6	-9999	0
6	7	7.98	12.58	14.69	10.63	3.16	13.09	0.3	-9999	0
6	8	21.67	12.15	15.08	9.25	3.82	12.85	0	-9999	0
6	9	18.53	12.35	15.96	8.06	4.9	12.01	0	-9999	0
6	10	18.53	12.01	16.26	8.9	3.82	12.49	4	-9999	0
6	11	25.8	12.35	15.06	8.88	3.5	12.99	0.3	-9999	0
6	12	19	13.32	16.3	9.55	3.82	12.95	0	-9999	0
6	13	17.48	14.34	19.06	9.35	4.18	12.77	0	-9999	0
6	14	25.54	16.26	21.46	9.25	7.16	13.47	0	-9999	0
6	15	19.33	17.85	21.05	14.15	7.16	14.54	0	-9999	0
6	16	16.19	14.89	18.64	10.66	2.62	14.06	9.4	-9999	0
6	17	10.04	13.8	15.79	12.22	0.5	14.32	11.9	-9999	0
6	18	7.64	12.02	13.36	9.11	1.45	13.62	4.8	-9999	0
6	19	26.61	13.89	18.41	8.24	5.8	13.11	0	-9999	0
6	20	25.38	17.12	22.88	10.51	7.64	14.2	0	-9999	0
6	21	23.79	14.45	16.9	11.01	4.94	14.49	0	-9999	0
6	22	15.8	13.71	16	11.12	3.6	13.81	0	-9999	0
6	23	22.27	15.63	20.75	10.7	5.6	13.69	0	-9999	0
6	24	20.29	19.88	25.53	13.29	9.56	14.48	0	-9999	0
6	25	28.94	20.25	25.55	14.22	10.72	15.39	0	-9999	0
6	26	27.81	22.35	29.91	13.02	12.48	15.89	0	-9999	0
6	27	10.07	19.57	22.84	17	4.91	16.17	0.3	-9999	0
6	28	20.42	17.86	21.73	14.71	4.76	16.06	0	-9999	0
6	29	17.77	19.32	23.7	14.62	5.46	15.99	0	-9999	0
6	30	19.47	19.48	22.19	17.47	6.16	16.13	0.7	-9999	0
7	1	25.08	18.28	21.31	14.71	5.42	16.06	0	-9999	0
7	2	11.32	18.84	21.86	15.5	4.61	15.81	0	-9999	0
7	3	28.72	21.15	26.39	14.78	9.02	16.33	0	-9999	0
7	4	29.2	22.7	28.69	16.03	13.73	16.65	0	-9999	0
7	5	24.75	24.47	30.6	18.57	13.75	17.44	0.2	-9999	0
