Month	n_days	Rg_f	Ta_f	Tmax	Tmin	Rh_f	Ts_f	Precip	SWC	LAI	ET	LITTERFALL
6	4	23.727168	10.200300	15.785400	2.894960	80.895300	-9999	0.000224	-9999	-9999	-9999	-9999
6	5	19.504282	14.068900	19.483700	6.781160	82.014500	-9999	0.000000	-9999	-9999	-9999	-9999
6	6	20.876140	14.696100	20.759100	8.707800	81.192400	-9999	0.851786	-9999	-9999	-9999	-9999
6	7	5.360731	11.640400	14.835800	9.062440	88.747400	-9999	1.808680	-9999	-9999	-9999	-9999
6	8	8.827488	12.192500	16.482200	8.710330	89.650200	-9999	3.105700	-9999	-9999	-9999	-9999
6	9	13.520649	14.704600	19.903500	8.906130	86.095200	-9999	3.083410	-9999	-9999	-9999	-9999
6	10	22.424515	15.170800	21.736700	9.314970	82.493500	-9999	0.000003	-9999	-9999	-9999	-9999
6	11	9.731664	13.489700	18.086500	9.916170	92.940000	-9999	13.127300	-9999	-9999	-9999	-9999
6	12	7.036727	12.116500	15.851200	9.700930	92.279800	-9999	1.433570	-9999	-9999	-9999	-9999
6	13	3.039543	10.823100	12.995100	9.158790	94.936600	-9999	4.224240	-9999	-9999	-9999	-9999
6	14	8.745667	12.878200	16.847300	9.214720	90.678700	-9999	0.038598	-9999	-9999	-9999	-9999
6	15	8.217115	13.391600	16.098900	10.748800	89.379800	-9999	0.001273	-9999	-9999	-9999	-9999
6	16	22.407667	14.041700	19.773100	10.025500	79.505300	-9999	2.081240	-9999	-9999	-9999	-9999
6	17	6.534044	11.360200	14.471900	8.964330	87.272500	-9999	7.163500	-9999	-9999	-9999	-9999
6	18	24.168067	13.491100	19.918600	7.186950	74.914800	-9999	0.000000	-9999	-9999	-9999	-9999
6	19	15.847315	14.314700	20.147400	8.777680	85.471900	-9999	8.677950	-9999	-9999	-9999	-9999
6	20	10.544947	10.211000	14.097900	5.096350	86.522800	-9999	3.194070	-9999	-9999	-9999	-9999
6	21	24.370675	12.730400	18.538400	4.323820	79.646400	-9999	0.000000	-9999	-9999	-9999	-9999
6	22	19.457021	16.129900	22.282500	9.174960	78.934000	-9999	1.169740	-9999	-9999	-9999	-9999
6	23	20.774102	17.205900	24.072000	11.201600	79.798200	-9999	0.003197	-9999	-9999	-9999	-9999
6	24	11.131517	14.575000	20.261600	10.906800	89.859300	-9999	12.702500	-9999	-9999	-9999	-9999
6	25	16.849901	13.156100	17.713400	9.125160	80.955000	-9999	2.072880	-9999	-9999	-9999	-9999
6	26	21.168605	14.810400	21.004200	9.255220	79.903300	-9999	0.140117	-9999	-9999	-9999	-9999
6	27	8.371486	10.566000	12.542800	8.633610	85.881500	-9999	8.321910	-9999	-9999	-9999	-9999
6	28	5.360645	9.461890	11.864900	8.200840	89.829500	-9999	20.115500	-9999	-9999	-9999	-9999
6	29	8.993203	9.365420	11.912200	7.236210	86.830900	-9999	4.527640	-9999	-9999	-9999	-9999
6	30	13.750819	11.822000	16.704100	7.117400	84.246000	-9999	2.961310	-9999	-9999	-9999	-9999
7	1	7.877243	11.250500	14.318600	7.966370	87.895600	-9999	3.590320	-9999	-9999	-9999	-9999
7	2	2.612961	10.639300	12.128700	7.974060	94.683500	-9999	12.749300	-9999	-9999	-9999	-9999
7	3	6.188616	11.234300	13.262600	9.345090	89.589600	-9999	5.512620	-9999	-9999	-9999	-9999
7	4	0.762606	12.732900	14.699600	9.589480	98.821300	-9999	1.635520	-9999	-9999	-9999	-9999
7	5	15.277852	15.957800	19.754100	12.505800	86.154400	-9999	2.682270	-9999	-9999	-9999	-9999
7	6	16.754255	17.595800	22.525300	12.402200	87.328200	-9999	2.530240	-9999	-9999	-9999	-9999
7	7	22.963392	18.826200	25.094900	12.503800	80.592000	-9999	0.000000	-9999	-9999	-9999	-9999
7	8	23.552208	19.847400	26.202700	13.642900	82.104600	-9999	0.000000	-9999	-9999	-9999	-9999
7	9	23.189846	19.883700	26.590200	13.543300	77.788400	-9999	0.000000	-9999	-9999	-9999	-9999
7	10	22.779621	21.627400	29.016400	14.663500	76.914900	-9999	0.005716	-9999	-9999	-9999	-9999
7	11	18.517939	21.417700	27.920700	15.692300	81.333000	-9999	0.253337	-9999	-9999	-9999	-9999
7	12	20.755786	21.482300	28.194200	15.101700	77.339700	-9999	0.000000	-9999	-9999	-9999	-9999
7	13	19.623082	23.124400	30.827900	16.220100	74.990200	-9999	0.012259	-9999	-9999	-9999	-9999
7	14	16.526592	22.365600	31.156700	17.011600	76.859800	-9999	16.266000	-9999	-9999	-9999	-9999
7	15	7.595122	14.962600	19.089600	10.968100	82.888100	-9999	9.856890	-9999	-9999	-9999	-9999
7	16	21.765455	15.349700	21.054500	9.855440	78.213300	-9999	0.000000	-9999	-9999	-9999	-9999
7	17	1.677577	12.007400	15.350100	7.197390	91.779100	-9999	2.250690	-9999	-9999	-9999	-9999
7	18	23.650790	14.322700	21.782400	6.003630	76.732800	-9999	0.000000	-9999	-9999	-9999	-9999
7	19	21.071751	16.935800	23.605400	9.502750	76.442200	-9999	0.000000	-9999	-9999	-9999	-9999
7	20	15.098313	17.773900	24.400400	10.664400	82.198600	-9999	5.639150	-9999	-9999	-9999	-9999
7	21	14.152148	15.775400	20.404300	11.898700	81.510300	-9999	0.247880	-9999	-9999	-9999	-9999
7	22	14.899594	16.650900	22.661300	11.649000	79.048000	-9999	0.000000	-9999	-9999	-9999	-9999
7	23	19.575649	19.595200	27.376500	11.985300	81.029100	-9999	20.206700	-9999	-9999	-9999	-9999
7	24	2.301255	15.732700	19.364100	13.499500	95.890900	-9999	14.125000	-9999	-9999	-9999	-9999
7	25	9.058349	13.802600	17.598800	10.044900	88.818200	-9999	3.493630	-9999	-9999	-9999	-9999
7	26	21.647520	15.612000	21.386300	9.951870	78.662700	-9999	0.000000	-9999	-9999	-9999	-9999
7	27	21.893759	17.022100	23.494500	10.880800	80.932200	-9999	0.000000	-9999	-9999	-9999	-9999
7	28	21.714825	16.954700	23.169000	11.914400	76.492100	-9999	0.000000	-9999	-9999	-9999	-9999
7	29	21.765024	18.008500	24.103800	11.866100	76.552600	-9999	0.000000	-9999	-9999	-9999	-9999
7	30	18.206121	18.237100	25.211000	12.627400	76.607900	-9999	0.000000	-9999	-9999	-9999	-9999
7	31	12.525494	15.497300	19.451500	12.255200	73.789200	-9999	0.000024	-9999	-9999	-9999	-9999
8	1	6.444887	14.851100	18.588500	12.415800	83.060600	-9999	0.008311	-9999	-9999	-9999	-9999
8	2	17.295033	15.692800	21.109500	11.554500	75.367000	-9999	0.116378	-9999	-9999	-9999	-9999
8	3	16.610745	16.048700	20.715300	11.368400	80.285000	-9999	0.859915	-9999	-9999	-9999	-9999
8	4	20.089469	17.481100	24.332900	10.786900	75.072500	-9999	0.000000	-9999	-9999	-9999	-9999
8	5	21.238329	18.474200	26.444100	11.250400	69.928500	-9999	0.000000	-9999	-9999	-9999	-9999
8	6	21.258893	18.688200	26.541600	11.389600	66.366800	-9999	0.000000	-9999	-9999	-9999	-9999
8	7	20.393510	19.652100	27.029800	12.661300	61.125100	-9999	0.001529	-9999	-9999	-9999	-9999
8	8	20.160490	20.616100	27.512500	13.813500	63.343100	-9999	0.004622	-9999	-9999	-9999	-9999
8	9	12.308630	20.736500	26.156000	15.240900	81.876300	-9999	36.017300	-9999	-9999	-9999	-9999
8	10	16.149024	20.530300	26.968000	15.263100	80.783600	-9999	0.386790	-9999	-9999	-9999	-9999
8	11	11.733379	17.633900	23.575900	13.701900	87.993200	-9999	9.696200	-9999	-9999	-9999	-9999
8	12	1.989870	14.350300	16.750500	12.469900	94.419800	-9999	16.931200	-9999	-9999	-9999	-9999
8	13	1.293270	13.825700	15.627100	12.054100	96.108300	-9999	29.422100	-9999	-9999	-9999	-9999
8	14	3.665114	12.184900	14.415900	8.925000	93.328400	-9999	11.538100	-9999	-9999	-9999	-9999
8	15	19.940255	15.039800	20.099000	8.219320	84.492300	-9999	0.000187	-9999	-9999	-9999	-9999
8	16	2.959952	15.727400	18.139200	12.960200	93.889800	-9999	35.467500	-9999	-9999	-9999	-9999
8	17	2.085126	13.135600	15.765400	10.376800	95.599600	-9999	3.078460	-9999	-9999	-9999	-9999
8	18	17.219261	15.218700	19.895400	9.926530	86.667800	-9999	2.810490	-9999	-9999	-9999	-9999
8	19	11.079244	15.282400	18.546100	12.001200	87.976600	-9999	5.807230	-9999	-9999	-9999	-9999
8	20	13.871866	16.786000	21.542500	10.844000	86.382400	-9999	21.405800	-9999	-9999	-9999	-9999
8	21	9.499680	14.787900	18.872100	11.713900	91.913000	-9999	27.473700	-9999	-9999	-9999	-9999
8	22	10.597046	14.292000	17.414700	10.528100	87.077600	-9999	0.536121	-9999	-9999	-9999	-9999
8	23	2.274869	13.530500	15.583700	12.044900	94.562400	-9999	13.673000	-9999	-9999	-9999	-9999
8	24	8.957607	14.933800	18.714200	12.009300	90.013000	-9999	1.346990	-9999	-9999	-9999	-9999
8	25	6.522613	12.677000	16.117200	8.686230	87.316600	-9999	11.739000	-9999	-9999	-9999	-9999
8	26	4.175772	11.819000	14.300500	8.671890	93.103700	-9999	7.698240	-9999	-9999	-9999	-9999
8	27	6.199917	10.944900	14.489300	7.889390	87.053000	-9999	10.956200	-9999	-9999	-9999	-9999
8	28	5.480049	10.415800	13.220900	8.009660	89.389700	-9999	1.761620	-9999	-9999	-9999	-9999
8	29	6.162342	9.409770	12.256800	6.772420	88.606500	-9999	0.430926	-9999	-9999	-9999	-9999
8	30	4.329271	10.049200	12.674300	7.127400	92.798100	-9999	2.764910	-9999	-9999	-9999	-9999
8	31	10.436947	10.685800	16.022700	6.492020	90.698200	-9999	0.731136	-9999	-9999	-9999	-9999
9	1	17.399491	11.092000	17.084200	4.766340	78.788000	-9999	0.000000	-9999	-9999	-9999	-9999
9	2	17.523129	13.116300	20.510400	7.539830	71.067000	-9999	0.000000	-9999	-9999	-9999	-9999
9	3	16.731965	14.652000	22.357500	8.370310	71.737500	-9999	0.000000	-9999	-9999	-9999	-9999
9	4	16.440106	18.752500	24.780800	11.309100	63.959700	-9999	0.000000	-9999	-9999	-9999	-9999
9	5	6.372527	16.790000	20.738900	14.720000	86.522100	-9999	0.628367	-9999	-9999	-9999	-9999
9	6	0.950555	14.861500	16.833200	12.058600	93.667000	-9999	6.448320	-9999	-9999	-9999	-9999
9	7	2.628729	11.638700	13.874700	10.189000	92.479100	-9999	6.808370	-9999	-9999	-9999	-9999
9	8	10.140249	13.130700	18.225700	9.591870	88.659300	-9999	15.895700	-9999	-9999	-9999	-9999
