Month	n_days		Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
3	31	91	7.36	2.03	3.45	0.95	0.02	-9999	0.00	-9999	-9999
4	1	92	20.03	9.06	13.45	2.50	0.21	-9999	0.00	-9999	-9999
4	2	93	20.99	9.93	13.20	5.90	0.31	-9999	0.00	-9999	-9999
4	3	94	20.25	11.81	15.35	8.05	0.40	-9999	0.00	-9999	-9999
4	4	95	16.54	12.32	14.40	10.00	0.42	-9999	0.00	-9999	-9999
4	5	96	18.25	12.29	14.75	10.05	0.36	-9999	0.00	-9999	-9999
4	6	97	21.40	12.61	16.40	9.00	0.37	-9999	0.00	-9999	-9999
4	7	98	20.82	14.23	17.25	11.70	0.45	-9999	0.00	-9999	-9999
4	8	99	19.96	13.20	14.75	11.75	0.39	-9999	0.00	-9999	-9999
4	9	100	20.46	13.06	16.80	10.05	0.30	-9999	0.00	-9999	-9999
4	10	101	22.59	14.97	18.50	12.45	0.48	-9999	0.00	-9999	-9999
4	11	102	22.72	14.59	18.05	11.75	0.51	-9999	0.00	-9999	-9999
4	12	103	22.19	13.99	17.10	11.40	0.47	-9999	0.00	-9999	-9999
4	13	104	14.56	12.63	14.95	10.80	0.40	-9999	1.30	-9999	-9999
4	14	105	20.48	12.65	15.10	9.45	0.41	-9999	0.00	-9999	-9999
4	15	106	22.91	13.84	17.80	10.85	0.41	-9999	0.00	-9999	-9999
4	16	107	20.44	14.18	17.85	11.60	0.42	-9999	0.00	-9999	-9999
4	17	108	8.64	6.92	12.55	3.35	0.18	-9999	5.10	-9999	-9999
4	18	109	15.03	8.64	10.65	6.70	0.30	-9999	0.30	-9999	-9999
4	19	110	16.84	10.76	14.30	7.50	0.33	-9999	0.00	-9999	-9999
4	20	111	17.66	12.01	15.10	9.00	0.29	-9999	0.00	-9999	-9999
4	21	112	20.06	11.72	14.05	9.35	0.34	-9999	0.00	-9999	-9999
4	22	113	23.74	11.33	14.65	8.65	0.42	-9999	0.90	-9999	-9999
4	23	114	10.65	4.64	8.35	3.05	0.14	-9999	5.50	-9999	-9999
4	24	115	24.42	8.08	12.65	3.15	0.28	-9999	0.00	-9999	-9999
4	25	116	23.39	12.69	17.20	8.65	0.43	-9999	0.00	-9999	-9999
4	26	117	17.31	13.36	16.00	11.10	0.46	-9999	0.00	-9999	-9999
4	27	118	22.15	13.91	16.85	11.30	0.39	-9999	0.00	-9999	-9999
4	28	119	11.17	11.31	12.70	9.25	0.30	-9999	0.00	-9999	-9999
4	29	120	5.92	5.59	8.55	3.60	0.01	-9999	12.40	-9999	-9999
4	30	121	5.13	4.55	6.50	3.00	0.03	-9999	11.30	-9999	-9999
5	1	122	16.53	8.55	12.45	5.70	0.14	-9999	9.20	-9999	-9999
5	2	123	15.78	10.13	12.00	7.90	0.31	-9999	0.00	-9999	-9999
5	3	124	20.24	11.53	13.90	8.45	0.36	-9999	0.00	-9999	-9999
5	4	125	7.92	6.81	12.10	3.35	0.11	-9999	11.10	-9999	-9999
5	5	126	13.93	5.58	7.55	3.60	0.23	-9999	3.40	-9999	-9999
5	6	127	4.39	7.06	10.40	4.30	0.07	-9999	27.50	-9999	-9999
5	7	128	22.73	11.64	15.80	7.55	0.20	-9999	1.00	-9999	-9999
5	8	129	23.13	15.75	18.65	12.25	0.37	-9999	1.30	-9999	-9999
5	9	130	21.81	15.11	19.35	10.90	0.26	-9999	0.40	-9999	-9999
5	10	131	20.30	16.73	19.35	13.75	0.35	-9999	0.00	-9999	-9999
5	11	132	23.42	16.20	19.00	10.75	0.30	-9999	25.30	-9999	-9999
5	12	133	6.69	10.08	12.45	7.60	0.03	-9999	1.80	-9999	-9999
5	13	134	7.58	7.67	8.40	6.40	0.01	-9999	4.90	-9999	-9999
5	14	135	11.01	9.68	11.40	7.40	0.01	-9999	9.90	-9999	-9999
5	15	136	14.57	10.86	15.40	7.40	0.08	-9999	0.30	-9999	-9999
5	16	137	8.97	9.91	14.25	7.75	0.05	-9999	5.40	-9999	-9999
5	17	138	25.05	15.87	20.30	9.80	0.24	-9999	0.10	-9999	-9999
5	18	139	15.15	15.07	18.35	12.30	0.19	-9999	15.60	-9999	-9999
5	19	140	8.02	12.45	14.20	10.40	0.06	-9999	0.10	-9999	-9999
5	20	141	25.50	16.56	19.65	13.10	0.30	-9999	0.10	-9999	-9999
5	21	142	22.48	18.81	23.45	13.10	0.33	-9999	13.20	-9999	-9999
5	22	143	14.86	15.33	18.20	12.65	0.22	-9999	1.20	-9999	-9999
5	23	144	25.32	15.07	17.35	12.20	0.31	-9999	0.00	-9999	-9999
5	24	145	21.73	18.73	22.50	12.35	0.29	-9999	0.30	-9999	-9999
5	25	146	24.68	20.44	22.85	17.20	0.27	-9999	0.00	-9999	-9999
5	26	147	16.88	19.81	24.60	12.60	0.31	-9999	2.60	-9999	-9999
5	27	148	6.64	9.57	12.25	8.30	0.14	-9999	5.40	-9999	-9999
5	28	149	8.89	9.21	10.75	7.90	0.24	-9999	13.50	-9999	-9999
5	29	150	13.86	4.90	8.00	1.15	0.12	-9999	19.00	-9999	-9999
5	30	151	2.53	4.36	6.95	2.05	0.01	-9999	40.60	-9999	-9999
5	31	152	21.51	7.31	11.10	2.15	0.17	-9999	0.00	-9999	-9999
6	1	153	14.23	9.87	13.50	6.90	0.18	-9999	5.40	-9999	-9999
6	2	154	6.23	10.16	11.90	8.25	0.14	-9999	5.30	-9999	-9999
6	3	155	21.81	12.20	14.10	10.10	0.33	-9999	0.10	-9999	-9999
6	4	156	13.49	8.82	10.80	7.00	0.27	-9999	0.00	-9999	-9999
6	5	157	22.73	10.60	14.30	6.35	0.25	-9999	0.70	-9999	-9999
6	6	158	16.54	14.07	20.15	9.60	0.22	-9999	4.56	-9999	-9999
6	7	159	15.35	12.49	14.20	10.30	0.21	-9999	0.38	-9999	-9999
6	8	160	20.74	14.30	18.65	9.40	0.25	-9999	0.00	-9999	-9999
6	9	161	18.55	16.41	21.05	13.55	0.26	-9999	0.34	-9999	-9999
6	10	162	8.48	11.99	14.10	9.85	0.13	-9999	10.30	-9999	-9999
6	11	163	7.88	12.46	14.80	11.15	0.24	-9999	14.80	-9999	-9999
6	12	164	18.70	11.24	13.55	9.15	0.31	-9999	0.90	-9999	-9999
6	13	165	23.48	12.83	16.35	9.60	0.34	-9999	0.00	-9999	-9999
6	14	166	25.87	18.04	22.40	13.45	0.38	-9999	0.10	-9999	-9999
6	15	167	10.39	18.02	20.15	16.80	0.22	-9999	0.10	-9999	-9999
6	16	168	8.16	14.00	18.00	13.00	0.13	-9999	12.20	-9999	-9999
6	17	169	23.54	14.64	18.00	11.25	0.22	-9999	0.10	-9999	-9999
6	18	170	26.01	20.00	22.70	15.75	0.37	-9999	0.00	-9999	-9999
6	19	171	4.86	16.05	21.90	9.70	0.13	-9999	27.80	-9999	-9999
6	20	172	6.81	8.86	10.35	7.75	0.05	-9999	30.20	-9999	-9999
6	21	173	11.53	8.79	10.65	7.70	0.12	-9999	0.80	-9999	-9999
6	22	174	4.08	7.76	8.35	7.30	0.03	-9999	38.50	-9999	-9999
6	23	175	2.74	9.65	10.55	7.60	0.07	-9999	58.60	-9999	-9999
6	24	176	1.87	10.19	12.04	9.50	0.03	-9999	51.40	-9999	-9999
6	25	177	13.39	12.92	15.80	10.00	0.04	-9999	0.10	-9999	-9999
6	26	178	15.18	14.80	17.15	12.90	0.08	-9999	4.70	-9999	-9999
6	27	179	18.37	15.28	17.80	13.05	0.10	-9999	4.00	-9999	-9999
6	28	180	3.10	13.85	14.10	13.40	0.01	-9999	57.30	-9999	-9999
6	29	181	10.05	15.06	18.05	13.75	0.04	-9999	19.50	-9999	-9999
6	30	182	13.68	16.53	18.65	14.70	0.08	-9999	0.20	-9999	-9999
7	1	183	17.25	17.68	19.10	15.65	0.14	-9999	0.10	-9999	-9999
7	2	184	15.36	17.72	20.55	16.40	0.21	-9999	3.91	-9999	-9999
7	3	185	16.09	16.59	19.50	14.90	0.12	-9999	9.84	-9999	-9999
7	4	186	19.00	17.02	19.95	14.70	0.14	-9999	3.63	-9999	-9999
7	5	187	17.77	17.00	19.65	14.20	0.14	-9999	9.82	-9999	-9999
7	6	188	9.50	16.18	18.05	14.15	0.10	-9999	12.01	-9999	-9999
7	7	189	12.96	14.98	17.65	10.75	0.15	-9999	8.64	-9999	-9999
7	8	190	20.34	12.91	15.60	10.50	0.27	-9999	0.56	-9999	-9999
7	9	191	22.61	12.86	15.50	11.15	0.26	-9999	0.10	-9999	-9999
7	10	192	9.36	10.70	12.60	9.45	0.16	-9999	7.60	-9999	-9999
7	11	193	17.88	12.11	14.40	9.85	0.30	-9999	0.00	-9999	-9999
7	12	194	18.18	15.08	17.40	11.95	0.34	-9999	0.00	-9999	-9999
7	13	195	18.82	17.88	21.45	13.05	0.18	-9999	2.70	-9999	-9999
7	14	196	24.81	22.37	24.55	19.50	0.35	-9999	0.00	-9999	-9999
7	15	197	17.30	19.96	23.40	16.90	0.19	-9999	6.60	-9999	-9999
7	16	198	25.48	20.51	23.65	16.60	0.22	-9999	0.20	-9999	-9999
7	17	199	24.68	21.76	25.35	17.20	0.31	-9999	12.20	-9999	-9999
7	18	200	4.47	8.92	21.60	5.50	0.05	-9999	44.20	-9999	-9999
7	19	201	17.23	12.64	15.70	9.15	0.28	-9999	4.00	-9999	-9999
7	20	202	17.50	15.38	17.95	12.60	0.30	-9999	0.30	-9999	-9999
7	21	203	22.67	20.07	23.95	15.30	0.34	-9999	0.10	-9999	-9999
7	22	204	24.91	23.78	26.25	20.47	0.40	-9999	0.00	-9999	-9999
7	23	205	24.28	25.14	32.10	14.90	0.41	-9999	6.60	-9999	-9999
7	24	206	16.04	17.18	19.75	13.45	0.23	-9999	14.80	-9999	-9999
7	25	207	14.45	12.58	13.75	10.85	0.19	-9999	6.70	-9999	-9999
7	26	208	25.54	14.59	17.00	11.90	0.30	-9999	0.00	-9999	-9999
7	27	209	25.91	19.15	23.35	13.50	0.34	-9999	0.00	-9999	-9999
7	28	210	9.23	16.09	22.25	13.55	0.20	-9999	0.40	-9999	-9999
7	29	211	25.33	17.74	21.15	13.70	0.23	-9999	0.20	-9999	-9999
7	30	212	21.76	19.31	21.95	16.45	0.28	-9999	0.60	-9999	-9999
7	31	213	8.93	15.60	17.10	14.10	0.13	-9999	0.10	-9999	-9999
8	1	214	23.91	18.90	22.35	13.90	0.16	-9999	0.00	-9999	-9999
8	2	215	21.20	20.59	23.90	14.00	0.26	-9999	15.40	-9999	-9999
8	3	216	12.55	14.93	16.25	13.75	0.10	-9999	3.30	-9999	-9999
8	4	217	3.08	12.38	13.85	11.35	0.01	-9999	53.40	-9999	-9999
8	5	218	10.38	14.36	16.80	11.65	0.11	-9999	1.89	-9999	-9999
8	6	219	19.19	17.10	19.45	14.55	0.19	-9999	0.00	-9999	-9999
8	7	220	24.69	17.75	20.10	15.25	0.22	-9999	0.10	-9999	-9999
8	8	221	18.15	17.99	20.05	15.95	0.17	-9999	0.10	-9999	-9999
8	9	222	8.13	16.12	17.70	14.75	0.04	-9999	13.80	-9999	-9999
8	10	223	12.42	16.71	19.00	14.10	0.16	-9999	23.50	-9999	-9999
8	11	224	12.84	15.54	16.70	13.70	0.15	-9999	8.90	-9999	-9999
8	12	225	15.96	16.67	18.60	14.70	0.20	-9999	0.10	-9999	-9999
8	13	226	8.36	16.37	17.65	14.85	0.15	-9999	5.90	-9999	-9999
8	14	227	11.74	14.87	17.20	12.40	0.08	-9999	5.00	-9999	-9999
8	15	228	23.86	18.59	21.70	14.80	0.25	-9999	0.30	-9999	-9999
8	16	229	22.92	21.98	24.10	19.50	0.37	-9999	0.00	-9999	-9999
8	17	230	23.10	22.58	24.20	21.05	0.38	-9999	0.00	-9999	-9999
8	18	231	18.81	19.45	23.05	18.10	0.24	-9999	0.00	-9999	-9999
8	19	232	21.37	19.64	22.00	16.90	0.16	-9999	0.20	-9999	-9999
8	20	233	22.72	21.15	24.25	17.50	0.21	-9999	0.20	-9999	-9999
8	21	234	21.23	21.55	24.35	18.65	0.23	-9999	0.80	-9999	-9999
8	22	235	4.24	14.86	18.25	10.65	0.03	-9999	30.20	-9999	-9999
8	23	236	15.54	12.77	15.75	10.55	0.09	-9999	0.80	-9999	-9999
8	24	237	23.13	16.60	20.60	12.20	0.22	-9999	0.20	-9999	-9999
8	25	238	22.33	20.32	22.45	17.45	0.29	-9999	0.10	-9999	-9999
8	26	239	18.05	18.57	20.65	16.40	0.09	-9999	13.20	-9999	-9999
8	27	240	21.18	19.63	22.50	15.80	0.24	-9999	0.20	-9999	-9999
8	28	241	15.84	20.34	22.15	18.55	0.19	-9999	30.40	-9999	-9999
8	29	242	3.40	11.54	16.90	9.95	0.10	-9999	18.00	-9999	-9999
8	30	243	21.88	12.59	15.20	10.15	0.31	-9999	0.10	-9999	-9999
8	31	244	22.08	15.89	19.05	11.85	0.27	-9999	0.10	-9999	-9999
9	1	245	21.68	20.65	23.00	17.20	0.37	-9999	0.00	-9999	-9999
9	2	246	9.38	17.77	21.85	16.40	0.16	-9999	1.00	-9999	-9999
9	3	247	17.87	16.62	19.55	14.10	0.15	-9999	6.40	-9999	-9999
9	4	248	1.91	11.91	14.65	10.75	0.09	-9999	34.70	-9999	-9999
9	5	249	15.63	9.44	11.45	7.05	0.27	-9999	6.90	-9999	-9999
9	6	250	15.15	9.99	11.75	8.10	0.22	-9999	0.10	-9999	-9999
9	7	251	20.50	12.47	15.35	8.70	0.25	-9999	0.00	-9999	-9999
9	8	252	20.97	13.67	16.45	10.90	0.26	-9999	0.10	-9999	-9999
9	9	253	17.47	14.33	17.75	11.35	0.25	-9999	0.10	-9999	-9999
9	10	254	11.10	14.19	16.40	12.30	0.12	-9999	19.10	-9999	-9999
9	11	255	4.38	12.48	13.60	11.65	0.03	-9999	35.30	-9999	-9999
9	12	256	3.50	10.91	11.55	10.35	0.01	-9999	5.50	-9999	-9999
9	13	257	4.92	10.97	11.75	10.30	0.05	-9999	1.60	-9999	-9999
9	14	258	3.45	9.16	11.25	7.15	0.03	-9999	12.80	-9999	-9999
9	15	259	18.26	14.98	18.25	11.45	0.27	-9999	0.10	-9999	-9999
9	16	260	11.98	16.51	19.40	14.55	0.34	-9999	0.20	-9999	-9999
9	17	261	3.75	13.75	15.45	12.85	0.02	-9999	9.50	-9999	-9999
9	18	262	13.86	14.54	17.75	13.10	0.05	-9999	0.20	-9999	-9999
9	19	263	16.28	16.83	20.35	14.40	0.23	-9999	0.20	-9999	-9999
9	20	264	12.76	15.66	17.00	13.65	0.09	-9999	0.20	-9999	-9999
9	21	265	9.85	15.66	17.50	14.15	0.07	-9999	0.30	-9999	-9999
9	22	266	17.60	16.07	18.40	14.25	0.10	-9999	0.50	-9999	-9999
9	23	267	15.67	16.21	18.15	14.35	0.13	-9999	0.20	-9999	-9999
9	24	268	12.63	15.61	16.60	14.20	0.12	-9999	0.30	-9999	-9999
9	25	269	6.26	11.95	14.00	10.80	0.04	-9999	0.10	-9999	-9999
9	26	270	17.35	11.50	14.30	8.45	0.14	-9999	0.20	-9999	-9999
9	27	271	16.62	15.20	17.35	13.45	0.28	-9999	0.10	-9999	-9999
9	28	272	13.17	13.90	15.50	12.70	0.12	-9999	0.10	-9999	-9999
9	29	273	9.42	13.04	14.70	11.25	0.16	-9999	0.10	-9999	-9999
9	30	274	8.64	11.44	12.95	10.80	0.09	-9999	0.00	-9999	-9999
10	1	275	11.59	12.45	14.90	10.15	0.16	-9999	0.00	-9999	-9999
10	2	276	4.15	8.99	11.25	7.90	0.08	-9999	2.40	-9999	-9999
10	3	277	15.89	10.33	14.50	6.60	0.27	-9999	0.00	-9999	-9999
10	4	278	16.29	12.69	15.00	10.75	0.34	-9999	0.00	-9999	-9999
10	5	279	15.59	12.20	16.45	9.00	0.24	-9999	0.00	-9999	-9999
10	6	280	9.66	17.60	19.75	13.60	0.30	-9999	0.10	-9999	-9999
10	7	281	13.77	19.22	21.00	16.95	0.32	-9999	0.00	-9999	-9999
10	8	282	8.99	18.47	21.40	13.25	0.31	-9999	8.60	-9999	-9999
10	9	283	2.76	10.66	13.40	7.85	0.01	-9999	1.00	-9999	-9999
10	10	284	6.11	10.44	12.45	7.80	0.02	-9999	7.70	-9999	-9999
10	11	285	3.85	8.93	9.75	7.95	0.19	-9999	4.10	-9999	-9999
10	12	286	1.97	4.40	8.80	2.20	0.06	-9999	32.90	-9999	-9999
10	13	287	2.11	0.43	1.55	-1.35	0.07	-9999	0.08	-9999	-9999
10	14	288	2.43	-1.89	-1.10	-2.45	0.08	-9999	0.00	-9999	-9999
10	15	289	5.91	-2.45	-1.80	-2.95	0.14	-9999	0.20	-9999	-9999
10	16	290	4.94	-0.51	1.95	-2.25	0.14	-9999	7.30	-9999	-9999
10	17	291	4.37	0.15	0.80	-0.10	0.01	-9999	20.10	-9999	-9999
10	18	292	2.64	-0.23	0.10	-0.65	0.01	-9999	12.60	-9999	-9999
10	19	293	5.17	-0.31	0.55	-0.85	0.06	-9999	2.50	-9999	-9999
10	20	294	14.46	0.30	3.60	-2.90	0.13	-9999	0.00	-9999	-9999
10	21	295	13.35	4.36	9.55	1.15	0.28	-9999	0.00	-9999	-9999
10	22	296	2.62	11.40	15.35	6.05	0.30	-9999	0.10	-9999	-9999
10	23	297	9.02	7.68	9.65	5.80	0.08	-9999	2.20	-9999	-9999
10	24	298	1.35	5.40	6.20	5.00	0.02	-9999	3.10	-9999	-9999
10	25	299	10.97	11.01	13.95	6.30	0.39	-9999	0.00	-9999	-9999
10	26	300	5.05	8.64	11.80	6.75	0.13	-9999	1.00	-9999	-9999
10	27	301	3.20	6.89	7.60	5.65	0.19	-9999	0.81	-9999	-9999
10	28	302	10.81	7.31	8.50	5.35	0.20	-9999	0.00	-9999	-9999
10	29	303	6.19	7.41	8.40	5.85	0.14	-9999	0.80	-9999	-9999
10	30	304	10.87	3.05	6.30	0.95	0.04	-9999	0.20	-9999	-9999
10	31	305	4.88	-0.02	1.20	-0.95	0.02	-9999	0.00	-9999	-9999
11	1	306	10.91	5.07	7.70	1.10	0.25	-9999	0.00	-9999	-9999
11	2	307	3.95	6.37	9.55	2.70	0.20	-9999	12.34	-9999	-9999
11	3	308	2.46	1.45	2.35	0.70	0.04	-9999	19.71	-9999	-9999
11	4	309	2.83	5.02	6.80	2.45	0.24	-9999	5.54	-9999	-9999
11	5	310	10.52	5.06	6.35	4.25	0.31	-9999	0.00	-9999	-9999
11	6	311	2.51	1.86	4.75	0.55	0.14	-9999	2.80	-9999	-9999
11	7	312	10.58	3.41	5.85	1.50	0.08	-9999	0.20	-9999	-9999
11	8	313	2.45	0.66	3.05	-0.45	0.01	-9999	1.30	-9999	-9999
11	9	314	4.43	2.28	3.35	1.30	0.02	-9999	0.00	-9999	-9999
11	10	315	0.82	0.59	1.95	-0.50	0.02	-9999	1.90	-9999	-9999
11	11	316	0.96	0.96	2.39	-0.60	0.02	-9999	5.70	-9999	-9999
11	12	317	9.15	2.90	5.90	0.75	0.13	-9999	1.00	-9999	-9999
11	13	318	4.97	8.77	12.30	4.45	0.20	-9999	0.80	-9999	-9999
11	14	319	7.69	10.99	12.60	9.15	0.43	-9999	0.00	-9999	-9999
11	15	320	5.75	7.93	9.95	5.60	0.22	-9999	2.60	-9999	-9999
11	16	321	2.41	9.94	12.55	8.20	0.28	-9999	0.30	-9999	-9999
11	17	322	8.89	15.60	18.30	12.25	0.41	-9999	0.00	-9999	-9999
11	18	323	3.28	9.27	14.95	6.20	0.17	-9999	4.20	-9999	-9999
11	19	324	8.88	11.22	15.65	6.70	0.34	-9999	0.00	-9999	-9999
11	20	325	7.45	16.14	18.10	13.90	0.53	-9999	0.00	-9999	-9999
11	21	326	8.05	12.71	13.95	11.25	0.48	-9999	0.00	-9999	-9999
11	22	327	8.28	11.95	15.60	9.00	0.44	-9999	0.00	-9999	-9999
