Month		n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
2	24	55	14.25	12.47	15.85	7.25	0.47	-9999	0.00	-9999	-9999
2	25	56	12.94	10.37	14.90	7.10	0.33	-9999	0.00	-9999	-9999
2	26	57	14.10	9.06	11.45	6.55	0.23	-9999	0.00	-9999	-9999
2	27	58	2.30	5.11	9.35	3.00	0.09	-9999	9.40	-9999	-9999
2	28	59	13.69	3.85	5.95	2.10	0.23	-9999	0.00	-9999	-9999
3	1	61	3.41	4.38	9.39	0.27	0.20	-9999	18.52	-9999	-9999
3	2	62	1.09	5.76	8.37	2.88	0.24	-9999	9.78	-9999	-9999
3	3	63	7.36	7.52	10.40	0.05	0.25	-9999	7.10	-9999	-9999
3	4	64	5.34	-1.36	-0.05	-2.40	0.12	-9999	1.20	-9999	-9999
3	5	65	4.73	-3.92	-1.90	-5.00	0.12	-9999	5.80	-9999	-9999
3	6	66	16.94	-4.02	-1.10	-6.80	0.30	-9999	0.00	-9999	-9999
3	7	67	9.76	-0.60	2.45	-3.75	0.23	-9999	0.00	-9999	-9999
3	8	68	2.28	0.04	1.15	-0.75	0.12	-9999	0.00	-9999	-9999
3	9	69	15.84	3.37	6.50	0.40	0.18	-9999	0.00	-9999	-9999
3	10	70	16.44	7.27	10.50	4.50	0.39	-9999	0.00	-9999	-9999
3	11	71	9.27	4.44	8.35	0.75	0.26	-9999	4.50	-9999	-9999
3	12	72	4.44	5.06	8.60	2.90	0.14	-9999	37.00	-9999	-9999
3	13	73	3.72	1.28	2.80	0.00	0.19	-9999	6.10	-9999	-9999
3	14	74	2.26	3.11	6.90	0.70	0.04	-9999	53.70	-9999	-9999
3	15	75	12.06	4.96	9.85	0.50	0.11	-9999	14.20	-9999	-9999
3	16	76	3.87	6.68	10.45	4.35	0.22	-9999	2.10	-9999	-9999
3	17	77	3.10	2.52	5.30	-0.05	0.07	-9999	11.20	-9999	-9999
3	18	78	8.03	-1.81	-0.30	-3.50	0.21	-9999	2.90	-9999	-9999
3	19	79	11.40	-2.24	0.05	-3.90	0.15	-9999	2.70	-9999	-9999
3	20	80	7.60	-3.18	-2.20	-3.95	0.08	-9999	3.70	-9999	-9999
3	21	81	5.08	0.04	3.60	-2.25	0.22	-9999	1.40	-9999	-9999
3	22	82	10.06	-0.06	1.55	-2.00	0.29	-9999	0.40	-9999	-9999
3	23	83	6.72	-1.20	0.60	-2.40	0.15	-9999	2.20	-9999	-9999
3	24	84	9.40	-4.11	-2.45	-5.45	0.09	-9999	6.00	-9999	-9999
3	25	85	4.89	-4.58	-3.65	-5.30	0.12	-9999	7.90	-9999	-9999
3	26	86	9.79	-2.58	0.50	-5.55	0.16	-9999	5.70	-9999	-9999
3	27	87	14.03	2.61	5.05	0.35	0.21	-9999	0.20	-9999	-9999
3	28	88	6.92	2.78	5.70	0.80	0.09	-9999	0.20	-9999	-9999
3	29	89	14.38	5.57	6.75	4.30	0.36	-9999	0.10	-9999	-9999
3	30	90	20.99	9.32	14.75	4.05	0.47	-9999	0.00	-9999	-9999
3	31	91	19.17	10.41	12.15	9.10	0.39	-9999	0.00	-9999	-9999
4	1	92	5.46	6.69	8.35	5.05	0.09	-9999	0.00	-9999	-9999
4	2	93	4.38	2.95	7.35	-0.20	0.09	-9999	16.30	-9999	-9999
4	3	94	7.89	0.94	1.90	-0.10	0.02	-9999	5.00	-9999	-9999
4	4	95	5.42	1.20	2.50	0.15	0.05	-9999	1.60	-9999	-9999
4	5	96	7.90	2.71	4.35	0.85	0.18	-9999	0.00	-9999	-9999
4	6	97	7.69	2.27	4.25	0.05	0.18	-9999	5.70	-9999	-9999
4	7	98	7.50	-0.76	1.35	-2.60	0.21	-9999	4.10	-9999	-9999
4	8	99	18.82	2.95	7.80	-2.40	0.32	-9999	0.00	-9999	-9999
4	9	100	18.88	9.31	14.55	3.90	0.29	-9999	0.00	-9999	-9999
4	10	101	21.30	12.86	17.40	8.55	0.38	-9999	0.00	-9999	-9999
4	11	102	14.40	14.07	17.35	11.90	0.41	-9999	0.00	-9999	-9999
4	12	103	5.92	4.14	9.90	2.70	0.18	-9999	0.10	-9999	-9999
4	13	104	14.19	6.53	9.10	4.15	0.32	-9999	0.00	-9999	-9999
4	14	105	21.38	8.30	12.50	3.75	0.33	-9999	1.40	-9999	-9999
4	15	106	3.70	1.98	3.50	1.05	0.04	-9999	5.40	-9999	-9999
4	16	107	8.30	1.51	2.45	1.00	0.11	-9999	3.00	-9999	-9999
4	17	108	17.44	4.32	7.33	0.05	0.25	-9999	0.00	-9999	-9999
4	18	109	21.56	8.35	13.95	3.20	0.30	-9999	0.00	-9999	-9999
4	19	110	12.96	9.06	12.60	6.45	0.25	-9999	4.10	-9999	-9999
4	20	111	19.70	9.92	13.55	6.10	0.28	-9999	0.00	-9999	-9999
4	21	112	13.45	11.11	16.05	6.90	0.30	-9999	7.10	-9999	-9999
4	22	113	3.83	5.31	7.20	4.40	0.02	-9999	20.50	-9999	-9999
4	23	114	6.06	4.09	5.65	2.50	0.03	-9999	12.40	-9999	-9999
4	24	115	19.68	7.70	10.50	5.30	0.32	-9999	0.00	-9999	-9999
4	25	116	8.36	5.38	7.45	2.90	0.13	-9999	11.70	-9999	-9999
4	26	117	9.69	6.24	8.40	4.30	0.16	-9999	0.20	-9999	-9999
4	27	118	23.93	10.15	14.50	5.70	0.34	-9999	0.00	-9999	-9999
4	28	119	21.44	12.96	15.90	9.00	0.41	-9999	0.00	-9999	-9999
4	29	120	4.67	6.39	11.40	4.10	0.03	-9999	7.60	-9999	-9999
4	30	121	20.17	9.64	14.65	4.35	0.27	-9999	0.00	-9999	-9999
5	1	122	5.47	6.79	8.85	5.40	0.17	-9999	0.20	-9999	-9999
5	2	123	19.08	9.00	11.75	6.80	0.29	-9999	1.40	-9999	-9999
5	3	124	12.67	8.95	10.75	6.65	0.24	-9999	0.40	-9999	-9999
5	4	125	19.58	8.70	11.35	6.50	0.25	-9999	0.50	-9999	-9999
5	5	126	8.02	5.64	7.70	3.35	0.04	-9999	28.70	-9999	-9999
5	6	127	9.97	7.59	10.70	6.15	0.06	-9999	10.80	-9999	-9999
5	7	128	26.05	9.22	11.80	6.05	0.27	-9999	0.00	-9999	-9999
5	8	129	25.93	11.70	14.20	8.95	0.42	-9999	0.00	-9999	-9999
5	9	130	25.38	13.31	15.60	10.95	0.41	-9999	0.00	-9999	-9999
5	10	131	25.98	11.82	14.20	9.65	0.30	-9999	0.00	-9999	-9999
5	11	132	25.62	12.76	16.25	9.55	0.38	-9999	0.00	-9999	-9999
5	12	133	26.47	13.58	17.65	9.20	0.44	-9999	0.00	-9999	-9999
5	13	134	23.59	14.93	18.15	11.15	0.46	-9999	0.00	-9999	-9999
5	14	135	20.26	15.34	17.60	12.55	0.42	-9999	0.00	-9999	-9999
5	15	136	21.73	17.04	19.55	14.50	0.44	-9999	0.00	-9999	-9999
5	16	137	14.75	13.60	16.05	10.45	0.20	-9999	1.00	-9999	-9999
5	17	138	15.92	16.43	18.25	14.50	0.33	-9999	1.20	-9999	-9999
5	18	139	3.95	10.82	16.25	9.10	0.04	-9999	4.60	-9999	-9999
5	19	140	6.61	8.09	9.10	7.20	0.01	-9999	9.30	-9999	-9999
5	20	141	2.91	4.74	6.70	3.90	0.01	-9999	11.50	-9999	-9999
5	21	142	5.70	6.12	7.35	4.50	0.01	-9999	0.90	-9999	-9999
5	22	143	5.74	7.58	9.10	6.50	0.04	-9999	0.50	-9999	-9999
5	23	144	12.78	10.07	11.65	7.85	0.21	-9999	0.00	-9999	-9999
5	24	145	22.16	13.03	16.70	8.35	0.25	-9999	0.00	-9999	-9999
5	25	146	17.23	13.84	15.90	11.30	0.14	-9999	0.00	-9999	-9999
5	26	147	17.52	17.65	21.40	13.85	0.21	-9999	0.10	-9999	-9999
5	27	148	25.73	21.94	25.55	18.95	0.33	-9999	0.00	-9999	-9999
5	28	149	23.04	24.39	29.10	21.00	0.40	-9999	0.00	-9999	-9999
5	29	150	24.11	23.57	26.95	21.05	0.40	-9999	0.00	-9999	-9999
5	30	151	24.28	22.52	26.35	17.65	0.43	-9999	0.00	-9999	-9999
5	31	152	24.48	18.64	20.20	16.70	0.30	-9999	0.00	-9999	-9999
6	1	153	19.87	17.95	21.45	15.25	0.20	-9999	0.60	-9999	-9999
6	2	154	21.04	19.45	23.85	15.20	0.30	-9999	0.00	-9999	-9999
6	3	155	7.27	15.47	17.80	14.65	0.10	-9999	0.20	-9999	-9999
6	4	156	4.54	13.24	14.40	12.50	0.01	-9999	29.00	-9999	-9999
6	5	157	2.77	12.19	12.60	11.90	0.02	-9999	15.60	-9999	-9999
6	6	158	11.20	12.79	15.50	10.65	0.04	-9999	5.20	-9999	-9999
6	7	159	18.61	13.39	16.05	11.45	0.11	-9999	9.10	-9999	-9999
6	8	160	15.18	12.52	15.95	10.80	0.06	-9999	7.60	-9999	-9999
6	9	161	12.80	13.94	16.60	10.80	0.10	-9999	1.50	-9999	-9999
6	10	162	20.15	17.28	20.15	14.20	0.22	-9999	3.55	-9999	-9999
6	11	163	19.44	14.85	16.85	11.60	0.16	-9999	2.40	-9999	-9999
6	12	164	19.28	12.05	14.05	9.55	0.17	-9999	12.70	-9999	-9999
6	13	165	7.17	8.20	12.35	6.65	0.15	-9999	5.10	-9999	-9999
6	14	166	14.23	8.87	10.45	6.70	0.24	-9999	0.00	-9999	-9999
6	15	167	18.37	10.72	13.20	8.50	0.29	-9999	0.20	-9999	-9999
6	16	168	16.20	11.22	13.65	8.35	0.15	-9999	0.00	-9999	-9999
6	17	169	8.08	11.28	13.10	9.85	0.01	-9999	8.10	-9999	-9999
6	18	170	13.89	13.27	16.20	11.10	0.11	-9999	0.00	-9999	-9999
6	19	171	25.46	16.64	19.35	12.50	0.25	-9999	0.10	-9999	-9999
6	20	172	21.68	18.32	19.75	16.75	0.32	-9999	0.00	-9999	-9999
6	21	173	23.17	19.61	21.70	17.15	0.28	-9999	0.00	-9999	-9999
6	22	174	26.02	22.60	25.40	18.15	0.31	-9999	0.00	-9999	-9999
6	23	175	22.25	21.16	24.85	16.60	0.28	-9999	10.30	-9999	-9999
6	24	176	18.81	19.69	22.30	16.45	0.22	-9999	0.20	-9999	-9999
6	25	177	24.93	22.22	26.55	15.11	0.37	-9999	18.93	-9999	-9999
6	26	178	5.99	16.52	19.28	14.85	0.16	-9999	40.96	-9999	-9999
6	27	179	11.48	16.44	18.10	14.50	0.10	-9999	6.50	-9999	-9999
6	28	180	22.14	16.17	18.75	12.95	0.20	-9999	1.00	-9999	-9999
6	29	181	24.84	19.76	22.50	16.55	0.26	-9999	0.00	-9999	-9999
6	30	182	16.73	17.29	20.10	13.80	0.10	-9999	33.10	-9999	-9999
7	1	183	26.26	18.87	22.05	15.80	0.14	-9999	0.30	-9999	-9999
7	2	184	20.19	19.98	22.45	17.60	0.16	-9999	15.50	-9999	-9999
7	3	185	26.35	20.25	24.30	14.40	0.24	-9999	42.80	-9999	-9999
7	4	186	10.71	14.25	16.40	12.38	0.18	-9999	3.00	-9999	-9999
7	5	187	21.37	15.31	18.00	12.20	0.32	-9999	0.00	-9999	-9999
7	6	188	24.86	18.85	24.35	15.40	0.30	-9999	1.80	-9999	-9999
7	7	189	5.48	13.51	16.60	10.25	0.07	-9999	14.00	-9999	-9999
7	8	190	10.24	12.96	15.40	11.05	0.25	-9999	8.00	-9999	-9999
7	9	191	17.85	13.04	15.10	10.75	0.23	-9999	2.40	-9999	-9999
7	10	192	24.11	17.06	20.75	12.65	0.26	-9999	0.60	-9999	-9999
7	11	193	22.03	21.36	24.35	19.40	0.36	-9999	2.30	-9999	-9999
7	12	194	16.47	16.56	20.45	12.75	0.15	-9999	13.50	-9999	-9999
7	13	195	5.21	14.15	20.55	11.35	0.09	-9999	1.00	-9999	-9999
7	14	196	2.70	10.15	11.20	9.70	0.01	-9999	19.10	-9999	-9999
7	15	197	15.58	12.80	15.20	10.05	0.18	-9999	0.00	-9999	-9999
7	16	198	26.44	17.72	20.50	14.80	0.36	-9999	0.00	-9999	-9999
7	17	199	3.12	13.14	18.35	10.75	0.09	-9999	14.20	-9999	-9999
7	18	200	13.02	12.37	14.40	10.40	0.14	-9999	0.30	-9999	-9999
7	19	201	24.50	17.19	21.55	13.70	0.32	-9999	0.00	-9999	-9999
7	20	202	9.97	14.76	18.40	12.95	0.06	-9999	27.80	-9999	-9999
7	21	203	13.31	11.24	12.95	10.00	0.22	-9999	0.70	-9999	-9999
7	22	204	4.90	8.04	10.05	7.20	0.06	-9999	25.30	-9999	-9999
7	23	205	5.70	9.33	10.20	8.20	0.02	-9999	36.40	-9999	-9999
7	24	206	2.00	10.19	10.90	9.60	0.01	-9999	18.40	-9999	-9999
7	25	207	2.06	13.41	16.55	11.05	0.01	-9999	13.60	-9999	-9999
7	26	208	10.06	17.20	18.40	16.05	0.09	-9999	2.90	-9999	-9999
7	27	209	24.53	19.09	21.60	16.25	0.21	-9999	12.00	-9999	-9999
7	28	210	25.29	19.70	22.20	16.45	0.26	-9999	0.00	-9999	-9999
7	29	211	21.19	20.55	22.90	18.25	0.20	-9999	0.21	-9999	-9999
7	30	212	21.94	19.97	22.95	15.10	0.20	-9999	0.26	-9999	-9999
7	31	213	16.47	20.01	21.85	18.35	0.24	-9999	2.40	-9999	-9999
8	1	214	23.39	21.10	23.90	18.75	0.29	-9999	0.60	-9999	-9999
8	2	215	5.22	16.22	17.75	15.10	0.03	-9999	3.10	-9999	-9999
8	3	216	21.83	18.86	21.50	15.15	0.23	-9999	1.70	-9999	-9999
8	4	217	16.18	20.02	21.45	15.90	0.28	-9999	3.90	-9999	-9999
8	5	218	13.20	14.80	17.35	11.65	0.16	-9999	3.10	-9999	-9999
8	6	219	24.06	17.91	20.55	15.20	0.26	-9999	0.00	-9999	-9999
8	7	220	23.26	20.85	24.55	17.15	0.22	-9999	6.30	-9999	-9999
8	8	221	9.53	15.05	17.95	12.75	0.12	-9999	26.60	-9999	-9999
8	9	222	8.89	12.58	13.95	11.35	0.11	-9999	5.10	-9999	-9999
8	10	223	23.44	16.85	19.90	13.45	0.27	-9999	0.10	-9999	-9999
8	11	224	23.57	20.97	23.40	18.40	0.38	-9999	0.00	-9999	-9999
8	12	225	23.49	20.83	26.70	15.90	0.25	-9999	0.00	-9999	-9999
8	13	226	6.06	14.05	17.40	12.05	0.05	-9999	2.10	-9999	-9999
8	14	227	20.39	17.01	19.75	14.55	0.21	-9999	0.00	-9999	-9999
8	15	228	3.57	13.14	16.85	10.60	0.01	-9999	51.00	-9999	-9999
8	16	229	5.00	8.23	10.25	7.05	0.06	-9999	37.80	-9999	-9999
8	17	230	20.61	12.66	15.00	9.30	0.30	-9999	0.00	-9999	-9999
8	18	231	23.74	16.89	19.40	14.05	0.33	-9999	0.00	-9999	-9999
8	19	232	23.26	21.23	25.75	17.90	0.40	-9999	0.00	-9999	-9999
8	20	233	4.56	14.24	18.10	12.65	0.13	-9999	1.60	-9999	-9999
8	21	234	19.64	15.70	18.20	13.75	0.17	-9999	0.00	-9999	-9999
8	22	235	20.34	18.12	21.95	14.15	0.12	-9999	3.40	-9999	-9999
8	23	236	3.14	11.68	13.55	10.45	0.07	-9999	4.10	-9999	-9999
8	24	237	15.78	11.47	14.35	9.10	0.18	-9999	0.00	-9999	-9999
8	25	238	20.14	14.04	16.45	11.35	0.22	-9999	0.10	-9999	-9999
8	26	239	13.41	15.91	17.90	13.65	0.18	-9999	0.00	-9999	-9999
8	27	240	17.56	17.18	18.65	14.90	0.17	-9999	0.10	-9999	-9999
8	28	241	20.14	17.81	19.65	16.30	0.20	-9999	0.10	-9999	-9999
8	29	242	13.50	14.88	17.40	13.85	0.09	-9999	0.00	-9999	-9999
8	30	243	11.48	14.49	16.45	12.75	0.13	-9999	0.00	-9999	-9999
8	31	244	21.94	15.93	18.80	12.45	0.13	-9999	0.20	-9999	-9999
9	1	245	11.71	17.42	19.30	14.45	0.15	-9999	10.60	-9999	-9999
9	2	246	19.82	18.15	21.15	15.05	0.22	-9999	0.10	-9999	-9999
9	3	247	19.37	20.47	23.85	18.00	0.34	-9999	0.00	-9999	-9999
9	4	248	17.52	17.08	19.00	15.65	0.19	-9999	0.00	-9999	-9999
9	5	249	19.16	19.91	21.70	15.70	0.27	-9999	0.00	-9999	-9999
9	6	250	18.04	23.43	26.90	20.75	0.42	-9999	0.00	-9999	-9999
9	7	251	4.02	12.89	22.35	10.80	0.06	-9999	3.50	-9999	-9999
9	8	252	12.69	12.33	14.45	10.15	0.13	-9999	2.20	-9999	-9999
9	9	253	20.83	16.28	19.80	12.50	0.26	-9999	0.30	-9999	-9999
9	10	254	18.05	19.91	21.75	18.35	0.38	-9999	0.10	-9999	-9999
9	11	255	19.09	19.10	21.75	16.65	0.23	-9999	1.10	-9999	-9999
9	12	256	12.94	15.77	17.50	13.60	0.07	-9999	4.30	-9999	-9999
9	13	257	4.36	8.37	13.45	6.25	0.10	-9999	9.80	-9999	-9999
9	14	258	4.06	4.86	5.75	3.65	0.02	-9999	5.70	-9999	-9999
9	15	259	2.98	1.88	3.25	0.85	0.01	-9999	20.50	-9999	-9999
9	16	260	2.98	2.37	3.00	1.40	0.02	-9999	21.10	-9999	-9999
9	17	261	5.75	2.94	4.25	1.70	0.11	-9999	0.00	-9999	-9999
9	18	262	18.90	5.07	8.20	1.95	0.26	-9999	0.00	-9999	-9999
9	19	263	14.72	5.95	7.60	4.05	0.24	-9999	0.00	-9999	-9999
9	20	264	4.01	3.87	5.70	3.15	0.06	-9999	3.40	-9999	-9999
9	21	265	3.01	4.10	5.00	3.10	0.01	-9999	5.00	-9999	-9999
9	22	266	2.49	5.16	5.85	4.35	0.01	-9999	6.70	-9999	-9999
9	23	267	7.47	6.33	7.70	4.70	0.10	-9999	0.00	-9999	-9999
9	24	268	7.55	6.54	7.85	5.65	0.12	-9999	0.00	-9999	-9999
9	25	269	1.99	5.57	6.40	4.80	0.01	-9999	21.10	-9999	-9999
9	26	270	2.35	5.06	5.75	4.45	0.03	-9999	4.90	-9999	-9999
9	27	271	5.28	6.39	7.60	5.35	0.06	-9999	0.10	-9999	-9999
9	28	272	17.57	8.34	10.95	5.70	0.26	-9999	0.00	-9999	-9999
9	29	273	15.98	9.48	12.05	7.50	0.20	-9999	0.00	-9999	-9999
9	30	274	8.85	9.53	11.35	7.70	0.16	-9999	2.60	-9999	-9999
10	1	275	5.69	9.54	12.55	7.15	0.10	-9999	3.76	-9999	-9999
10	2	276	1.84	9.60	11.35	7.30	0.17	-9999	5.20	-9999	-9999
10	3	277	2.59	4.66	7.65	1.35	0.05	-9999	18.10	-9999	-9999
10	4	278	5.32	2.70	3.50	1.75	0.04	-9999	9.20	-9999	-9999
10	5	279	16.57	6.81	11.40	2.60	0.31	-9999	0.00	-9999	-9999
10	6	280	5.05	11.84	13.30	9.85	0.28	-9999	4.90	-9999	-9999
10	7	281	8.41	11.18	12.90	9.55	0.07	-9999	8.10	-9999	-9999
10	8	282	15.39	12.46	14.40	11.30	0.18	-9999	0.20	-9999	-9999
10	9	283	15.08	10.57	12.60	8.60	0.10	-9999	0.10	-9999	-9999
10	10	284	12.51	11.25	13.55	9.20	0.13	-9999	0.10	-9999	-9999
10	11	285	14.95	12.35	15.35	9.05	0.21	-9999	0.20	-9999	-9999
10	12	286	14.46	14.38	15.75	12.70	0.35	-9999	0.00	-9999	-9999
10	13	287	13.71	15.78	18.90	13.20	0.42	-9999	0.00	-9999	-9999
10	14	288	7.15	14.74	15.85	13.70	0.20	-9999	0.00	-9999	-9999
10	15	289	7.34	13.47	15.00	12.25	0.06	-9999	2.60	-9999	-9999
10	16	290	2.84	11.40	15.00	7.30	0.06	-9999	15.30	-9999	-9999
10	17	291	7.30	4.27	5.05	3.25	0.13	-9999	2.20	-9999	-9999
10	18	292	14.13	6.91	10.45	3.25	0.24	-9999	0.00	-9999	-9999
10	19	293	12.35	8.97	10.50	7.10	0.17	-9999	0.00	-9999	-9999
10	20	294	13.20	12.64	15.05	9.65	0.31	-9999	0.00	-9999	-9999
10	21	295	12.29	14.61	16.35	12.70	0.35	-9999	0.00	-9999	-9999
10	22	296	12.60	11.40	14.25	7.10	0.20	-9999	0.70	-9999	-9999
10	23	297	3.20	3.11	6.30	1.85	0.01	-9999	1.70	-9999	-9999
10	24	298	10.81	3.91	8.70	1.25	0.04	-9999	0.00	-9999	-9999
10	25	299	4.27	3.81	5.30	2.55	0.01	-9999	0.00	-9999	-9999
10	26	300	12.54	8.44	12.05	2.65	0.32	-9999	0.00	-9999	-9999
10	27	301	8.16	12.43	15.05	10.95	0.46	-9999	0.00	-9999	-9999
10	28	302	7.80	8.31	10.90	6.30	0.23	-9999	0.20	-9999	-9999
10	29	303	1.95	4.73	5.85	4.10	0.01	-9999	1.10	-9999	-9999
10	30	304	3.53	4.13	14.05	1.00	0.06	-9999	2.30	-9999	-9999
10	31	305	8.07	10.75	13.60	1.05	0.42	-9999	0.00	-9999	-9999
11	1	306	7.85	14.36	16.70	12.25	0.39	-9999	0.00	-9999	-9999
11	2	307	10.28	11.03	13.50	8.20	0.17	-9999	0.00	-9999	-9999
11	3	308	10.08	16.22	18.70	13.30	0.51	-9999	0.00	-9999	-9999
11	4	309	5.56	15.28	16.70	13.50	0.45	-9999	0.00	-9999	-9999
11	5	310	12.32	16.16	18.70	13.90	0.49	-9999	0.00	-9999	-9999
11	6	311	7.50	13.16	15.05	12.15	0.44	-9999	0.00	-9999	-9999
11	7	312	1.97	6.85	12.45	5.10	0.08	-9999	0.70	-9999	-9999
11	8	313	2.67	5.30	6.55	4.40	0.03	-9999	5.20	-9999	-9999
11	9	314	9.92	8.90	10.65	5.65	0.31	-9999	0.00	-9999	-9999
11	10	315	9.11	10.04	11.30	8.70	0.40	-9999	0.00	-9999	-9999
11	11	316	9.89	9.36	11.45	7.20	0.38	-9999	0.00	-9999	-9999
11	12	317	1.25	4.83	9.35	2.75	0.03	-9999	0.40	-9999	-9999
11	13	318	1.67	1.64	2.70	1.00	0.01	-9999	9.10	-9999	-9999
11	14	319	1.56	1.92	2.40	1.50	0.01	-9999	0.00	-9999	-9999
11	15	320	2.15	2.04	3.00	1.55	0.02	-9999	0.00	-9999	-9999
11	16	321	2.38	3.05	4.75	1.70	0.03	-9999	8.60	-9999	-9999
11	17	322	2.93	1.09	5.15	-0.20	0.14	-9999	5.90	-9999	-9999
11	18	323	5.67	0.31	2.70	-2.55	0.26	-9999	0.00	-9999	-9999
11	19	324	0.65	2.34	3.95	1.00	0.09	-9999	6.20	-9999	-9999
11	20	325	3.64	5.06	7.60	3.60	0.21	-9999	2.30	-9999	-9999
11	21	326	0.13	0.74	5.35	-2.75	0.03	-9999	62.70	-9999	-9999
11	22	327	0.26	-5.11	-3.35	-6.00	0.09	-9999	6.30	-9999	-9999
11	23	328	1.00	-5.04	-4.50	-6.00	0.16	-9999	3.40	-9999	-9999
11	24	329	3.64	-1.02	0.65	-4.30	0.20	-9999	1.20	-9999	-9999
