year,mo,day,leFMDS_Wm2,leFMDS_qc,hFMDS_Wm2,hFMDS_qc
2000,1,1,6.24570039375,0,-25.7558433333333,0
2000,1,2,12.5215496875,0,29.367875,0
2000,1,3,6.362981456875,0,13.7910747916667,0
2000,1,4,6.24570039375,0,-25.7558433333333,0
2000,1,5,12.5215496875,0,29.367875,0
2000,1,6,6.362981456875,0,13.7910747916667,0
2000,1,7,6.24570039375,0,-25.7558433333333,0
2000,1,8,12.5215496875,0,29.367875,0
2000,1,9,6.362981456875,0,13.7910747916667,0
2000,1,10,6.24570039375,0,-25.7558433333333,0
2000,1,11,12.5215496875,0,29.367875,0
2000,1,12,6.362981456875,0,13.7910747916667,0
2000,1,13,6.24570039375,0,-25.7558433333333,0
2000,1,14,12.5215496875,0,29.367875,0
2000,1,15,5.99863002083333,0,9.79201666666667,0
2000,1,16,5.92596289583333,0,1.72143666666667,0
2000,1,17,12.47364654375,0,10.5709333333333,0
2000,1,18,6.07814808333333,0,-37.4869104166667,0
2000,1,19,5.66286437916667,0,-58.0319591666667,0
2000,1,20,13.0322462708333,0,-24.9320583333333,0
2000,1,21,6.63889820833333,0,-36.3020791666667,0
2000,1,22,5.80185002083333,0,-3.64006541666667,0
2000,1,23,12.3835612291667,0,26.572025,0
2000,1,24,6.22874508541667,0,-2.43615833333333,0
2000,1,25,5.86545120833333,0,-49.3304070833333,0
2000,1,26,12.1204627125,0,-33.1813708333333,0
2000,1,27,6.7873448125,0,-37.93915,0
2000,1,28,6.42620133333333,0,-48.1455758333333,0
2000,1,29,12.2957330416667,0,22.1138604166667,0
2000,1,30,6.15646135416667,0,14.1004145833333,0
2000,1,31,6.15406956458333,0,-13.4065341666667,0
2000,2,1,12.4532259166667,0,-19.5178645833333,0
2000,2,2,5.98437975416667,0,-40.9712458333333,0
2000,2,3,6.68085289583333,0,-46.4228925,0
2000,2,4,12.981494375,0,-18.4319916666667,0
2000,2,5,6.10436752083333,0,9.75134791666667,0
2000,2,6,6.07794085416667,0,1.60913666666667,0
2000,2,7,12.5918564395833,0,12.9562125,0
2000,2,8,6.156246125,0,-32.7854020833333,0
2000,2,9,5.84357267083333,0,-54.066455,0
2000,2,10,13.1186397708333,0,-20.0601458333333,0
2000,2,11,6.68451458333333,0,-31.6995291666667,0
2000,2,12,5.9635604375,0,-3.34386125,0
2000,2,13,12.5157277291667,0,27.9718833333333,0
2000,2,14,6.29487664791667,0,-0.311325,0
2000,2,15,6.01543904166667,0,-45.88061125,0
2000,2,16,12.2813595458333,0,-27.7037083333333,0
2000,2,17,6.81517972916667,0,-29.027344375,0
2000,2,18,6.59797061041667,0,-41.9984725,0
2000,2,19,12.4510262708333,0,24.3679804166667,0
2000,2,20,6.2580406875,0,15.532630625,0
2000,2,21,6.2288478625,0,-13.087985,0
2000,2,22,12.4911822916667,0,-15.0151779166667,0
2000,2,23,6.0524028375,0,-36.065156875,0
2000,2,24,6.72381479791667,0,-43.61771,0
2000,2,25,12.9869690833333,0,-14.0282633333333,0
2000,2,26,6.15339272916667,0,10.988136875,0
2000,2,27,6.16667575625,0,0.942265,0
2000,2,28,12.6178463354167,0,14.8822241666667,0
2000,2,29,6.19354875,0,-28.3950214583333,0
2000,3,1,5.96103790625,0,-50.6555225,0
2000,3,2,13.1128132708333,0,-15.6475008333333,0
2000,3,3,6.6834376875,0,-25.4198304166667,0
2000,3,4,6.13718561041667,0,-3.56487666666667,0
2000,3,5,12.5589260208333,0,29.1325666666667,0
2000,3,6,6.34062727291667,0,3.03259875,0
2000,3,7,6.15626858958333,0,-40.7631225,0
2000,3,8,12.3978632125,0,-18.0764858333333,0
2000,3,9,6.8037778125,0,-25.0104929166667,0
2000,3,10,6.61957371458333,0,-39.87516625,0
2000,3,11,12.4798552291667,0,25.3075079166667,0
2000,3,12,6.29241177083333,0,16.0774279166667,0
2000,3,13,6.27096615416667,0,-13.4423954166667,0
2000,3,14,12.5082886666667,0,-10.92205875,0
2000,3,15,6.11550425416667,0,-31.4425554166667,0
2000,3,16,6.73411669375,0,-41.4854870833333,0
2000,3,17,12.9715937916667,0,-10.0341025,0
2000,3,18,6.21218116666667,0,12.333420625,0
2000,3,19,6.27375473541667,0,-0.826185,0
2000,3,20,12.6175255541667,0,16.98462875,0
2000,3,21,6.2347533125,0,-22.3193502083333,0
2000,3,22,6.11121238541667,0,-46.30726625,0
2000,3,23,13.0647678958333,0,-9.81514625,0
2000,3,24,6.68181760416667,0,-21.480873125,0
2000,3,25,6.18370546458333,0,-4.7579225,0
2000,3,26,12.5757168125,0,29.7333604166667,0
2000,3,27,6.34897508541667,0,4.34070604166667,0
2000,3,28,6.17852996458333,0,-38.88900375,0
2000,3,29,12.4275396291667,0,-13.70881875,0
2000,3,30,13.0413098541667,0,-7.88250625,0
2000,3,31,12.915298375,0,-4.93829375,0
2000,4,1,12.53421875,0,29.7147875,0
2000,4,2,0.156352083333333,0,-2.35332291666667,0
2000,4,3,6.21900625,0,-115.2513,0
2000,4,4,-8.49024166666667,0,-199.645602083333,0
2000,4,5,2.8672798125,0,-55.4252291666667,0
2000,4,6,-0.84516875,0,-29.4388698125,0
2000,4,7,0.2257625,0,-17.7433166666667,0
2000,4,8,-0.533960416666667,0,8.82144166666667,0
2000,4,9,22.9186729166667,0,42.9166583333333,0
2000,4,10,17.7590020833333,0,4.83278541666667,0
2000,4,11,7.98755833333333,0,-56.8929666666667,0
2000,4,12,-3.63543125,0,-120.220816666667,0
2000,4,13,9.77774791666667,0,-24.81690625,0
2000,4,14,10.86880625,0,-74.9030458333333,0
2000,4,15,10.5828770833333,0,-109.98674375,0
2000,4,16,12.8371166666667,0,-45.7215708333333,0
2000,4,17,15.77179125,0,-89.3546679166667,0
2000,4,18,12.750845625,0,-106.47648875,0
2000,4,19,15.7381491666667,0,-68.8098325,0
2000,4,20,10.1530759583333,0,-134.597934583333,0
2000,4,21,20.7214364583333,0,-53.46335125,0
2000,4,22,30.23254875,0,8.77788270833333,0
2000,4,23,36.4467984375,0,29.8481183333333,0
2000,4,24,37.5154344791667,0,51.8285795833333,0
2000,4,25,33.8305790625,0,4.76839,0
2000,4,26,34.1372102083333,0,32.9419341666667,0
2000,4,27,38.6542958333333,0,53.1486333333333,0
2000,4,28,37.3648041666667,0,26.6908729166667,0
2000,4,29,31.70521875,0,39.0271291666667,0
2000,4,30,2.781043125,0,33.7637120833333,0
2000,5,1,21.7287010416667,0,31.0758470416667,0
2000,5,2,41.2706934375,0,84.9459104166667,0
2000,5,3,32.6527123333333,0,97.2688875,0
2000,5,4,29.5903083333333,0,59.0891708333333,0
2000,5,5,28.4336541666667,0,42.11531875,0
2000,5,6,23.9269520833333,0,48.8194145833333,0
2000,5,7,40.74174375,0,84.1225479166667,0
2000,5,8,25.3491279791667,0,21.622438125,0
2000,5,9,21.1030285208333,0,34.7167923541667,0
2000,5,10,31.867660375,0,69.262546875,0
2000,5,11,31.56845975,0,85.4372345833333,0
2000,5,12,22.5931041666667,0,112.995475,0
2000,5,13,22.1682583333333,0,128.905804166667,0
2000,5,14,19.5613020833333,0,126.3081625,0
2000,5,15,22.969675,0,105.891897916667,0
2000,5,16,23.8975125,0,84.9766041666667,0
2000,5,17,22.8185375,0,84.9401270833333,0
2000,5,18,27.1227035416667,0,76.0865608333333,0
2000,5,19,5.90156125,0,3.59615104166667,0
2000,5,20,12.398064375,0,6.9567873125,0
2000,5,21,27.394385625,0,46.3677341666667,0
2000,5,22,8.48889958333333,0,-2.35898,0
2000,5,23,4.894800625,0,17.616315,0
2000,5,24,37.7060416666667,0,47.5186208333333,0
2000,5,25,33.5470625,0,88.0077708333333,0
2000,5,26,31.0277541666667,0,60.0052895833333,0
2000,5,27,36.6871870833333,0,80.5928916666667,0
2000,5,28,37.52094125,0,65.0108916666667,0
2000,5,29,10.9993766666667,0,10.980556875,0
2000,5,30,43.8169566666667,0,96.0202104166667,0
2000,5,31,3.84602041666667,0,-9.24969916666667,0
2000,6,1,41.5492033333333,0,120.370129166667,0
2000,6,2,40.721184375,0,109.683107291667,0
2000,6,3,43.5721354166667,0,84.2559041666667,0
2000,6,4,46.8423772916667,0,92.3096020833333,0
2000,6,5,48.09931125,0,77.3028375,0
2000,6,6,38.209565,0,52.1543479166667,0
2000,6,7,24.2903702083333,0,91.275795,0
2000,6,8,35.3480039583333,0,130.945537333333,0
2000,6,9,37.1389622916667,0,101.386705833333,0
2000,6,10,47.639979375,0,105.72329375,0
2000,6,11,47.076338125,0,63.5799791666667,0
2000,6,12,41.0581270833333,0,108.114110416667,0
2000,6,13,41.5296308333333,0,140.577647916667,0
2000,6,14,38.8692945,0,42.69588625,0
2000,6,15,32.885995,0,70.236565625,0
2000,6,16,19.5163316666667,0,46.78332625,0
2000,6,17,5.46468770833333,0,37.1985802083333,0
2000,6,18,24.1017958333333,0,72.9949258333333,0
2000,6,19,37.1553147916667,0,135.573014583333,0
2000,6,20,15.2567979166667,0,81.9896329166667,0
2000,6,21,16.03646585625,0,109.946160185417,0
2000,6,22,11.7340104166667,0,103.20311875,0
2000,6,23,7.85290833333333,0,61.86154375,0
2000,6,24,16.0211641041667,0,50.7955679166667,0
2000,6,25,11.75903025,0,5.3392125,0
2000,6,26,17.0354968541667,0,22.3635854166667,0
2000,6,27,16.4287572708333,0,44.6052166666667,0
2000,6,28,16.9003255416667,0,69.27655,0
2000,6,29,21.7582538958333,0,76.2676958333333,0
2000,6,30,25.2730949166667,0,90.3825916666667,0
2000,7,1,34.8106014354167,0,98.4182354166667,0
2000,7,2,19.9119708541667,0,39.8483895833333,0
2000,7,3,24.3134295,0,89.6207666666667,0
2000,7,4,26.5658180416667,0,58.0655854166667,0
2000,7,5,18.541702625,0,36.8622666666667,0
2000,7,6,20.3038517083333,0,76.7687125,0
2000,7,7,19.4495605833333,0,48.1292602083333,0
2000,7,8,11.2310123208333,0,13.98110375,0
