Site,harvesting1,harvesting2,harvesting3,harvesting4,harvesting5,harvesting6,harvesting7,harvesting8,harvesting9,harvesting10,harvesting11,harvesting12,harvesting13
Bily_Kriz,2102,2223
Collelongo,2033,2174
Hyytiala,2102,2243
Kroof,2102,2223
LeBray,2016,2062,2108,2152,2197,2242,2286
Peitz,2041,2182
Solling_beech,2016,2157,2298
Solling_spruce,2025,2146,2267
Soroe,2062,2203
