Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
1	1	1.25	3.39	4.7	0.36	0.62	6.76	0	-9999	0
1	2	4.55	-1.08	0.93	-2.86	0.98	5.88	0	-9999	0
1	3	1.4	-0.7	0.22	-2.48	1.38	5.07	0.72	-9999	0
1	4	1.39	3.57	6.39	0.27	2	5.24	0	-9999	0
1	5	1.98	6.8	8.02	4.26	1.18	6.41	11.6	-9999	0
1	6	4.4	4.72	6.88	3.22	1.06	6.26	0	-9999	0
1	7	3.38	7.23	9.46	4.13	2.17	6.41	5.8	-9999	0
1	8	1.48	6.03	8.09	4.28	1.76	6.63	0	-9999	0
1	9	2.26	6.59	7.74	5.36	1.77	6.96	1.16	-9999	0
1	10	2.28	7.65	11.21	5.16	2.58	6.86	0	-9999	0
1	11	1.14	9.53	11.28	7.92	2.06	7.76	6.38	-9999	0
1	12	3.18	6.28	8.63	5.17	2.22	7.6	1.45	-9999	0
1	13	1.59	5.6	8.66	3.33	1.67	7.13	0.58	-9999	0
1	14	2.46	6.83	9.57	3.61	2.72	7.01	0.14	-9999	0
1	15	0.74	8.15	9.6	6.77	2.12	7.54	7.97	-9999	0
1	16	2.29	7.27	9.67	4.94	2.12	7.64	0	-9999	0
1	17	1.74	6.21	10.06	3.13	0.81	7.15	2.75	-9999	0
1	18	1.04	9.1	12.38	7.6	1.9	7.74	2.9	-9999	0
1	19	0.42	11.71	12.62	10.76	1.39	8.8	5.65	-9999	0
1	20	1.05	11.66	12.48	10.84	2.12	9.3	0.43	-9999	0
1	21	1.1	9.67	11.02	7.83	2.3	9.21	10.59	-9999	0
1	22	4.47	7.07	7.37	3.15	2.53	8.1	0.87	-9999	0
1	23	1.79	6.14	9.54	2.51	2.01	7.46	0.14	-9999	0
1	24	0.5	8.55	9.88	5.59	2.13	8.25	3.34	-9999	0
1	25	4.46	5.81	8.41	2.78	2.44	7.31	0	-9999	0
1	26	5.4	7.51	9.95	5.76	2.09	7.63	0	-9999	0
1	27	1.64	7.2	8.17	6.31	1.5	7.8	0	-9999	0
1	28	1.55	7.39	8.24	6.83	2.12	8.09	0	-9999	0
1	29	1.29	5.43	6.79	4.33	2.14	7.93	0	-9999	0
1	30	1.94	3.66	4.61	2.53	0.75	7.52	3.34	-9999	0
1	31	2.19	3.38	5.59	1.28	1.41	6.62	8.41	-9999	0
2	1	3.55	5.82	6.97	4.36	2.58	6.99	0	-9999	0
2	2	5.32	3.31	5.42	1.21	2.16	6.43	8.12	-9999	0
