Year,x,y,Age,Species,Management,N,Stool,AvDBH,Height,Wf,Wrc,Wrf,Ws,Wbb,Wres,Lai
1997,7,0,76,Fagussylvatica_LTWR_0_7,T,329,0,24.5400304,21.12726444,0,0,0,0,0,0,0
1997,8,0,76,Fagussylvatica_LTWR_0_8,T,329,0,24.5400304,21.12726444,0,0,0,0,0,0,0
1997,9,0,76,Fagussylvatica_LTWR_0_9,T,329,0,24.5400304,21.12726444,0,0,0,0,0,0,0
//
2002,0,0,76,Fagussylvatica_LTWR_1,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,1,0,76,Fagussylvatica_LTWR_0_1,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,2,0,76,Fagussylvatica_LTWR_0_2,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,3,0,76,Fagussylvatica_LTWR_0_3,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,4,0,76,Fagussylvatica_LTWR_0_4,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,5,0,76,Fagussylvatica_LTWR_0_5,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,6,0,76,Fagussylvatica_LTWR_0_6,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,7,0,76,Fagussylvatica_LTWR_0_7,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,8,0,76,Fagussylvatica_LTWR_0_8,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2002,9,0,76,Fagussylvatica_LTWR_0_9,T,307,0,24.5400304,21.12726444,0,0,0,0,0,0,0
//
2007,0,0,76,Fagussylvatica_LTWR_1,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,1,0,76,Fagussylvatica_LTWR_0_1,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,2,0,76,Fagussylvatica_LTWR_0_2,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,3,0,76,Fagussylvatica_LTWR_0_3,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,4,0,76,Fagussylvatica_LTWR_0_4,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,5,0,76,Fagussylvatica_LTWR_0_5,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,6,0,76,Fagussylvatica_LTWR_0_6,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,7,0,76,Fagussylvatica_LTWR_0_7,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,8,0,76,Fagussylvatica_LTWR_0_8,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
2007,9,0,76,Fagussylvatica_LTWR_0_9,T,288,0,24.5400304,21.12726444,0,0,0,0,0,0,0
//


