Month,Day,DoY,Rg_f,Rg_sqc,Ta_f,Ta_sqc,VPD_f,VPD_sqc,Ts_f,Ts_sqc,Precip,SWC,H_f,H_sqc,LE_f,LE_sqc,Reco_st,Reco_or,NEE_st_fMDS,NEE_st_fMDSsqc,GPP_st_MDS,NEE_or_fMDS,NEE_or_fMDSsqc,GPP_or_MDS,NEE_st_fANN,NEE_st_fANNsqc,GPP_st_ANN,NEE_or_fANN,NEE_or_fANNsqc,GPP_or_ANN
4,19,110,18.15,1.00,17.84,1.00,12.15,1.00,5.51,1.00,0.00,43.92,31.54,1.00,19.91,1.00,1.41,1.43,-6.49,0.98,7.90,-6.48,0.98,7.90,-6.52,0.98,7.93,-6.48,0.98,7.90
4,20,111,22.69,1.00,17.54,1.00,11.04,1.00,6.48,1.00,0.00,40.67,93.71,1.00,0.32,1.00,1.21,1.19,-0.54,0.96,1.75,-0.51,0.96,1.70,-0.47,0.98,1.68,-0.03,0.98,1.22
4,21,112,21.39,1.00,15.29,1.00,10.22,1.00,6.87,1.00,0.00,38.56,84.25,1.00,-0.51,1.00,1.17,1.15,-1.11,0.98,2.28,-1.07,0.98,2.22,-1.16,0.98,2.34,-1.09,0.98,2.24
4,22,113,20.87,1.00,8.81,1.00,2.48,1.00,5.68,1.00,0.00,37.48,155.78,1.00,-0.63,1.00,0.82,0.86,0.21,0.98,0.60,0.22,0.98,0.64,0.39,0.98,0.43,0.98,0.98,-0.12
4,23,114,14.19,1.00,7.95,1.00,0.99,1.00,5.11,1.00,0.00,36.46,87.00,1.00,-0.15,1.00,0.77,0.84,-5.57,0.98,6.34,-5.59,0.98,6.43,-5.55,0.98,6.32,-5.57,0.98,6.40
4,24,115,18.57,1.00,9.99,1.00,2.52,1.00,5.20,1.00,0.00,35.39,84.25,1.00,1.21,1.00,0.96,0.99,-7.54,0.98,8.50,-7.42,0.98,8.41,-7.48,0.98,8.45,-7.46,0.98,8.45
4,25,116,24.73,1.00,8.93,1.00,3.52,1.00,5.20,1.00,0.00,34.34,115.09,1.00,4.45,1.00,1.16,1.18,-8.07,0.98,9.23,-8.06,0.98,9.25,-8.01,0.98,9.17,-7.97,0.98,9.16
4,26,117,6.67,1.00,5.91,1.00,1.02,1.00,4.31,1.00,10.42,34.03,-20.65,1.00,3.45,1.00,1.27,1.35,-0.79,0.98,2.06,-0.86,0.98,2.21,-0.91,0.98,2.18,-0.88,0.98,2.23
4,27,118,12.98,1.00,6.14,1.00,1.34,1.00,3.80,1.00,1.23,34.31,17.32,1.00,5.13,1.00,1.41,1.50,-4.31,0.98,5.72,-4.29,0.98,5.79,-4.22,0.98,5.62,-4.20,0.98,5.70
4,28,119,15.49,0.94,8.22,1.00,4.09,0.94,3.87,0.94,0.00,33.81,48.75,1.00,8.49,0.94,1.56,1.62,-6.36,0.88,7.92,-6.31,0.88,7.94,-6.35,0.92,7.92,-6.42,0.92,8.04
4,29,120,19.62,1.00,9.65,1.00,7.07,1.00,4.20,1.00,0.00,33.16,73.93,1.00,10.20,1.00,1.66,1.70,-9.44,0.94,11.10,-9.42,0.94,11.12,-9.68,0.98,11.34,-9.70,0.98,11.40
4,30,121,23.80,1.00,11.98,1.00,6.25,1.00,4.95,1.00,0.00,32.45,124.09,1.00,9.24,1.00,2.02,1.98,-7.69,0.98,9.72,-7.76,0.98,9.75,-7.81,0.98,9.83,-7.89,0.98,9.87
5,1,122,23.94,1.00,16.36,1.00,10.95,1.00,6.15,1.00,0.00,31.69,107.56,1.00,16.94,1.00,2.41,2.32,-7.78,0.98,10.19,-7.81,0.98,10.13,-7.86,0.98,10.27,-7.89,0.98,10.21
5,2,123,25.22,1.00,15.49,1.00,10.78,1.00,6.83,1.00,0.00,31.02,108.42,1.00,10.03,1.00,2.25,2.16,-6.18,0.98,8.43,-6.22,0.98,8.38,-6.20,0.98,8.45,-6.24,0.98,8.41
5,3,124,23.80,1.00,12.19,1.00,5.67,1.00,6.75,1.00,0.00,30.42,65.33,1.00,7.31,1.00,2.13,2.10,-6.31,0.98,8.44,-6.31,0.98,8.41,-6.30,0.98,8.43,-6.30,0.98,8.40
5,4,125,25.24,1.00,10.89,1.00,6.03,1.00,6.36,1.00,0.00,29.77,71.77,1.00,5.68,1.00,2.04,2.03,-6.52,0.98,8.57,-6.52,0.98,8.55,-6.54,0.98,8.58,-6.53,0.98,8.56
5,5,126,25.16,1.00,11.80,1.00,7.83,1.00,6.22,1.00,0.00,29.04,115.60,1.00,4.77,1.00,2.06,2.04,-7.27,0.98,9.33,-7.25,0.98,9.29,-7.43,0.98,9.49,-7.32,0.98,9.36
5,6,127,10.14,1.00,9.24,1.00,1.59,1.00,6.01,1.00,1.84,28.53,33.61,1.00,6.92,1.00,1.84,1.89,-3.97,0.98,5.81,-3.94,0.98,5.82,-4.15,0.98,6.00,-4.04,0.98,5.93
5,7,128,10.74,1.00,8.01,1.00,1.20,1.00,5.41,1.00,0.00,28.24,28.94,1.00,1.50,1.00,1.55,1.59,-4.79,0.98,6.34,-4.76,0.98,6.35,-4.63,0.98,6.18,-4.57,0.98,6.16
5,8,129,27.22,1.00,10.61,1.00,4.61,1.00,5.62,1.00,0.00,27.67,104.86,1.00,2.68,1.00,1.57,1.58,-8.17,0.98,9.74,-8.12,0.98,9.70,-8.21,0.98,9.78,-8.11,0.98,9.70
5,9,130,18.78,1.00,12.00,1.00,4.72,1.00,6.00,1.00,0.00,27.05,55.27,1.00,5.30,1.00,1.49,1.49,-6.62,0.98,8.11,-6.60,0.98,8.08,-6.80,0.98,8.30,-6.68,0.98,8.17
5,10,131,18.12,1.00,11.02,1.00,5.01,1.00,6.05,1.00,0.00,26.55,66.01,1.00,2.34,1.00,1.34,1.37,-6.63,0.98,7.97,-6.59,0.98,7.95,-7.00,0.98,8.34,-6.73,0.98,8.09
5,11,132,10.35,1.00,10.44,1.00,1.95,1.00,5.88,1.00,1.02,26.16,28.61,1.00,0.14,1.00,1.24,1.37,-4.98,0.98,6.22,-4.96,0.98,6.33,-4.91,0.98,6.15,-4.80,0.98,6.17
5,12,133,7.56,0.92,10.44,1.00,0.09,0.92,5.94,0.92,6.13,26.09,16.25,1.00,2.68,0.92,1.39,1.63,-2.57,0.90,3.96,-2.58,0.90,4.21,-2.05,0.92,3.44,-2.06,0.92,3.69
5,13,134,13.46,0.69,11.09,1.00,1.23,0.69,6.04,0.69,0.82,-9999.00,34.60,1.00,6.30,0.69,1.67,1.93,-6.14,0.65,7.81,-6.20,0.65,8.13,-4.92,0.67,6.59,-5.01,0.67,6.94
5,14,135,14.79,0.88,11.22,1.00,0.80,0.88,6.26,0.88,1.43,25.87,56.05,1.00,11.69,0.88,1.93,2.21,-6.25,0.81,8.18,-6.23,0.81,8.44,-5.96,0.85,7.88,-5.97,0.85,8.18
5,15,136,19.38,0.85,13.32,1.00,3.72,0.85,6.79,0.85,0.00,25.63,87.96,1.00,16.33,0.85,2.38,2.65,-7.56,0.79,9.94,-7.48,0.79,10.13,-7.72,0.83,10.10,-7.63,0.83,10.28
5,16,137,25.64,1.00,16.61,1.00,10.10,1.00,7.46,1.00,0.00,25.28,110.67,1.00,21.00,1.00,2.97,3.22,-8.03,0.92,11.00,-7.88,0.98,11.10,-7.69,0.98,10.66,-7.54,0.98,10.76
5,17,138,23.03,1.00,20.07,1.00,15.83,1.00,8.58,1.00,0.00,24.83,45.43,1.00,13.22,1.00,3.61,3.66,-4.24,0.98,7.86,-4.36,0.98,8.02,-4.75,0.98,8.36,-4.74,0.98,8.40
5,18,139,25.88,1.00,19.51,1.00,12.87,1.00,9.16,1.00,0.00,24.40,112.20,1.00,27.27,1.00,4.16,4.19,-7.16,0.98,11.31,-6.79,0.90,10.98,-6.69,0.98,10.84,-6.74,0.98,10.94
5,19,140,16.62,1.00,17.07,1.00,7.50,1.00,9.27,1.00,0.61,24.05,39.27,1.00,18.62,1.00,3.69,3.74,-4.44,0.98,8.13,-4.74,0.92,8.48,-4.53,0.98,8.22,-4.87,0.98,8.61
5,20,141,22.58,1.00,12.98,1.00,3.57,1.00,8.63,1.00,0.82,23.81,105.78,1.00,20.42,1.00,3.23,3.31,-8.49,0.98,11.72,-8.48,0.98,11.79,-8.50,0.98,11.73,-8.50,0.98,11.82
5,21,142,18.51,1.00,11.43,1.00,2.04,1.00,7.85,1.00,0.00,23.50,96.90,1.00,11.38,1.00,2.83,2.91,-10.56,0.98,13.39,-10.56,0.98,13.46,-10.56,0.98,13.39,-10.56,0.98,13.47
5,22,143,21.87,1.00,11.78,1.00,3.13,1.00,7.90,1.00,0.20,23.21,110.39,1.00,15.27,1.00,2.50,2.65,-7.29,0.98,9.79,-7.28,0.98,9.93,-7.39,0.98,9.89,-7.37,0.98,10.02
5,23,144,27.96,1.00,13.39,1.00,7.15,1.00,7.90,1.00,0.00,22.85,124.20,1.00,18.49,1.00,2.27,2.37,-9.52,0.98,11.79,-9.52,0.98,11.89,-9.67,0.98,11.94,-9.50,0.98,11.87
5,24,145,24.16,1.00,16.32,1.00,9.17,1.00,8.42,1.00,0.00,22.46,89.29,1.00,16.41,1.00,2.38,2.52,-6.83,0.98,9.21,-7.05,0.98,9.57,-6.92,0.98,9.30,-6.74,0.98,9.26
5,25,146,26.88,1.00,19.57,1.00,12.98,1.00,9.34,1.00,0.00,22.09,109.28,1.00,19.42,1.00,2.56,2.64,-7.32,0.98,9.88,-7.24,0.98,9.87,-7.15,0.98,9.71,-6.85,0.98,9.48
5,26,147,27.26,1.00,22.89,1.00,16.87,1.00,10.54,1.00,0.00,21.74,93.94,1.00,23.48,1.00,2.58,2.59,-5.77,0.98,8.35,-5.67,0.98,8.27,-5.90,0.98,8.48,-5.66,0.98,8.26
5,27,148,27.75,1.00,23.26,1.00,18.63,1.00,11.30,1.00,0.00,21.43,93.55,1.00,22.60,1.00,2.44,2.50,-5.13,0.98,7.58,-5.09,0.98,7.59,-5.13,0.98,7.57,-5.13,0.98,7.64
5,28,149,26.74,1.00,23.03,1.00,16.26,1.00,11.68,1.00,0.00,21.14,87.26,1.00,41.41,1.00,2.48,2.58,-6.81,0.98,9.29,-6.76,0.98,9.34,-6.67,0.98,9.15,-6.63,0.98,9.21
5,29,150,14.76,1.00,21.32,1.00,17.32,1.00,11.34,1.00,0.00,20.93,-2.99,1.00,27.92,1.00,2.58,2.67,-5.20,0.96,7.78,-5.14,0.96,7.81,-4.97,0.98,7.55,-4.88,0.98,7.55
5,30,151,28.89,1.00,16.42,1.00,8.16,1.00,10.92,1.00,0.00,20.75,145.78,1.00,42.25,1.00,2.31,2.47,-10.16,0.96,12.47,-10.03,0.96,12.50,-10.16,0.98,12.47,-9.99,0.98,12.46
5,31,152,26.76,1.00,17.28,1.00,7.77,1.00,10.71,1.00,0.00,20.57,110.74,1.00,40.57,1.00,2.46,2.61,-9.54,0.98,12.01,-9.39,0.98,12.00,-9.29,0.98,11.76,-9.00,0.98,11.61
6,1,153,26.51,1.00,18.93,1.00,9.29,1.00,10.98,1.00,0.00,20.40,90.81,1.00,35.86,1.00,2.70,2.76,-8.24,0.98,10.94,-8.41,0.98,11.17,-8.23,0.98,10.93,-8.20,0.98,10.96
6,2,154,17.51,1.00,19.04,1.00,9.56,1.00,11.01,1.00,0.00,20.27,24.23,1.00,30.55,1.00,2.71,2.74,-7.74,0.98,10.46,-7.72,0.98,10.46,-7.78,0.98,10.49,-7.75,0.98,10.49
6,3,155,22.52,1.00,16.88,1.00,3.33,1.00,10.96,1.00,0.00,20.18,85.52,1.00,26.41,1.00,2.53,2.54,-8.15,0.98,10.69,-8.04,0.98,10.59,-7.73,0.98,10.27,-7.78,0.98,10.32
6,4,156,17.83,1.00,14.85,1.00,1.90,1.00,10.53,1.00,0.20,20.15,85.11,1.00,23.10,1.00,2.51,2.53,-8.90,0.98,11.41,-8.98,0.98,11.51,-8.74,0.98,11.25,-8.70,0.98,11.23
6,5,157,24.50,1.00,13.69,1.00,3.23,1.00,10.07,1.00,0.00,20.09,119.04,1.00,34.56,1.00,2.47,2.46,-13.21,0.98,15.68,-13.20,0.98,15.66,-13.20,0.98,15.67,-13.19,0.98,15.65
6,6,158,21.08,1.00,12.54,1.00,2.29,1.00,9.61,1.00,2.04,20.07,69.48,1.00,34.11,1.00,2.20,2.20,-8.88,0.98,11.08,-8.87,0.98,11.07,-8.88,0.98,11.08,-8.88,0.98,11.07
6,7,159,11.23,1.00,11.46,1.00,0.10,1.00,9.02,1.00,7.97,20.61,2.91,1.00,17.16,1.00,1.93,1.99,-5.30,0.98,7.23,-5.42,0.98,7.41,-5.30,0.98,7.23,-5.37,0.98,7.37
6,8,160,22.23,1.00,13.70,1.00,2.69,1.00,9.05,1.00,0.00,20.90,101.42,1.00,33.42,1.00,2.12,2.17,-10.34,0.98,12.45,-10.28,0.98,12.45,-10.22,0.98,12.34,-10.13,0.98,12.30
6,9,161,27.73,1.00,14.77,1.00,5.29,1.00,9.48,1.00,0.00,20.49,111.23,1.00,36.83,1.00,2.26,2.30,-9.83,0.98,12.09,-9.90,0.98,12.20,-9.93,0.98,12.18,-9.82,0.98,12.12
6,10,162,24.70,1.00,16.15,1.00,4.98,1.00,9.91,1.00,0.00,20.23,83.14,1.00,24.96,1.00,2.45,2.47,-8.37,0.98,10.82,-8.36,0.98,10.83,-8.20,0.98,10.66,-8.17,0.98,10.64
6,11,163,21.34,1.00,18.04,1.00,7.05,1.00,10.32,1.00,0.00,20.11,80.64,1.00,31.40,1.00,2.64,2.62,-8.65,0.96,11.29,-8.64,0.96,11.26,-8.27,0.98,10.91,-8.44,0.98,11.06
6,12,164,26.25,1.00,17.92,1.00,11.22,1.00,10.41,1.00,1.84,20.05,115.92,1.00,39.48,1.00,2.66,2.65,-9.41,0.98,12.06,-9.34,0.98,11.99,-9.39,0.98,12.05,-9.29,0.98,11.95
6,13,165,16.57,1.00,13.65,1.00,0.56,1.00,10.18,1.00,2.25,20.08,58.88,1.00,22.34,1.00,2.31,2.41,-7.58,0.98,9.89,-7.56,0.98,9.97,-7.57,0.98,9.88,-7.55,0.98,9.96
6,14,166,27.76,1.00,14.16,1.00,3.05,1.00,9.92,1.00,0.00,20.01,148.84,1.00,32.58,1.00,2.54,2.63,-12.00,0.98,14.54,-11.99,0.98,14.62,-11.96,0.98,14.50,-11.97,0.98,14.59
6,15,167,30.14,1.00,14.50,1.00,8.25,1.00,9.83,1.00,0.00,19.95,150.59,1.00,41.61,1.00,2.71,2.80,-9.51,0.98,12.22,-9.38,0.94,12.18,-9.70,0.98,12.40,-9.62,0.98,12.42
6,16,168,28.92,1.00,19.51,1.00,16.75,1.00,10.00,1.00,0.00,19.85,112.73,1.00,41.53,1.00,3.42,3.35,-6.67,0.98,10.09,-6.40,0.98,9.75,-6.86,0.98,10.28,-6.85,0.98,10.21
6,17,169,19.60,1.00,23.71,1.00,18.66,1.00,11.22,1.00,0.00,19.75,34.35,1.00,39.44,1.00,3.97,3.81,-6.73,0.98,10.69,-6.72,0.98,10.53,-6.85,0.98,10.82,-6.93,0.98,10.73
6,18,170,26.27,1.00,24.26,1.00,23.30,1.00,12.12,1.00,0.00,19.66,73.48,1.00,45.53,1.00,3.93,3.81,-5.56,0.98,9.49,-5.55,0.98,9.36,-5.68,0.98,9.61,-5.68,0.98,9.50
6,19,171,28.73,1.00,18.81,1.00,3.97,1.00,12.30,1.00,0.00,19.64,113.12,1.00,24.21,1.00,3.23,3.26,-8.88,0.98,12.11,-8.92,0.98,12.18,-8.89,0.98,12.12,-8.93,0.98,12.19
6,20,172,28.83,1.00,19.72,1.00,7.35,1.00,12.38,1.00,0.00,19.60,86.35,1.00,28.23,1.00,3.23,3.22,-6.56,0.98,9.78,-6.55,0.98,9.78,-6.48,0.98,9.71,-6.46,0.98,9.68
6,21,173,29.33,1.00,20.19,1.00,11.43,1.00,12.42,1.00,0.00,19.54,70.68,1.00,26.83,1.00,2.99,2.96,-6.13,0.98,9.13,-6.07,0.98,9.03,-6.21,0.98,9.21,-6.14,0.98,9.09
6,22,174,28.82,1.00,21.58,1.00,13.90,1.00,12.63,1.00,0.00,19.47,89.74,1.00,29.54,1.00,3.09,3.07,-6.55,0.98,9.63,-6.59,0.98,9.66,-6.58,0.98,9.67,-6.60,0.98,9.66
6,23,175,29.19,1.00,23.43,1.00,17.78,1.00,13.14,1.00,0.00,19.39,95.27,1.00,33.63,1.00,2.90,2.88,-4.98,0.98,7.88,-4.98,0.98,7.86,-5.05,0.98,7.95,-5.08,0.98,7.96
6,24,176,29.33,1.00,24.06,1.00,20.09,1.00,13.49,1.00,0.00,19.33,89.15,1.00,25.83,1.00,2.62,2.60,-4.52,0.98,7.15,-4.56,0.98,7.16,-4.50,0.98,7.13,-4.64,0.98,7.24
6,25,177,28.53,1.00,24.42,1.00,20.31,1.00,13.81,1.00,0.00,19.26,89.45,1.00,26.57,0.98,2.41,2.32,-5.47,0.98,7.87,-5.52,0.98,7.84,-5.12,0.98,7.53,-5.15,0.98,7.47
6,26,178,21.36,1.00,24.71,1.00,17.57,1.00,13.95,1.00,0.00,19.21,60.07,1.00,26.27,0.88,2.46,2.36,-5.12,0.98,7.58,-5.31,0.98,7.67,-4.68,0.98,7.14,-4.97,0.98,7.33
6,27,179,14.39,1.00,23.44,1.00,13.27,1.00,13.84,1.00,0.20,19.19,25.04,1.00,19.79,0.88,2.41,2.40,-4.24,0.98,6.65,-4.27,0.98,6.68,-4.15,0.98,6.56,-4.25,0.98,6.66
6,28,180,25.24,1.00,22.67,1.00,11.32,1.00,13.88,1.00,0.00,19.13,84.20,1.00,27.89,0.90,2.40,2.47,-6.91,0.94,9.31,-6.85,0.94,9.32,-6.80,0.98,9.20,-6.76,0.98,9.22
6,29,181,27.56,1.00,22.69,1.00,11.94,1.00,14.08,1.00,0.00,19.08,90.62,1.00,30.18,0.83,2.42,2.56,-6.76,0.96,9.19,-6.76,0.96,9.32,-6.53,0.98,8.95,-6.48,0.98,9.04
6,30,182,21.44,1.00,23.30,1.00,10.02,1.00,14.20,1.00,0.00,19.04,84.80,1.00,25.39,0.65,2.41,2.58,-6.55,0.98,8.96,-6.45,0.98,9.03,-6.27,0.98,8.68,-6.21,0.98,8.79
7,1,183,24.20,1.00,22.73,1.00,9.91,1.00,14.29,1.00,0.00,19.00,78.63,1.00,30.89,0.10,2.35,2.47,-6.30,0.96,8.65,-6.20,0.96,8.67,-6.10,0.98,8.45,-6.09,0.98,8.56
7,2,184,23.85,1.00,22.88,1.00,10.90,1.00,14.26,1.00,0.00,18.96,73.24,1.00,27.69,0.00,2.35,2.41,-6.10,0.96,8.45,-6.02,0.96,8.43,-6.08,0.98,8.43,-6.08,0.98,8.49
7,3,185,26.38,1.00,23.99,1.00,15.10,1.00,14.59,1.00,0.00,18.90,125.30,1.00,30.31,0.00,2.49,2.49,-6.67,0.98,9.16,-6.39,0.98,8.88,-6.57,0.98,9.06,-6.27,0.98,8.76
7,4,186,25.21,1.00,24.25,1.00,20.80,1.00,14.55,1.00,0.00,18.85,104.93,1.00,25.61,0.00,2.43,2.44,-5.51,0.98,7.94,-5.50,0.98,7.94,-5.67,0.98,8.11,-5.64,0.98,8.08
7,5,187,27.34,1.00,23.64,1.00,17.46,1.00,14.71,1.00,0.00,18.80,152.06,1.00,32.82,0.00,2.50,2.45,-7.62,0.98,10.12,-7.59,0.98,10.03,-7.61,0.98,10.11,-7.56,0.98,10.01
7,6,188,24.61,1.00,23.69,1.00,9.29,1.00,15.01,1.00,0.00,18.76,128.45,1.00,29.21,0.00,2.96,2.99,-8.29,0.96,11.24,-7.55,0.96,10.53,-8.08,0.98,11.04,-7.56,0.98,10.55
7,7,189,25.34,1.00,27.34,1.00,26.47,1.00,15.38,1.00,0.00,18.70,94.17,1.00,28.96,0.00,3.47,3.39,-4.78,0.98,8.25,-4.89,0.98,8.28,-4.73,0.98,8.21,-4.73,0.98,8.12
7,8,190,24.65,1.00,25.58,1.00,22.01,1.00,15.66,1.00,0.00,18.66,88.85,1.00,24.99,0.00,3.84,3.81,-5.97,0.98,9.81,-5.97,0.98,9.78,-5.97,0.98,9.81,-5.98,0.98,9.79
7,9,191,26.60,1.00,22.46,1.00,16.84,1.00,15.14,1.00,0.00,18.63,133.45,1.00,26.76,0.00,3.03,3.08,-7.20,0.94,10.24,-7.07,0.88,10.15,-7.28,0.98,10.32,-7.04,0.98,10.12
7,10,192,26.39,1.00,22.05,1.00,13.65,1.00,14.94,1.00,0.00,18.58,112.34,1.00,27.48,0.00,2.25,2.18,-6.89,0.96,9.14,-6.57,0.92,8.75,-6.96,0.98,9.21,-6.42,0.98,8.60
7,11,193,25.27,1.00,22.21,1.00,14.22,1.00,14.95,1.00,0.00,18.53,106.00,1.00,25.40,0.00,2.08,2.03,-7.50,0.94,9.58,-7.31,0.88,9.35,-6.43,0.98,8.51,-6.06,0.98,8.09
7,12,194,24.57,1.00,23.03,1.00,14.40,1.00,15.06,1.00,0.00,18.48,102.31,1.00,28.18,0.00,2.24,2.28,-6.47,0.83,8.71,-6.42,0.83,8.71,-6.01,0.98,8.25,-5.55,0.98,7.83
7,13,195,24.49,1.00,26.47,1.00,23.86,1.00,15.57,1.00,0.00,18.41,101.35,1.00,30.18,0.00,2.58,2.69,-5.02,0.88,7.61,-5.15,0.88,7.84,-4.32,0.98,6.90,-4.16,0.98,6.84
7,14,196,23.33,1.00,25.74,1.00,20.20,1.00,16.16,1.00,0.00,18.36,99.21,1.00,31.38,0.00,2.64,2.87,-5.66,0.73,8.30,-5.59,0.73,8.46,-4.47,0.98,7.12,-4.20,0.98,7.07
7,15,197,25.72,1.00,19.51,1.00,13.00,1.00,15.30,1.00,0.00,18.37,102.44,1.00,29.71,0.00,2.29,2.68,-6.25,0.48,8.54,-6.11,0.40,8.79,-6.29,0.98,8.58,-6.13,0.98,8.81
7,16,198,26.18,1.00,17.27,1.00,9.12,1.00,14.35,1.00,0.00,18.33,79.96,1.00,25.37,0.31,2.21,2.72,-7.05,0.29,9.25,-6.76,0.15,9.47,-7.38,0.98,9.59,-7.47,0.98,10.19
7,17,199,24.95,1.00,20.33,1.00,14.08,1.00,14.35,1.00,0.00,18.25,124.04,1.00,26.36,0.90,2.54,3.14,-5.50,0.44,8.05,-5.22,0.27,8.36,-5.84,0.98,8.39,-5.70,0.98,8.84
7,18,200,22.89,1.00,22.43,1.00,17.39,1.00,14.73,1.00,0.00,18.18,106.59,1.00,23.04,0.98,2.82,3.50,-4.52,0.06,7.34,-4.40,0.02,7.90,-4.84,0.98,7.65,-4.69,0.98,8.20
7,19,201,20.55,1.00,21.20,1.00,9.58,1.00,14.82,1.00,0.00,18.16,88.56,1.00,21.18,0.98,2.81,3.61,-5.35,0.46,8.16,-5.29,0.44,8.89,-5.93,0.98,8.74,-5.54,0.98,9.14
7,20,202,15.76,1.00,21.87,1.00,11.28,1.00,14.77,1.00,0.00,18.13,56.67,1.00,18.06,0.98,2.97,3.87,-4.49,0.71,7.46,-4.25,0.60,8.12,-4.82,0.98,7.80,-4.34,0.98,8.22
7,21,203,23.63,1.00,25.27,1.00,23.48,1.00,15.20,1.00,0.00,18.06,104.70,1.00,25.37,0.98,3.40,4.40,-4.35,0.19,7.75,-4.24,0.17,8.64,-3.66,0.98,7.06,-3.78,0.98,8.18
7,22,204,20.74,1.00,21.16,1.00,12.29,1.00,15.31,1.00,0.00,18.05,122.52,1.00,21.80,0.98,3.11,4.21,-3.97,0.65,7.08,-3.79,0.63,8.00,-4.79,0.98,7.90,-4.51,0.98,8.71
7,23,205,20.40,1.00,15.29,1.00,5.81,1.00,13.84,1.00,0.00,18.09,107.74,1.00,20.25,1.00,2.62,3.79,-5.02,0.98,7.64,-4.94,0.98,8.73,-5.04,0.98,7.66,-5.08,0.98,8.87
7,24,206,17.25,1.00,16.01,1.00,5.80,1.00,13.07,1.00,0.00,18.03,86.21,1.00,18.07,1.00,1.77,2.47,-5.75,0.98,7.52,-5.63,0.98,8.10,-5.90,0.98,7.67,-5.87,0.98,8.34
7,25,207,23.95,1.00,18.94,1.00,10.16,1.00,13.30,1.00,0.00,17.94,156.76,1.00,24.08,0.98,1.43,1.59,-6.40,0.98,7.83,-6.30,0.98,7.89,-6.40,0.98,7.83,-6.31,0.98,7.90
7,26,208,23.55,1.00,21.72,1.00,14.44,1.00,13.95,1.00,0.00,17.89,114.73,1.00,26.56,0.98,1.70,1.77,-3.98,0.98,5.68,-3.86,0.98,5.63,-3.86,0.98,5.56,-3.85,0.98,5.62
7,27,209,19.22,1.00,21.65,1.00,9.17,1.00,14.38,1.00,0.00,17.87,98.96,1.00,19.87,0.98,1.75,1.80,-4.86,0.98,6.61,-4.82,0.98,6.62,-4.74,0.98,6.50,-4.67,0.98,6.47
7,28,210,19.50,1.00,20.17,1.00,6.58,1.00,14.27,1.00,0.00,17.86,76.41,1.00,19.99,0.98,2.11,2.12,-4.08,0.98,6.19,-4.12,0.98,6.24,-4.24,0.98,6.35,-4.08,0.98,6.19
7,29,211,23.20,1.00,21.54,1.00,11.91,1.00,14.36,1.00,0.00,17.82,116.03,1.00,24.55,0.98,2.13,2.32,-3.80,0.98,5.93,-3.73,0.98,6.05,-3.86,0.98,5.99,-3.78,0.98,6.10
7,30,212,21.08,1.00,22.48,1.00,14.17,1.00,14.60,1.00,0.00,17.78,102.05,1.00,22.82,0.81,2.18,2.36,-3.54,0.98,5.72,-3.33,0.98,5.68,-3.52,0.98,5.69,-3.33,0.98,5.68
7,31,213,23.09,1.00,22.88,1.00,17.36,1.00,14.64,1.00,0.00,17.75,121.80,1.00,23.42,0.71,2.19,2.36,-3.67,0.98,5.86,-3.55,0.98,5.91,-3.55,0.98,5.75,-3.46,0.98,5.82
8,1,214,21.62,1.00,23.87,1.00,18.47,1.00,14.95,1.00,0.00,17.71,113.99,1.00,20.58,0.19,2.25,2.39,-3.28,0.98,5.53,-3.11,0.98,5.51,-3.08,0.98,5.33,-2.84,0.98,5.24
8,2,215,16.70,1.00,23.81,1.00,13.92,1.00,15.16,1.00,0.00,17.68,85.01,1.00,18.24,0.00,2.23,2.37,-3.06,0.98,5.29,-3.02,0.98,5.40,-2.62,0.98,4.85,-2.54,0.98,4.91
8,3,216,21.26,1.00,24.03,1.00,16.47,1.00,15.28,1.00,0.00,17.66,112.63,1.00,20.81,0.00,2.23,2.37,-3.36,0.81,5.59,-3.21,0.98,5.58,-2.50,0.98,4.73,-2.68,0.98,5.05
8,4,217,21.77,1.00,25.42,1.00,19.82,1.00,15.62,1.00,0.00,17.62,151.04,1.00,19.23,0.00,2.31,2.42,-3.20,0.60,5.51,-2.89,0.92,5.31,-1.95,0.98,4.25,-2.29,0.98,4.71
8,5,218,21.21,1.00,25.68,1.00,22.38,1.00,15.87,1.00,0.00,17.59,136.33,1.00,18.92,0.00,2.31,2.41,-3.13,0.79,5.44,-2.54,0.56,4.95,-1.31,0.98,3.62,-1.87,0.98,4.28
8,6,219,13.95,1.00,25.59,1.00,18.07,1.00,16.01,1.00,0.00,17.57,55.46,1.00,18.25,0.00,2.30,2.39,-2.42,0.46,4.71,-2.19,0.42,4.58,-1.69,0.98,3.98,-1.62,0.98,4.01
8,7,220,20.49,1.00,25.86,1.00,18.55,1.00,16.23,1.00,0.00,17.54,133.14,1.00,19.12,0.00,2.30,2.38,-2.74,0.33,5.04,-2.56,0.33,4.95,-1.78,0.98,4.08,-1.93,0.98,4.31
8,8,221,19.80,1.00,27.30,1.00,25.36,1.00,16.52,1.00,0.00,17.50,118.55,1.00,23.10,0.00,2.38,2.44,-2.64,0.21,5.02,-2.45,0.21,4.88,-0.57,0.98,2.95,-1.31,0.98,3.75
