Year	Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	
2006	9	14	11.5	19.9	23.1	17.4	4.1	-9999	0.0	-9999	-9999	
2006	9	15	13.3	20.9	23.6	17.9	5.8	-9999	0.0	-9999	-9999	
2006	9	16	17.2	18.1	21.1	14.4	4.7	-9999	0.0	-9999	-9999	
2006	9	17	14.8	14.7	17.4	11.5	1.9	-9999	6.2	-9999	-9999	
2006	9	18	11.3	15.3	18.0	13.7	1.1	-9999	0.4	-9999	-9999	
2006	9	19	12.4	15.7	19.2	14.1	1.9	-9999	0.2	-9999	-9999	
2006	9	20	14.1	15.7	19.0	13.3	2.9	-9999	0.0	-9999	-9999	
2006	9	21	18.3	15.3	18.8	12.1	3.8	-9999	10.2	-9999	-9999	
2006	9	22	16.1	15.1	19.0	11.0	3.0	-9999	0.0	-9999	-9999	
2006	9	23	15.2	15.1	18.0	11.0	2.1	-9999	0.2	-9999	-9999	
2006	9	24	19.3	13.6	17.9	9.6	3.8	-9999	0.0	-9999	-9999	
2006	9	25	12.6	16.1	18.9	13.3	6.2	-9999	1.6	-9999	-9999	
2006	9	26	11.7	13.0	15.7	11.0	0.2	-9999	43.2	-9999	-9999	
2006	9	27	13.9	12.7	15.6	9.8	0.7	-9999	5.2	-9999	-9999	
2006	9	28	9.3	15.6	20.0	11.7	1.0	-9999	2.2	-9999	-9999	
2006	9	29	11.5	16.5	19.5	14.4	2.8	-9999	0.0	-9999	-9999	
2006	9	30	15.7	15.8	19.4	13.4	3.6	-9999	0.0	-9999	-9999	
2006	10	1	16.3	16.6	19.9	13.4	2.9	-9999	0.0	-9999	-9999	
2006	10	2	17.7	19.1	23.1	16.5	10.4	-9999	0.0	-9999	-9999	
2006	10	3	17.3	21.4	24.8	17.7	18.6	-9999	0.0	-9999	-9999	
2006	10	4	13.7	23.0	26.5	19.4	17.6	-9999	0.0	-9999	-9999	
2006	10	5	7.2	16.5	20.6	13.9	4.1	-9999	0.2	-9999	-9999	
2006	10	6	7.0	12.7	13.8	11.4	0.1	-9999	14.8	-9999	-9999	
2006	10	7	16.2	12.1	15.2	9.2	2.8	-9999	0.2	-9999	-9999	
2006	10	8	10.2	11.5	13.8	9.4	2.0	-9999	0.0	-9999	-9999	
2006	10	9	1.2	10.2	11.4	9.2	0.1	-9999	3.2	-9999	-9999	
2006	10	10	5.5	11.4	13.5	9.8	0.1	-9999	7.0	-9999	-9999	
2006	10	11	10.7	11.2	14.1	8.6	0.6	-9999	0.2	-9999	-9999	
2006	10	12	13.2	12.8	15.9	11.1	1.3	-9999	0.0	-9999	-9999	
2006	10	13	12.1	12.6	15.1	11.2	1.3	-9999	0.0	-9999	-9999	
2006	10	14	13.4	12.4	15.5	10.3	1.4	-9999	0.2	-9999	-9999	
2006	10	15	7.1	11.3	13.5	10.2	1.3	-9999	0.2	-9999	-9999	
2006	10	16	9.2	9.8	13.8	7.9	0.9	-9999	3.8	-9999	-9999	
2006	10	17	7.0	7.4	8.7	6.1	1.8	-9999	0.2	-9999	-9999	
2006	10	18	16.3	7.6	10.7	5.8	3.5	-9999	0.0	-9999	-9999	
2006	10	19	15.7	10.2	14.0	6.8	4.5	-9999	0.0	-9999	-9999	
2006	10	20	14.1	12.7	14.8	9.8	2.0	-9999	10.4	-9999	-9999	
2006	10	21	12.6	13.8	16.1	12.6	0.8	-9999	0.2	-9999	-9999	
2006	10	22	9.5	15.1	17.6	13.5	0.9	-9999	1.0	-9999	-9999	
2006	10	23	14.9	16.5	18.9	14.7	5.2	-9999	0.0	-9999	-9999	
2006	10	24	14.3	20.0	24.3	17.2	11.9	-9999	0.0	-9999	-9999	
2006	10	25	14.5	18.9	22.3	16.9	9.8	-9999	0.0	-9999	-9999	
2006	10	26	15.4	18.7	21.8	16.1	7.6	-9999	0.0	-9999	-9999	
2006	10	27	15.1	18.7	21.5	16.6	10.3	-9999	0.0	-9999	-9999	
2006	10	28	14.9	18.9	21.4	15.1	7.8	-9999	0.0	-9999	-9999	
2006	10	29	13.7	15.4	18.0	13.7	5.1	-9999	0.0	-9999	-9999	
2006	10	30	12.5	11.5	15.2	7.2	4.6	-9999	0.2	-9999	-9999	
2006	10	31	15.1	6.8	9.1	4.5	5.1	-9999	0.0	-9999	-9999	
2006	11	1	14.1	11.3	14.2	7.7	3.6	-9999	0.0	-9999	-9999	
2006	11	2	8.6	7.8	13.9	0.8	2.8	-9999	4.8	-9999	-9999	
2006	11	3	14.8	-0.6	1.0	-2.2	3.0	-9999	1.8	-9999	-9999	
2006	11	4	14.3	-0.9	0.9	-1.9	3.2	-9999	0.0	-9999	-9999	
2006	11	5	13.7	2.6	6.8	-1.0	3.3	-9999	0.2	-9999	-9999	
2006	11	6	12.9	6.9	10.0	4.0	3.0	-9999	0.0	-9999	-9999	
2006	11	7	13.5	9.5	11.8	7.4	4.7	-9999	0.0	-9999	-9999	
2006	11	8	13.9	11.2	13.8	9.6	6.4	-9999	0.0	-9999	-9999	
2006	11	9	13.8	11.7	14.7	9.3	5.2	-9999	0.0	-9999	-9999	
2006	11	10	10.6	8.8	11.4	6.0	3.2	-9999	13.4	-9999	-9999	
2006	11	11	12.4	3.6	6.3	2.2	3.4	-9999	0.2	-9999	-9999	
2006	11	12	7.0	7.4	10.0	5.2	3.4	-9999	0.0	-9999	-9999	
2006	11	13	11.9	7.5	10.5	4.5	3.7	-9999	0.0	-9999	-9999	
2006	11	14	12.9	9.6	12.9	4.8	6.1	-9999	0.0	-9999	-9999	
2006	11	15	12.7	12.5	14.7	10.5	6.0	-9999	0.0	-9999	-9999	
2006	11	16	13.0	13.0	15.7	11.2	6.8	-9999	0.0	-9999	-9999	
2006	11	17	12.7	11.9	14.0	10.4	5.7	-9999	0.0	-9999	-9999	
2006	11	18	10.2	12.2	15.0	10.3	5.2	-9999	0.0	-9999	-9999	
2006	11	19	9.7	11.2	13.5	9.3	2.9	-9999	0.0	-9999	-9999	
2006	11	20	11.0	9.5	12.0	7.8	3.0	-9999	0.0	-9999	-9999	
2006	11	21	7.5	9.0	12.6	8.0	2.3	-9999	8.4	-9999	-9999	
2006	11	22	7.8	8.4	10.4	6.9	2.0	-9999	21.4	-9999	-9999	
2006	11	23	8.6	7.5	8.7	5.7	2.3	-9999	0.8	-9999	-9999	
2006	11	24	11.8	9.6	12.0	6.0	4.3	-9999	0.0	-9999	-9999	
2006	11	25	11.8	12.8	14.7	10.9	4.7	-9999	0.0	-9999	-9999	
2006	11	26	11.4	11.0	13.1	8.3	2.8	-9999	0.0	-9999	-9999	
2006	11	27	12.1	8.1	10.6	5.9	2.7	-9999	0.2	-9999	-9999	
2006	11	28	12.1	9.8	12.5	7.8	3.8	-9999	0.0	-9999	-9999	
2006	11	29	10.1	8.8	10.7	5.9	4.0	-9999	0.0	-9999	-9999	
2006	11	30	12.0	7.4	9.1	6.1	2.7	-9999	0.0	-9999	-9999	
2006	12	1	9.9	5.9	8.0	4.5	2.4	-9999	0.0	-9999	-9999	
2006	12	2	8.3	6.9	8.6	5.2	2.7	-9999	0.0	-9999	-9999	
2006	12	3	7.2	7.9	9.4	6.9	2.4	-9999	0.0	-9999	-9999	
2006	12	4	5.6	8.9	11.0	7.6	2.3	-9999	0.4	-9999	-9999	
2006	12	5	7.5	10.2	11.8	9.1	2.6	-9999	0.0	-9999	-9999	
2006	12	6	11.9	10.4	12.5	8.6	2.9	-9999	0.0	-9999	-9999	
2006	12	7	8.7	10.6	12.4	9.0	3.0	-9999	0.2	-9999	-9999	
2006	12	8	7.2	10.0	12.1	9.0	3.1	-9999	0.0	-9999	-9999	
2006	12	9	8.1	9.3	11.9	7.9	3.3	-9999	3.2	-9999	-9999	
2006	12	10	9.7	7.9	9.2	6.6	2.7	-9999	1.8	-9999	-9999	
2006	12	11	10.7	6.6	7.8	5.1	2.8	-9999	29.0	-9999	-9999	
2006	12	12	11.7	4.0	5.2	2.8	3.0	-9999	0.4	-9999	-9999	
2006	12	13	8.3	3.4	4.3	1.9	2.2	-9999	4.0	-9999	-9999	
2006	12	14	9.8	5.6	9.6	2.2	2.8	-9999	6.4	-9999	-9999	
2006	12	15	10.8	9.8	11.9	7.0	3.2	-9999	0.2	-9999	-9999	
2006	12	16	9.5	10.6	13.2	8.3	4.5	-9999	0.0	-9999	-9999	
2006	12	17	9.6	10.6	11.9	9.3	4.3	-9999	0.8	-9999	-9999	
2006	12	18	9.5	10.7	11.9	8.9	4.3	-9999	6.6	-9999	-9999	
2006	12	19	9.6	10.7	11.7	9.1	4.3	-9999	24.8	-9999	-9999	
2006	12	20	9.6	10.7	11.7	9.1	3.2	-9999	1.8	-9999	-9999	
2006	12	21	10.0	9.8	11.7	4.4	3.3	-9999	18.2	-9999	-9999	
2006	12	22	9.8	5.6	8.1	2.2	3.3	-9999	-9999	-9999	-9999	
2006	12	23	10.0	2.8	3.5	2.2	3.1	-9999	40.2	-9999	-9999	
2006	12	24	8.2	2.8	3.5	2.2	2.3	-9999	0.4	-9999	-9999	
2006	12	25	8.2	3.0	3.6	2.3	2.3	-9999	2.4	-9999	-9999	
2006	12	26	8.2	2.6	3.4	1.6	2.3	-9999	0.0	-9999	-9999	
2006	12	27	8.1	3.2	5.4	0.3	2.1	-9999	0.0	-9999	-9999	
2006	12	28	10.9	4.6	6.6	3.2	2.4	-9999	0.0	-9999	-9999	
2006	12	29	11.0	4.8	6.9	3.4	2.5	-9999	0.2	-9999	-9999	
2006	12	30	11.7	3.9	5.3	2.7	2.9	-9999	0.0	-9999	-9999	
2006	12	31	11.1	4.8	7.1	3.1	2.7	-9999	0.0	-9999	-9999	
2007	1	1	5.5	6.2	8.2	4.2	1.6	-9999	0.0	-9999	-9999	
2007	1	2	6.2	5.3	8.8	-0.1	1.0	-9999	7.4	-9999	-9999	
2007	1	3	7.4	0.5	1.1	-0.3	1.0	-9999	3.4	-9999	-9999	
2007	1	4	9.6	1.1	3.1	0.0	2.0	-9999	1.2	-9999	-9999	
2007	1	5	10.0	3.3	4.3	2.2	1.5	-9999	8.8	-9999	-9999	
2007	1	6	10.0	4.4	7.6	2.6	1.1	-9999	1.0	-9999	-9999	
2007	1	7	10.2	6.9	10.0	4.2	2.5	-9999	0.0	-9999	-9999	
2007	1	8	8.6	6.8	9.6	4.7	2.2	-9999	0.0	-9999	-9999	
2007	1	9	9.7	6.6	8.1	5.6	2.1	-9999	0.0	-9999	-9999	
2007	1	10	10.5	7.1	9.3	5.6	2.1	-9999	0.2	-9999	-9999	
2007	1	11	10.2	8.4	12.3	6.4	2.7	-9999	0.0	-9999	-9999	
2007	1	12	7.8	7.3	9.6	5.4	0.6	-9999	0.0	-9999	-9999	
2007	1	13	10.5	7.0	10.1	4.3	4.0	-9999	0.0	-9999	-9999	
2007	1	14	10.6	12.1	15.9	10.0	9.2	-9999	0.0	-9999	-9999	
2007	1	15	9.7	6.1	9.9	3.9	2.5	-9999	0.0	-9999	-9999	
2007	1	16	10.6	8.6	11.2	4.9	6.1	-9999	0.0	-9999	-9999	
2007	1	17	9.2	8.0	10.3	6.1	3.8	-9999	0.0	-9999	-9999	
2007	1	18	3.8	6.8	8.4	6.0	0.1	-9999	0.2	-9999	-9999	
2007	1	19	8.2	9.1	15.4	6.4	2.1	-9999	0.0	-9999	-9999	
2007	1	20	10.9	13.8	16.9	10.6	8.1	-9999	0.0	-9999	-9999	
2007	1	21	11.2	13.9	16.9	11.6	9.5	-9999	0.0	-9999	-9999	
2007	1	22	11.4	14.6	18.3	11.6	12.4	-9999	0.0	-9999	-9999	
2007	1	23	4.1	10.1	12.8	6.3	4.1	-9999	6.4	-9999	-9999	
2007	1	24	3.7	2.7	5.7	0.5	0.0	-9999	33.0	-9999	-9999	
2007	1	25	3.6	2.1	8.7	0.4	0.0	-9999	17.2	-9999	-9999	
2007	1	26	2.9	3.2	4.2	1.9	0.2	-9999	3.2	-9999	-9999	
2007	1	27	7.8	2.8	5.2	0.0	0.3	-9999	0.4	-9999	-9999	
2007	1	28	12.6	0.8	2.2	-0.3	1.9	-9999	0.0	-9999	-9999	
2007	1	29	12.4	3.3	7.4	1.1	1.6	-9999	0.0	-9999	-9999	
2007	1	30	12.8	4.0	7.0	0.9	1.4	-9999	0.2	-9999	-9999	
2007	1	31	13.0	6.3	8.7	3.8	3.0	-9999	0.0	-9999	-9999	
2007	2	1	11.8	6.9	9.5	4.4	2.6	-9999	0.0	-9999	-9999	
2007	2	2	10.2	2.7	4.5	0.6	1.8	-9999	0.0	-9999	-9999	
2007	2	3	13.6	4.4	7.6	1.5	4.0	-9999	0.0	-9999	-9999	
2007	2	4	8.5	0.4	4.8	-2.3	2.8	-9999	0.0	-9999	-9999	
2007	2	5	13.2	0.4	2.7	-1.2	2.2	-9999	0.0	-9999	-9999	
2007	2	6	14.0	4.0	8.8	1.4	2.8	-9999	0.0	-9999	-9999	
2007	2	7	7.8	5.5	8.1	2.8	2.0	-9999	0.2	-9999	-9999	
2007	2	8	6.2	5.8	6.6	4.3	1.5	-9999	1.4	-9999	-9999	
2007	2	9	9.3	7.3	10.2	5.3	2.7	-9999	1.0	-9999	-9999	
2007	2	10	9.3	8.0	9.2	6.7	2.2	-9999	5.6	-9999	-9999	
2007	2	11	9.1	7.4	9.0	6.3	2.2	-9999	3.4	-9999	-9999	
2007	2	12	8.0	7.6	10.5	5.0	2.5	-9999	0.0	-9999	-9999	
2007	2	13	11.6	6.8	9.4	4.4	2.9	-9999	30.2	-9999	-9999	
2007	2	14	15.3	5.7	8.7	3.7	3.4	-9999	0.0	-9999	-9999	
2007	2	15	8.0	7.6	11.8	4.9	2.2	-9999	3.0	-9999	-9999	
2007	2	16	10.0	4.3	7.1	0.5	1.3	-9999	14.4	-9999	-9999	
2007	2	17	8.5	3.2	4.3	2.0	1.1	-9999	6.8	-9999	-9999	
2007	2	18	7.8	4.5	6.2	2.7	1.2	-9999	0.2	-9999	-9999	
2007	2	19	8.3	7.9	9.9	5.1	1.6	-9999	0.6	-9999	-9999	
2007	2	20	8.8	7.9	8.8	6.9	1.7	-9999	10.4	-9999	-9999	
2007	2	21	8.6	7.4	8.3	6.1	1.4	-9999	1.4	-9999	-9999	
2007	2	22	9.4	7.8	9.6	6.2	1.0	-9999	0.0	-9999	-9999	
2007	2	23	10.9	6.5	8.6	5.3	0.7	-9999	0.6	-9999	-9999	
2007	2	24	8.3	6.2	8.7	4.2	0.8	-9999	0.2	-9999	-9999	
2007	2	25	9.9	6.4	8.6	5.1	0.9	-9999	0.0	-9999	-9999	
2007	2	26	8.8	5.7	7.8	3.1	0.6	-9999	10.8	-9999	-9999	
2007	2	27	12.2	4.1	6.0	2.7	1.3	-9999	0.6	-9999	-9999	
2007	2	28	14.5	6.8	11.1	3.9	2.7	-9999	0.0	-9999	-9999	
2007	3	1	11.7	8.3	10.8	6.9	0.8	-9999	0.0	-9999	-9999	
2007	3	2	14.0	8.7	9.9	7.1	1.5	-9999	0.0	-9999	-9999	
2007	3	3	16.5	9.9	12.3	8.1	1.9	-9999	0.0	-9999	-9999	
2007	3	4	17.9	11.5	16.0	8.4	3.0	-9999	0.0	-9999	-9999	
2007	3	5	18.1	10.8	15.2	7.1	3.1	-9999	0.0	-9999	-9999	
2007	3	6	18.0	12.5	15.5	10.1	4.1	-9999	0.0	-9999	-9999	
2007	3	7	7.9	10.6	13.2	8.2	1.9	-9999	0.0	-9999	-9999	
2007	3	8	14.7	8.8	11.7	6.9	1.4	-9999	0.4	-9999	-9999	
2007	3	9	14.5	8.2	10.6	7.0	1.2	-9999	6.0	-9999	-9999	
2007	3	10	14.7	8.0	12.9	5.7	1.1	-9999	66.4	-9999	-9999	
2007	3	11	18.6	7.1	12.9	4.5	2.4	-9999	5.8	-9999	-9999	
2007	3	12	18.5	5.3	6.8	4.4	2.8	-9999	0.2	-9999	-9999	
2007	3	13	18.5	6.3	9.4	3.5	2.8	-9999	0.0	-9999	-9999	
2007	3	14	17.7	6.8	9.5	3.9	2.4	-9999	0.0	-9999	-9999	
2007	3	15	18.8	7.5	10.9	4.2	3.0	-9999	0.0	-9999	-9999	
2007	3	16	18.3	8.2	11.8	5.7	3.6	-9999	0.0	-9999	-9999	
2007	3	17	12.3	8.8	12.5	6.7	3.9	-9999	0.0	-9999	-9999	
2007	3	18	18.9	8.6	13.4	5.1	3.5	-9999	0.0	-9999	-9999	
2007	3	19	6.2	5.9	8.5	4.1	0.5	-9999	2.0	-9999	-9999	
2007	3	20	7.8	3.6	8.2	-0.3	0.4	-9999	21.6	-9999	-9999	
2007	3	21	9.7	0.5	2.1	-0.4	0.3	-9999	9.0	-9999	-9999	
2007	3	22	8.0	1.4	3.1	0.0	0.6	-9999	13.2	-9999	-9999	
2007	3	23	9.8	2.0	4.0	0.4	1.0	-9999	4.2	-9999	-9999	
2007	3	24	6.8	3.9	6.8	1.9	0.7	-9999	5.0	-9999	-9999	
2007	3	25	8.1	5.7	8.0	4.3	0.7	-9999	5.6	-9999	-9999	
2007	3	26	9.3	6.1	8.1	4.4	0.5	-9999	0.8	-9999	-9999	
2007	3	27	7.9	5.8	7.5	4.3	0.3	-9999	1.4	-9999	-9999	
2007	3	28	13.2	6.1	8.3	4.0	0.3	-9999	0.2	-9999	-9999	
2007	3	29	14.4	8.1	9.3	5.6	0.8	-9999	0.2	-9999	-9999	
2007	3	30	15.6	7.9	10.2	5.4	1.3	-9999	2.2	-9999	-9999	
2007	3	31	20.3	6.8	9.4	4.8	1.7	-9999	0.2	-9999	-9999	
2007	4	1	15.9	7.9	11.3	4.8	2.2	-9999	0.0	-9999	-9999	
2007	4	2	16.4	7.4	10.5	5.1	1.0	-9999	0.0	-9999	-9999	
2007	4	3	9.3	6.9	10.3	3.8	0.7	-9999	0.2	-9999	-9999	
2007	4	4	10.4	6.1	9.0	3.1	0.6	-9999	15.0	-9999	-9999	
2007	4	5	21.3	7.2	10.6	5.5	1.6	-9999	38.6	-9999	-9999	
2007	4	6	22.9	7.8	10.0	5.5	2.3	-9999	0.0	-9999	-9999	
2007	4	7	13.5	8.5	12.5	5.7	2.2	-9999	0.0	-9999	-9999	
2007	4	8	20.3	9.9	13.2	7.0	2.8	-9999	0.0	-9999	-9999	
2007	4	9	23.1	10.0	13.6	7.0	3.5	-9999	0.0	-9999	-9999	
2007	4	10	17.5	11.4	14.9	8.7	4.1	-9999	0.0	-9999	-9999	
2007	4	11	22.2	12.9	16.8	9.9	7.6	-9999	0.0	-9999	-9999	
2007	4	12	22.7	12.1	16.2	8.6	6.2	-9999	0.0	-9999	-9999	
2007	4	13	21.5	11.9	16.0	8.9	4.0	-9999	0.0	-9999	-9999	
2007	4	14	3.7	9.3	11.6	7.1	4.0	-9999	6.4	-9999	-9999	
2007	4	15	20.8	10.8	14.7	6.2	4.4	-9999	0.0	-9999	-9999	
2007	4	16	19.2	11.8	16.1	8.6	5.3	-9999	0.0	-9999	-9999	
2007	4	17	11.9	8.9	13.3	6.3	1.7	-9999	1.4	-9999	-9999	
2007	4	18	21.4	9.6	14.3	4.8	3.0	-9999	0.2	-9999	-9999	
2007	4	19	19.4	12.4	16.4	8.2	4.7	-9999	0.0	-9999	-9999	
2007	4	20	19.1	12.4	16.2	9.5	6.8	-9999	0.0	-9999	-9999	
2007	4	21	23.1	12.6	16.4	9.4	6.9	-9999	0.0	-9999	-9999	
2007	4	22	24.5	14.8	19.2	11.3	8.7	-9999	0.0	-9999	-9999	
2007	4	23	22.2	15.3	18.9	11.8	9.4	-9999	0.0	-9999	-9999	
2007	4	24	19.1	15.5	19.4	13.2	8.8	-9999	0.0	-9999	-9999	
2007	4	25	16.7	13.0	16.8	9.4	3.9	-9999	0.6	-9999	-9999	
2007	4	26	7.0	9.3	10.7	8.3	0.1	-9999	9.8	-9999	-9999	
2007	4	27	11.4	9.0	11.8	7.2	0.1	-9999	3.6	-9999	-9999	
2007	4	28	18.9	9.7	12.6	7.5	1.4	-9999	0.6	-9999	-9999	
2007	4	29	22.0	11.6	16.0	8.0	4.2	-9999	0.0	-9999	-9999	
2007	4	30	10.8	11.1	14.9	9.3	3.0	-9999	2.0	-9999	-9999	
2007	5	1	8.6	9.6	11.5	8.5	0.1	-9999	10.8	-9999	-9999	
2007	5	2	19.1	12.0	15.1	9.3	2.0	-9999	0.0	-9999	-9999	
2007	5	3	12.4	13.3	17.4	10.2	2.3	-9999	2.4	-9999	-9999	
2007	5	4	17.0	15.9	20.5	11.8	8.3	-9999	1.0	-9999	-9999	
2007	5	5	19.0	15.5	18.9	13.1	3.6	-9999	0.0	-9999	-9999	
2007	5	6	11.7	12.5	15.2	8.9	1.4	-9999	0.0	-9999	-9999	
2007	5	7	12.4	11.6	14.6	8.8	1.4	-9999	4.0	-9999	-9999	
2007	5	8	20.1	12.6	16.5	9.3	2.6	-9999	0.2	-9999	-9999	
2007	5	9	26.4	16.1	21.2	10.7	7.5	-9999	0.0	-9999	-9999	
2007	5	10	27.6	18.0	22.0	15.0	10.6	-9999	0.0	-9999	-9999	
2007	5	11	27.6	18.2	22.1	15.0	8.6	-9999	0.0	-9999	-9999	
2007	5	12	28.0	18.7	22.7	15.6	8.7	-9999	0.0	-9999	-9999	
2007	5	13	20.8	18.5	22.0	16.1	6.7	-9999	0.0	-9999	-9999	
2007	5	14	26.3	18.9	22.3	16.0	9.3	-9999	0.0	-9999	-9999	
2007	5	15	27.1	17.8	23.6	11.2	9.7	-9999	0.0	-9999	-9999	
2007	5	16	28.1	12.9	17.6	8.7	8.9	-9999	0.0	-9999	-9999	
2007	5	17	20.0	10.3	14.1	8.2	1.9	-9999	0.0	-9999	-9999	
2007	5	18	17.7	10.0	13.9	8.0	1.6	-9999	24.2	-9999	-9999	
2007	5	19	23.0	10.4	13.4	7.9	1.5	-9999	0.2	-9999	-9999	
2007	5	20	25.6	12.2	16.8	8.4	3.6	-9999	0.0	-9999	-9999	
2007	5	21	24.6	14.2	17.4	10.1	3.3	-9999	0.0	-9999	-9999	
2007	5	22	24.3	17.3	21.5	13.0	4.2	-9999	0.0	-9999	-9999	
2007	5	23	17.1	16.8	21.0	14.5	3.5	-9999	9.8	-9999	-9999	
2007	5	24	21.3	16.7	21.0	13.8	4.6	-9999	0.2	-9999	-9999	
2007	5	25	20.4	17.4	21.2	13.6	4.8	-9999	0.0	-9999	-9999	
2007	5	26	26.0	19.9	24.4	16.7	10.1	-9999	0.0	-9999	-9999	
2007	5	27	17.6	19.8	24.2	16.2	11.3	-9999	0.0	-9999	-9999	
2007	5	28	13.5	12.9	16.3	8.5	0.4	-9999	12.6	-9999	-9999	
2007	5	29	21.0	9.4	13.2	6.7	1.2	-9999	5.0	-9999	-9999	
2007	5	30	11.3	9.1	11.5	6.6	0.7	-9999	0.4	-9999	-9999	
2007	5	31	24.2	12.3	16.6	8.4	3.5	-9999	0.0	-9999	-9999	
2007	6	1	28.4	15.7	20.2	11.8	7.2	-9999	0.0	-9999	-9999	
2007	6	2	13.3	14.1	18.8	12.5	3.6	-9999	8.8	-9999	-9999	
2007	6	3	8.4	13.8	16.1	12.3	1.4	-9999	0.2	-9999	-9999	
2007	6	4	18.3	13.7	15.8	11.0	1.4	-9999	45.6	-9999	-9999	
2007	6	5	6.7	12.4	16.2	10.6	0.1	-9999	52.0	-9999	-9999	
2007	6	6	29.3	15.0	18.7	10.5	3.4	-9999	0.0	-9999	-9999	
2007	6	7	11.3	15.9	19.1	13.6	5.3	-9999	0.0	-9999	-9999	
2007	6	8	18.5	15.4	19.4	12.3	2.5	-9999	7.4	-9999	-9999	
2007	6	9	23.6	14.9	17.9	12.0	1.7	-9999	0.2	-9999	-9999	
2007	6	10	19.9	17.1	20.5	13.8	2.4	-9999	0.0	-9999	-9999	
2007	6	11	22.0	18.5	21.4	15.8	4.6	-9999	0.0	-9999	-9999	
2007	6	12	28.0	19.1	22.7	15.7	5.0	-9999	0.0	-9999	-9999	
2007	6	13	14.7	17.2	19.7	14.7	3.1	-9999	9.8	-9999	-9999	
2007	6	14	29.5	18.5	22.1	14.7	7.1	-9999	0.0	-9999	-9999	
2007	6	15	28.8	21.1	25.4	17.4	11.9	-9999	0.0	-9999	-9999	
2007	6	16	28.6	19.5	22.5	16.4	9.2	-9999	0.0	-9999	-9999	
2007	6	17	29.2	20.2	23.9	16.8	10.9	-9999	0.0	-9999	-9999	
2007	6	18	28.9	23.6	28.3	18.7	13.9	-9999	0.0	-9999	-9999	
2007	6	19	27.4	26.9	30.6	23.4	22.5	-9999	0.0	-9999	-9999	
2007	6	20	28.5	27.1	30.9	24.4	20.7	-9999	0.0	-9999	-9999	
2007	6	21	28.7	28.2	31.5	25.0	27.5	-9999	0.0	-9999	-9999	
2007	6	22	28.3	29.6	33.3	27.2	33.6	-9999	0.0	-9999	-9999	
2007	6	23	26.4	28.8	32.6	25.7	31.7	-9999	0.0	-9999	-9999	
2007	6	24	27.4	29.0	32.7	25.8	30.1	-9999	0.0	-9999	-9999	
2007	6	25	27.9	29.4	33.4	26.3	35.4	-9999	0.0	-9999	-9999	
2007	6	26	27.2	28.6	31.9	24.3	33.2	-9999	0.0	-9999	-9999	
2007	6	27	28.2	20.5	24.3	15.6	9.4	-9999	0.0	-9999	-9999	
2007	6	28	30.6	18.2	23.6	13.6	11.9	-9999	0.0	-9999	-9999	
2007	6	29	29.9	19.1	23.7	14.9	13.9	-9999	0.0	-9999	-9999	
2007	6	30	28.9	19.9	24.0	16.2	14.4	-9999	0.0	-9999	-9999	
2007	7	1	27.2	21.0	25.7	17.5	10.9	-9999	0.0	-9999	-9999	
2007	7	2	28.8	22.0	26.2	18.9	16.9	-9999	0.0	-9999	-9999	
2007	7	3	28.6	21.2	25.5	18.1	12.2	-9999	0.0	-9999	-9999	
2007	7	4	29.3	20.0	24.0	16.5	8.0	-9999	0.0	-9999	-9999	
2007	7	5	26.6	18.1	21.5	14.5	6.3	-9999	0.0	-9999	-9999	
2007	7	6	27.7	17.5	22.2	13.0	7.7	-9999	0.0	-9999	-9999	
2007	7	7	28.7	20.7	25.2	16.7	10.7	-9999	0.0	-9999	-9999	
2007	7	8	28.9	22.3	26.1	19.0	16.6	-9999	0.0	-9999	-9999	
2007	7	9	28.8	22.6	26.4	19.9	16.1	-9999	0.0	-9999	-9999	
2007	7	10	27.5	21.9	27.5	14.6	16.2	-9999	0.0	-9999	-9999	
2007	7	11	29.1	15.7	18.9	13.1	7.6	-9999	0.0	-9999	-9999	
2007	7	12	16.1	14.7	19.2	12.0	2.9	-9999	0.4	-9999	-9999	
2007	7	13	29.2	16.7	20.8	12.3	8.9	-9999	0.2	-9999	-9999	
2007	7	14	28.9	18.7	22.0	14.5	11.7	-9999	0.0	-9999	-9999	
2007	7	15	27.9	20.9	24.5	16.0	13.6	-9999	0.0	-9999	-9999	
2007	7	16	27.1	22.3	26.1	17.2	13.5	-9999	0.0	-9999	-9999	
2007	7	17	27.1	24.6	28.1	20.9	19.5	-9999	0.0	-9999	-9999	
2007	7	18	26.1	26.1	30.2	22.5	23.2	-9999	0.0	-9999	-9999	
2007	7	19	25.0	26.6	30.0	23.1	23.8	-9999	0.0	-9999	-9999	
2007	7	20	25.4	26.9	30.9	23.7	26.7	-9999	0.0	-9999	-9999	
2007	7	21	24.5	27.5	31.7	24.2	26.8	-9999	0.0	-9999	-9999	
2007	7	22	24.7	29.1	34.1	25.6	32.0	-9999	0.0	-9999	-9999	
2007	7	23	24.6	30.4	35.1	27.3	36.1	-9999	0.0	-9999	-9999	
2007	7	24	24.4	30.8	35.6	26.2	38.2	-9999	0.0	-9999	-9999	
2007	7	25	26.5	25.7	29.6	20.1	24.8	-9999	0.0	-9999	-9999	
2007	7	26	25.0	22.2	26.3	18.9	12.6	-9999	0.0	-9999	-9999	
