Year	Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	WS_f			
1995	4	20	18.75	14.2	16.11	9.18	4.58	-9999	4.30	-9999	-9999	-9999	-9999			
1995	4	21	27.26	17.96	21.27	9.22	8.93	-9999	0.10	-9999	-9999	-9999	-9999			
1995	4	22	25.28	16.84	19.67	9.37	7.40	-9999	3.60	-9999	-9999	-9999	-9999			
1995	4	23	26.04	17.27	20.24	9.45	7.88	-9999	8.20	-9999	-9999	-9999	-9999			
1995	4	24	14.24	12.96	14.30	9.43	3.12	-9999	38.80	-9999	-9999	-9999	-9999			
1995	4	25	18.99	11.1	12.91	6.32	3.65	-9999	6.00	-9999	-9999	-9999	-9999			
1995	4	26	15.54	10.89	12.33	7.09	2.95	-9999	3.70	-9999	-9999	-9999	-9999			
1995	4	27	21.14	12.26	14.33	6.81	4.38	-9999	0.40	-9999	-9999	-9999	-9999			
1995	4	28	29.97	13.74	15.96	7.89	5.07	-9999	0.00	-9999	-9999	-9999	-9999			
1995	4	29	39.48	15.3	18.81	6.03	8.00	-9999	0.00	-9999	-9999	-9999	-9999			
1995	4	30	23.65	15.46	17.88	9.07	6.02	-9999	1.50	-9999	-9999	-9999	-9999			
1995	5	1	31.22	16.25	18.60	10.05	6.15	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	2	24.90	17.33	19.90	10.54	7.05	-9999	0.20	-9999	-9999	-9999	-9999			
1995	5	3	38.35	16.94	20.17	8.43	8.25	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	4	39.68	17.27	20.76	8.07	8.93	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	5	40.43	17.14	20.78	7.56	9.14	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	6	40.90	18.78	22.59	8.72	10.40	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	7	39.96	18.21	21.77	8.83	9.56	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	8	38.65	17.62	20.91	8.95	8.71	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	9	35.13	17.66	20.45	10.32	7.66	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	10	25.19	16.86	19.41	10.12	6.82	-9999	7.70	-9999	-9999	-9999	-9999			
1995	5	11	26.13	17.33	20.04	10.18	7.35	-9999	4.80	-9999	-9999	-9999	-9999			
1995	5	12	19.39	16.92	18.72	12.19	5.08	-9999	15.90	-9999	-9999	-9999	-9999			
1995	5	13	21.18	14.3	16.24	9.19	4.67	-9999	7.60	-9999	-9999	-9999	-9999			
1995	5	14	16.94	12.56	14.04	8.67	3.33	-9999	5.00	-9999	-9999	-9999	-9999			
1995	5	15	39.00	14.18	17.24	6.12	6.74	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	16	21.16	14.74	16.66	9.68	4.75	-9999	4.40	-9999	-9999	-9999	-9999			
1995	5	17	24.90	16.05	18.41	9.84	6.09	-9999	8.30	-9999	-9999	-9999	-9999			
1995	5	18	25.81	15.44	17.88	9.02	6.05	-9999	7.80	-9999	-9999	-9999	-9999			
