year,mo,day,neeCutRef_gCm2d1,neeVutRef_gCm2d1,neeCutRef_qc,neeVutRef_qc,neeCutRefJointunc_gCm2d1,neeVutRefJointunc_gCm2d1,recoNtVutRef_gCm2d1,recoNtVutSe_gCm2d1,recoNtCutRef_gCm2d1,recoNtCutSe_gCm2d1,recoDtVutRef_gCm2d1,recoDtVutSe_gCm2d1,recoDtCutRef_gCm2d1,recoDtCutSe_gCm2d1,gppNtVutRef_gCm2d1,gppNtVutSe_gCm2d1,gppNtCutRef_gCm2d1,gppNtCutSe_gCm2d1,gppDtVutRef_gCm2d1,gppDtVutSe_gCm2d1,gppDtCutRef_gCm2d1,gppDtCutSe_gCm2d1
1996,1,1,-3.26183445478098,-3.22338049321158,0,0,NA,NA,4.8184384053312,0.025406145791676,4.7984148629118,0.055081807897194,5.831472177063,0.014531236436106,5.837712576462,0.16410892729842,8.33388870184182,0.039565163428362,7.9451949021003,0.16024915433358,2.0675693883078,0.0021726381271374,2.0491007030676,0.042849483578226
1996,1,2,-3.5262247519746,-3.5551513218546,0,0,NA,NA,4.8366098257464,0.025135531028478,4.8169726195032,0.054993748327362,5.8466140905744,0.014356241497962,5.853056846247,0.16406711564958,8.68125897239562,0.03929631279678,8.22885502945194,0.174552322710168,3.0261474869886,0.0028996629253956,3.0051422139726,0.059888147732244
1996,1,3,-3.4428438061992,-3.4347748497894,0,0,NA,NA,3.9747725107506,0.037503295687494,3.9328281196542,0.053172898582752,5.156070280218,0.020176598132496,5.1527331312444,0.16210841069358,7.84077184408986,0.055165534967322,7.2155142858474,0.167372142726672,4.2506468075214,0.0035950760416818,4.2323649126876,0.07819773900003
1996,1,4,-3.26183445478098,-3.22338049321158,0,0,NA,NA,4.5534651880302,0.029274594565554,4.526411494644,0.054462928474656,5.6206316410686,0.016310508019884,5.6238481545714,0.16355169087192,8.1134654937102,0.042547241999574,7.65860724589428,0.160200044022564,2.1946763683962,0.00229864507603848,2.17528082224128,0.045348049561464
1996,1,5,-3.5262247519746,-3.5551513218546,0,0,NA,NA,4.5995522617278,0.028817790411384,4.573135039356,0.054230437114542,5.6620547918064,0.015943834560654,5.6657490909552,0.16370354455416,8.48676475888722,0.04215357905616,7.97054447893626,0.174772739713572,0.68433666137928,0.00085704255227448,0.6755068583523,0.015263786684835
1996,1,6,-3.4428438061992,-3.4347748497894,0,0,NA,NA,4.534637623074,0.029049847224372,4.5083719517148,0.055026213970104,5.59502124948,0.016520204032254,5.5981350714978,0.1632680029422,8.3020979691585,0.04717650063789,7.8242689765422,0.167055885381762,2.78709344916678,0.00266902567625772,2.76766272847584,0.055288715025024
1996,1,7,-3.26183445478098,-3.22338049321158,0,0,NA,NA,4.7238820316766,0.02710501750944,4.7004705350226,0.054333212914656,5.7633237294984,0.015073231284306,5.768414200458,0.163973439396,8.2600002975087,0.042068941815186,7.83948214713456,0.161315822678868,3.3558448772628,0.0031414004106264,3.3341261686668,0.065689756144506
1996,1,8,-3.5262247519746,-3.5551513218546,0,0,NA,NA,4.9689021853458,0.0229861883025684,4.9542341660136,0.056360548211526,5.9403623362902,0.0138112688128896,5.9484243745368,0.1645218119259,8.78351009468868,0.0356648113286946,8.37766190938014,0.172251125437248,4.462926537654,0.003661747029018,4.4466189136434,0.080422419226032
1996,1,9,-3.4428438061992,-3.4347748497894,0,0,NA,NA,5.1463338302844,0.020195796035376,5.136187046796,0.056464969237326,6.0827954259852,0.012430130819301,6.092874973575,0.16463291330304,8.81163184437666,0.042596747943048,8.48542730498658,0.171443306653866,3.44039782474206,0.00316366612541507,3.41944718359608,0.0666655327752827
1996,1,10,-3.26183445478098,-3.22338049321158,0,0,NA,NA,4.5116051120478,0.03029839840404,4.4824128414624,0.053842743248814,5.5957318745562,0.016529895946512,5.5983832606026,0.1636420161402,8.084269331658,0.044477093891178,7.60932486718794,0.161546178056094,2.6717422011345,0.00269330109583673,2.65026309879708,0.054302674628943
1996,1,11,-3.5262247519746,-3.5551513218546,0,0,NA,NA,4.5001572814926,0.030363597768348,4.4708971264308,0.053922937731858,5.5846708125624,0.016613205764922,5.5872136699236,0.16356103039224,8.40521507253012,0.04245982668369,7.86225388664664,0.17161807458978,1.8153622359405,0.00191949354852302,1.79897466390642,0.0376342691641371
1996,1,12,-3.4428438061992,-3.4347748497894,0,0,NA,NA,4.4929009930662,0.03054467420433,4.4632873631034,0.053846757945396,5.580257456826,0.016663784023692,5.5827019465542,0.1635998585832,8.27970067522962,0.04992624350766,7.7703944292,0.168395587685442,4.09132088206686,0.00352674486813168,4.0720245899346,0.0762477381742986
1996,1,13,-3.26183445478098,-3.22338049321158,0,0,NA,NA,4.4372268585216,0.031278276230058,4.4063614734048,0.053863744197978,5.534138170431,0.017065798487244,5.5359658626714,0.16347688823232,8.02077079777272,0.044923659163812,7.53005737477422,0.16077784252725,4.54350742173198,0.00377270954565102,4.52575258283772,0.08255401989003
1996,1,14,-3.5262247519746,-3.5551513218546,0,0,NA,NA,4.9503158913312,0.0232676578800198,4.9346780319954,0.05596051407219,5.9293237583268,0.013803338652129,5.937137391276,0.16440240875292,8.77058953852302,0.0358570433028366,8.35568467767306,0.172807406292456,3.2204323179639,0.0030556612359702,3.19867216524648,0.063492178903803
1996,1,15,-3.4428438061992,-3.4347748497894,0,0,NA,NA,5.053312856475,0.0221406655297464,5.040770442786,0.056486774422962,6.0084476556156,0.0133057571145174,6.0174635356134,0.1647585428229,8.73397260871434,0.0433766631799332,8.38513575241992,0.170651944451196,4.58051803826526,0.00376131729821328,4.56383255282838,0.0824477610109374
