year,mo,day,leFMDS_Wm2,hFMDS_Wm2
1996,1,1,64.2199908333333,103.79795
1996,1,2,67.58195851875,110.665971520833
1996,1,3,64.8602981020833,106.5986631875
1996,1,4,64.2199908333333,103.79795
1996,1,5,67.58195851875,110.665971520833
1996,1,6,64.8602981020833,106.5986631875
1996,1,7,64.2199908333333,103.79795
1996,1,8,67.58195851875,110.665971520833
1996,1,9,64.8602981020833,106.5986631875
1996,1,10,64.2199908333333,103.79795
1996,1,11,67.58195851875,110.665971520833
1996,1,12,64.8602981020833,106.5986631875
1996,1,13,64.2199908333333,103.79795
1996,1,14,67.58195851875,110.665971520833
1996,1,15,64.8602981020833,106.5986631875
1996,1,16,64.2199908333333,103.79795
1996,1,17,67.58195851875,110.665971520833
1996,1,18,64.8602981020833,106.5986631875
1996,1,19,64.2199908333333,103.79795
1996,1,20,67.58195851875,110.665971520833
1996,1,21,64.8602981020833,106.5986631875
1996,1,22,64.2199908333333,103.79795
1996,1,23,67.58195851875,110.665971520833
1996,1,24,64.8602981020833,106.5986631875
1996,1,25,64.2199908333333,103.79795
1996,1,26,67.58195851875,110.665971520833
1996,1,27,64.8602981020833,106.5986631875
1996,1,28,64.2199908333333,103.79795
1996,1,29,67.58195851875,110.665971520833
1996,1,30,64.8602981020833,106.5986631875
1996,1,31,64.2199908333333,103.79795
1996,2,1,67.58195851875,110.665971520833
1996,2,2,64.8602981020833,106.5986631875
1996,2,3,64.2199908333333,103.79795
1996,2,4,67.58195851875,110.665971520833
1996,2,5,64.8602981020833,106.5986631875
1996,2,6,64.2199908333333,103.79795
1996,2,7,67.58195851875,110.665971520833
1996,2,8,64.8602981020833,106.5986631875
1996,2,9,64.2199908333333,103.79795
1996,2,10,67.58195851875,110.665971520833
1996,2,11,64.8602981020833,106.5986631875
1996,2,12,64.2199908333333,103.79795
1996,2,13,67.58195851875,110.665971520833
1996,2,14,64.8602981020833,106.5986631875
1996,2,15,64.2199908333333,103.79795
1996,2,16,67.58195851875,110.665971520833
1996,2,17,64.8602981020833,106.5986631875
1996,2,18,64.2199908333333,103.79795
1996,2,19,67.58195851875,110.665971520833
1996,2,20,64.8602981020833,106.5986631875
1996,2,21,64.2199908333333,103.79795
1996,2,22,67.58195851875,110.665971520833
1996,2,23,64.8602981020833,106.5986631875
1996,2,24,64.2199908333333,103.79795
1996,2,25,67.58195851875,110.665971520833
1996,2,26,64.8602981020833,106.5986631875
1996,2,27,64.2199908333333,103.79795
1996,2,28,67.58195851875,110.665971520833
1996,2,29,64.8602981020833,106.5986631875
1996,3,1,64.2199908333333,103.79795
1996,3,2,67.58195851875,110.665971520833
1996,3,3,64.8602981020833,106.5986631875
1996,3,4,64.2199908333333,103.79795
1996,3,5,67.58195851875,110.665971520833
1996,3,6,64.8602981020833,106.5986631875
1996,3,7,64.2199908333333,103.79795
1996,3,8,67.58195851875,110.665971520833
1996,3,9,64.8602981020833,106.5986631875
1996,3,10,64.2199908333333,103.79795
1996,3,11,67.58195851875,110.665971520833
1996,3,12,64.8602981020833,106.5986631875
1996,3,13,64.2199908333333,103.79795
1996,3,14,67.58195851875,110.665971520833
1996,3,15,64.8602981020833,106.5986631875
1996,3,16,64.2199908333333,103.79795
1996,3,17,67.58195851875,110.665971520833
1996,3,18,64.8602981020833,106.5986631875
1996,3,19,64.2199908333333,103.79795
1996,3,20,67.58195851875,110.665971520833
1996,3,21,64.8602981020833,106.5986631875
1996,3,22,64.2199908333333,103.79795
1996,3,23,67.58195851875,110.665971520833
1996,3,24,64.8602981020833,106.5986631875
1996,3,25,64.2199908333333,103.79795
1996,3,26,67.58195851875,110.665971520833
1996,3,27,64.8602981020833,106.5986631875
1996,3,28,64.2199908333333,103.79795
1996,3,29,67.58195851875,110.665971520833
1996,3,30,64.8602981020833,106.5986631875
1996,3,31,64.2199908333333,103.79795
1996,4,1,67.58195851875,110.665971520833
1996,4,2,64.8602981020833,106.5986631875
1996,4,3,64.2199908333333,103.79795
1996,4,4,67.58195851875,110.665971520833
1996,4,5,64.8602981020833,106.5986631875
1996,4,6,64.2199908333333,103.79795
1996,4,7,67.58195851875,110.665971520833
1996,4,8,64.8602981020833,106.5986631875
