year,mo,day,neeCutRef_gCm2d1,neeVutRef_gCm2d1,neeCutRef_qc,neeVutRef_qc,neeCutRefJointunc_gCm2d1,neeVutRefJointunc_gCm2d1,recoNtVutRef_gCm2d1,recoNtVutSe_gCm2d1,recoNtCutRef_gCm2d1,recoNtCutSe_gCm2d1,recoDtVutRef_gCm2d1,recoDtVutSe_gCm2d1,recoDtCutRef_gCm2d1,recoDtCutSe_gCm2d1,gppNtVutRef_gCm2d1,gppNtVutSe_gCm2d1,gppNtCutRef_gCm2d1,gppNtCutSe_gCm2d1,gppDtVutRef_gCm2d1,gppDtVutSe_gCm2d1,gppDtCutRef_gCm2d1,gppDtCutSe_gCm2d1
1996,1,1,-11.2382497734858,-11.2388340772258,3.11317344,3.11317344,NA,NA,3.1565931293988,0.105204609392922,3.0351676908384,0.109564948218024,2.1672949270284,0.1672227060777,2.167101650844,0.18836467767468,14.3954261256616,0.193714986196368,14.2734170751775,0.236858930581572,5.46597809170452,0.228430212389964,4.27091644197738,0.257284720952532
1996,1,2,-13.47652786545,-13.2666445654306,3.11317344,3.11317344,NA,NA,3.1820143524624,0.105867053786286,3.062906498574,0.11028412587348,2.1775482934686,0.16766376060096,2.1773530715508,0.18885854805012,16.4486586368426,0.262393857981216,16.5394357044181,0.315443036024766,2.88116042763276,0.135473875844112,2.02608174731742,0.150258649989942
1996,1,3,-12.8012430368979,-12.5621624506248,3.11317344,3.11317344,NA,NA,2.9868739392726,0.100825085636496,2.8455404051412,0.10478395912725,2.1028539663612,0.16508739338676,2.1026656626066,0.1857870565434,15.5490341414944,0.24061154336037,15.6467829447961,0.289769561597412,5.6398010065254,0.233349562582812,4.44529929563226,0.263099806811478
1996,1,4,-11.2382497734858,-11.2388340772258,3.11317344,3.11317344,NA,NA,2.56884371172,0.089875972494828,2.3870763241884,0.092911297141494,1.9358451828612,0.15809687052354,1.9356724449738,0.17753623891848,13.8076775078954,0.186138341413362,13.6253257301468,0.229000653860472,6.3499262454342,0.25420860940995,5.151659951178,0.28757848851108
1996,1,5,-13.47652786545,-13.2666445654306,3.11317344,3.11317344,NA,NA,2.5009198882668,0.088014651495498,2.3154385280598,0.090928216469844,1.9057336613406,0.1563603250833,1.9055639501496,0.17548835451498,15.7675639564544,0.255570923297664,15.7919693553484,0.30805937556615,5.61752536417254,0.233403420483324,4.41042943984344,0.263073033519894
1996,1,6,-12.8012430368979,-12.5621624506248,3.11317344,3.11317344,NA,NA,2.8392236897544,0.097002940993686,2.6815609123524,0.100618329843486,2.0458820276388,0.16304193034038,2.0456991286992,0.18336172147956,15.4013898588919,0.239938302308562,15.4828041654429,0.288807826654386,3.07556451044622,0.14425330167144,2.1691129986981,0.160019994501432
1996,1,7,-11.2382497734858,-11.2388340772258,3.11317344,3.11317344,NA,NA,3.1923304147566,0.106113182575608,3.0762831995064,0.110564605505016,2.1797772391746,0.16745061631662,2.1795818010642,0.18869947353504,14.4311592385022,0.194149293348582,14.3145333405196,0.23722748059257,3.74148097858548,0.168620222606472,2.73617293589172,0.18811327810977
1996,1,8,-13.47652786545,-13.2666445654306,3.11317344,3.11317344,NA,NA,3.3146316495396,0.10927316603736,3.2123632534578,0.11401150249008,2.2267169764866,0.1690879077342,2.2265180792946,0.19063325148426,16.5812772959332,0.2639598144885,16.6888904270915,0.31709928537144,2.67590176837776,0.127156947603075,1.86435167367384,0.140782463950237
1996,1,9,-12.8012430368979,-12.5621624506248,3.11317344,3.11317344,NA,NA,3.2739552280422,0.108227230562412,3.1668406586388,0.11286790849386,2.2113577894122,0.16860080418714,2.2111604055684,0.19006375693734,15.8361245103532,0.244082143702098,15.9680818146611,0.293598920587284,5.28146590130406,0.222456947053302,4.09956110625438,0.25028527582071
1996,1,10,-11.2382497734858,-11.2388340772258,3.11317344,3.11317344,NA,NA,3.3345079647984,0.109780712756676,3.2354967264282,0.11456947397142,2.2334429444652,0.16918525926198,2.2332427501176,0.19084096933434,14.5733384532271,0.194866620395382,14.4737449433273,0.238148480525904,4.73967790618374,0.204521628414636,3.60138142857636,0.229448931378498
1996,1,11,-13.47652786545,-13.2666445654306,3.11317344,3.11317344,NA,NA,3.3443613749286,0.11003433694344,3.2465084965092,0.11484656802684,2.2371789687858,0.16930645683354,2.2369800715938,0.1909821647214,16.6110054431162,0.264623350654494,16.7230356052851,0.317697211407186,4.28191753214394,0.190089442780146,3.17273566874004,0.212515060101552
1996,1,12,-12.8012430368979,-12.5621624506248,3.11317344,3.11317344,NA,NA,3.3334166245536,0.10975243260267,3.2342004355986,0.11453847195258,2.2330970363052,0.1691816272263,2.2328970581502,0.19082239839,15.8955827072141,0.244578891601044,16.0354486178804,0.294225853184172,5.4177327240426,0.227759857509366,4.21095034384128,0.256339745259858
1996,1,13,-11.2382497734858,-11.2388340772258,3.11317344,3.11317344,NA,NA,3.1454125128972,0.104916163064076,3.022946539353,0.109250480947842,2.1628171458972,0.16704166639446,2.1626238697128,0.18818244893214,14.3842481899483,0.193048745460948,14.2611988639115,0.23609752834941,5.33067416918712,0.224713022768676,4.13407247147388,0.252813332636514
1996,1,14,-13.47652786545,-13.2666445654306,3.11317344,3.11317344,NA,NA,3.1070625399684,0.103931074996398,2.9795962477788,0.108172296022752,2.1487116597102,0.16664815262394,2.148519896874,0.18767039675904,16.3737075594035,0.26130784472208,16.4561229890273,0.314208785985588,5.54896690734204,0.230379394061934,4.36360811121846,0.259574751877662
